tconst	ordering	nconst	category	job	characters
tt15050000	1	nm0760848	actor	\N	["Bobino"]
tt15050000	2	nm0128851	writer	\N	\N
tt15050002	1	nm0760848	actor	\N	["Bobino"]
tt15050002	2	nm0128851	writer	\N	\N
tt15050004	1	nm0760848	actor	\N	["Bobino"]
tt15050004	2	nm0128851	writer	\N	\N
tt15050006	1	nm0760848	actor	\N	["Bobino"]
tt15050006	2	nm0128851	writer	\N	\N
tt15050008	1	nm0760848	actor	\N	["Bobino"]
tt15050008	2	nm0128851	writer	\N	\N
tt15050010	1	nm0760848	actor	\N	["Bobino"]
tt15050010	2	nm0128851	writer	\N	\N
tt15050012	1	nm0760848	actor	\N	["Bobino"]
tt15050012	2	nm0128851	writer	\N	\N
tt15050014	1	nm0760848	actor	\N	["Bobino"]
tt15050014	2	nm0128851	writer	\N	\N
tt15050016	1	nm0760848	actor	\N	["Bobino"]
tt15050016	2	nm0128851	writer	\N	\N
tt15050018	1	nm0760848	actor	\N	["Bobino"]
tt15050018	2	nm0128851	writer	\N	\N
tt15050020	1	nm0760848	actor	\N	["Bobino"]
tt15050020	2	nm0128851	writer	\N	\N
tt15050022	1	nm0760848	actor	\N	["Bobino"]
tt15050022	2	nm0128851	writer	\N	\N
tt15050024	1	nm0760848	actor	\N	["Bobino"]
tt15050024	2	nm0128851	writer	\N	\N
tt15050028	1	nm0760848	actor	\N	["Bobino"]
tt15050028	2	nm0128851	writer	\N	\N
tt15050030	1	nm0760848	actor	\N	["Bobino"]
tt15050030	2	nm0128851	writer	\N	\N
tt15050032	1	nm0760848	actor	\N	["Bobino"]
tt15050032	2	nm0128851	writer	\N	\N
tt15050034	1	nm0760848	actor	\N	["Bobino"]
tt15050034	2	nm0128851	writer	\N	\N
tt15050036	1	nm0760848	actor	\N	["Bobino"]
tt15050036	2	nm0128851	writer	\N	\N
tt15050038	1	nm0760848	actor	\N	["Bobino"]
tt15050038	2	nm0128851	writer	\N	\N
tt15050042	1	nm0760848	actor	\N	["Bobino"]
tt15050042	2	nm0128851	writer	\N	\N
tt15050044	1	nm0760848	actor	\N	["Bobino"]
tt15050044	2	nm0128851	writer	\N	\N
tt15050046	1	nm11690579	director	\N	\N
tt15050046	2	nm11690581	producer	producer	\N
tt15050046	3	nm11690580	producer	producer	\N
tt15050046	4	nm1657554	editor	\N	\N
tt15050048	1	nm0760848	actor	\N	["Bobino"]
tt15050048	2	nm0128851	writer	\N	\N
tt15050050	1	nm0760848	actor	\N	["Bobino"]
tt15050050	2	nm0128851	writer	\N	\N
tt15050054	1	nm0760848	actor	\N	["Bobino"]
tt15050054	2	nm0128851	writer	\N	\N
tt15050058	1	nm0760848	actor	\N	["Bobino"]
tt15050058	2	nm0128851	writer	\N	\N
tt15050060	1	nm0760848	actor	\N	["Bobino"]
tt15050060	2	nm0128851	writer	\N	\N
tt15050062	1	nm0760848	actor	\N	["Bobino"]
tt15050062	2	nm0128851	writer	\N	\N
tt15050064	1	nm0760848	actor	\N	["Bobino"]
tt15050064	2	nm0128851	writer	\N	\N
tt15050066	1	nm0760848	actor	\N	["Bobino"]
tt15050066	2	nm0128851	writer	\N	\N
tt15050068	1	nm12647756	actor	\N	["Kathir"]
tt15050068	2	nm10625353	actor	\N	["Kathir"]
tt15050068	3	nm9813876	actress	\N	["Poovarsi"]
tt15050068	4	nm11316009	director	\N	\N
tt15050068	5	nm12736121	producer	producer	\N
tt15050068	6	nm12736122	producer	producer	\N
tt15050068	7	nm10016895	cinematographer	\N	\N
tt15050068	8	nm12736125	editor	\N	\N
tt15050068	9	nm5901493	editor	\N	\N
tt15050074	1	nm4490004	actor	\N	["Manav Deshmukh"]
tt15050074	2	nm3860509	actress	\N	["Archana Deshmukh"]
tt15050074	3	nm0618936	actress	\N	["Savita Deshmukh"]
tt15050074	4	nm6577994	actress	\N	["(2021)"]
tt15050074	5	nm12833092	actress	\N	["(2021)"]
tt15050074	6	nm9139938	actress	\N	\N
tt15050074	7	nm9279303	actor	\N	\N
tt15050076	10	nm7900739	cinematographer	\N	\N
tt15050076	1	nm1883210	actress	\N	["Kibitsu Mikoto"]
tt15050076	2	nm5329879	actress	\N	["Saltorine Ardalake"]
tt15050076	3	nm12506637	actress	\N	["Atra"]
tt15050076	4	nm7445268	actress	\N	["Carrot"]
tt15050076	5	nm1059637	director	\N	\N
tt15050076	6	nm8537671	writer	manga	\N
tt15050076	7	nm12760244	writer	manga	\N
tt15050076	8	nm3622585	writer	screenplay	\N
tt15050076	9	nm5876508	composer	\N	\N
tt15050078	1	nm12647756	actor	\N	["Kathir"]
tt15050078	2	nm10625353	actor	\N	["Kathir"]
tt15050078	3	nm9813876	actress	\N	["Poovarsi"]
tt15050078	4	nm11316009	director	\N	\N
tt15050078	5	nm12736121	producer	producer	\N
tt15050078	6	nm12736122	producer	producer	\N
tt15050078	7	nm10016895	cinematographer	\N	\N
tt15050078	8	nm12736125	editor	\N	\N
tt15050078	9	nm5901493	editor	\N	\N
tt15050080	1	nm6961631	self	\N	["Self"]
tt15050080	2	nm0169442	self	\N	["Self"]
tt15050080	3	nm12539188	actor	\N	["Voice Over"]
tt15050080	4	nm0004896	self	\N	["Self"]
tt15050080	5	nm11352726	director	\N	\N
tt15050080	6	nm2520792	self	\N	["Self"]
tt15050080	7	nm10190882	self	\N	["Self"]
tt15050080	8	nm9232872	self	\N	["Self"]
tt15050082	1	nm12647756	actor	\N	["Kathir"]
tt15050082	2	nm10625353	actor	\N	["Kathir"]
tt15050082	3	nm9813876	actress	\N	["Poovarsi"]
tt15050082	4	nm11316009	director	\N	\N
tt15050082	5	nm12736121	producer	producer	\N
tt15050082	6	nm12736122	producer	producer	\N
tt15050082	7	nm10016895	cinematographer	\N	\N
tt15050082	8	nm12736125	editor	\N	\N
tt15050082	9	nm5901493	editor	\N	\N
tt15050084	1	nm12647756	actor	\N	["Kathir"]
tt15050084	2	nm10625353	actor	\N	["Kathir"]
tt15050084	3	nm9813876	actress	\N	["Poovarsi"]
tt15050084	4	nm11316009	director	\N	\N
tt15050084	5	nm12736121	producer	producer	\N
tt15050084	6	nm12736122	producer	producer	\N
tt15050084	7	nm10016895	cinematographer	\N	\N
tt15050084	8	nm12736125	editor	\N	\N
tt15050084	9	nm5901493	editor	\N	\N
tt15050086	1	nm12647756	actor	\N	["Kathir"]
tt15050086	2	nm10625353	actor	\N	["Kathir"]
tt15050086	3	nm9813876	actress	\N	["Poovarsi"]
tt15050086	4	nm11316009	director	\N	\N
tt15050086	5	nm12736121	producer	producer	\N
tt15050086	6	nm12736122	producer	producer	\N
tt15050086	7	nm10016895	cinematographer	\N	\N
tt15050086	8	nm12736125	editor	\N	\N
tt15050086	9	nm5901493	editor	\N	\N
tt15050088	1	nm2178959	actress	\N	["Narrator"]
tt15050088	2	nm10679245	self	\N	["Self"]
tt15050088	3	nm3145212	self	\N	["Self"]
