tconst	ordering	nconst	category	job	characters
tt12680000	1	nm4742589	actor	\N	\N
tt12680000	2	nm2011414	actress	\N	\N
tt12680000	3	nm1347553	actor	\N	\N
tt12680000	4	nm11512831	director	\N	\N
tt12680000	5	nm10785618	writer	\N	\N
tt12680000	6	nm7566294	producer	producer	\N
tt12680000	7	nm11512833	cinematographer	\N	\N
tt12680002	1	nm4742589	actor	\N	\N
tt12680002	2	nm2011414	actress	\N	\N
tt12680002	3	nm1347553	actor	\N	\N
tt12680002	4	nm11512831	director	\N	\N
tt12680002	5	nm10785618	writer	\N	\N
tt12680002	6	nm7566294	producer	producer	\N
tt12680002	7	nm11512833	cinematographer	\N	\N
tt12680004	1	nm4742589	actor	\N	\N
tt12680004	2	nm2011414	actress	\N	\N
tt12680004	3	nm1347553	actor	\N	\N
tt12680004	4	nm11512831	director	\N	\N
tt12680004	5	nm10785618	writer	\N	\N
tt12680004	6	nm7566294	producer	producer	\N
tt12680004	7	nm11512833	cinematographer	\N	\N
tt12680006	1	nm4742589	actor	\N	\N
tt12680006	2	nm2011414	actress	\N	\N
tt12680006	3	nm1347553	actor	\N	\N
tt12680006	4	nm11512831	director	\N	\N
tt12680006	5	nm10785618	writer	\N	\N
tt12680006	6	nm7566294	producer	producer	\N
tt12680006	7	nm11512833	cinematographer	\N	\N
tt12680008	1	nm4742589	actor	\N	\N
tt12680008	2	nm2011414	actress	\N	\N
tt12680008	3	nm1347553	actor	\N	\N
tt12680008	4	nm11512831	director	\N	\N
tt12680008	5	nm10785618	writer	\N	\N
tt12680008	6	nm7566294	producer	producer	\N
tt12680008	7	nm11512833	cinematographer	\N	\N
tt12680010	1	nm4742589	actor	\N	\N
tt12680010	2	nm2011414	actress	\N	\N
tt12680010	3	nm1347553	actor	\N	\N
tt12680010	4	nm11512831	director	\N	\N
tt12680010	5	nm10785618	writer	\N	\N
tt12680010	6	nm7566294	producer	producer	\N
tt12680010	7	nm11512833	cinematographer	\N	\N
tt12680012	1	nm4742589	actor	\N	\N
tt12680012	2	nm2011414	actress	\N	\N
tt12680012	3	nm1347553	actor	\N	\N
tt12680012	4	nm11512831	director	\N	\N
tt12680012	5	nm10785618	writer	\N	\N
tt12680012	6	nm7566294	producer	producer	\N
tt12680012	7	nm11512833	cinematographer	\N	\N
tt12680014	1	nm4742589	actor	\N	\N
tt12680014	2	nm2011414	actress	\N	\N
tt12680014	3	nm1347553	actor	\N	\N
tt12680014	4	nm11512831	director	\N	\N
tt12680014	5	nm10785618	writer	\N	\N
tt12680014	6	nm7566294	producer	producer	\N
tt12680014	7	nm11512833	cinematographer	\N	\N
tt12680016	1	nm7699385	actress	\N	["Jacks"]
tt12680016	2	nm4501401	actor	\N	["Loeän"]
tt12680016	3	nm10309164	director	\N	\N
tt12680016	4	nm7646869	producer	producer	\N
tt12680016	5	nm10309168	composer	\N	\N
tt12680016	6	nm0631349	cinematographer	\N	\N
tt12680016	7	nm4477276	editor	\N	\N
tt12680020	1	nm11725923	self	\N	["Self"]
tt12680020	2	nm11725922	self	\N	["Self"]
tt12680020	3	nm3551020	director	series director	\N
tt12680020	4	nm10398635	editor	video editor	\N
tt12680022	1	nm4742589	actor	\N	\N
tt12680022	2	nm2011414	actress	\N	\N
tt12680022	3	nm1347553	actor	\N	\N
tt12680022	4	nm11512831	director	\N	\N
tt12680022	5	nm10785618	writer	\N	\N
tt12680022	6	nm7566294	producer	producer	\N
tt12680022	7	nm11512833	cinematographer	\N	\N
tt12680024	1	nm4742589	actor	\N	\N
tt12680024	2	nm2011414	actress	\N	\N
tt12680024	3	nm1347553	actor	\N	\N
tt12680024	4	nm11512831	director	\N	\N
tt12680024	5	nm10785618	writer	\N	\N
tt12680024	6	nm7566294	producer	producer	\N
tt12680024	7	nm11512833	cinematographer	\N	\N
tt12680026	1	nm4742589	actor	\N	\N
tt12680026	2	nm2011414	actress	\N	\N
tt12680026	3	nm1347553	actor	\N	\N
tt12680026	4	nm11512831	director	\N	\N
tt12680026	5	nm10785618	writer	\N	\N
tt12680026	6	nm7566294	producer	producer	\N
tt12680026	7	nm11512833	cinematographer	\N	\N
tt12680028	1	nm4742589	actor	\N	\N
tt12680028	2	nm2011414	actress	\N	\N
tt12680028	3	nm1347553	actor	\N	\N
tt12680028	4	nm11512831	director	\N	\N
tt12680028	5	nm10785618	writer	\N	\N
tt12680028	6	nm7566294	producer	producer	\N
tt12680028	7	nm11512833	cinematographer	\N	\N
tt12680030	1	nm4742589	actor	\N	\N
tt12680030	2	nm2011414	actress	\N	\N
tt12680030	3	nm1347553	actor	\N	\N
tt12680030	4	nm11512831	director	\N	\N
tt12680030	5	nm10785618	writer	\N	\N
