tconst	ordering	nconst	category	job	characters
tt1190000	10	nm0642470	actor	\N	["Jens"]
tt1190000	1	nm0970866	actor	\N	["Nick Bluetooth"]
tt1190000	2	nm1137936	actress	\N	["Allegra Zane"]
tt1190000	3	nm1145785	actor	\N	["Jens"]
tt1190000	4	nm0355704	actor	\N	["Euripides (puppet)"]
tt1190000	5	nm0586198	director	\N	\N
tt1190000	6	nm0321008	actor	\N	["Nepol"]
tt1190000	7	nm0277979	actor	\N	["Gorm"]
tt1190000	8	nm0557355	actor	\N	["Nepol"]
tt1190000	9	nm0606549	actor	\N	["Euripides"]
tt1190001	10	nm0500300	actress	\N	["Queen Riana"]
tt1190001	1	nm0970866	actor	\N	["Nick Bluetooth"]
tt1190001	2	nm1137936	actress	\N	["Allegra Zane"]
tt1190001	3	nm1145785	actor	\N	["Jens"]
tt1190001	4	nm0355704	actor	\N	["Euripides (puppet)"]
tt1190001	5	nm0004597	director	\N	\N
tt1190001	6	nm1241294	writer	writer	\N
tt1190001	7	nm0321008	actor	\N	["Nepol"]
tt1190001	8	nm0222665	actor	\N	["Bala"]
tt1190001	9	nm0277979	actor	\N	["Gorm"]
tt1190002	10	nm0606549	actor	\N	["Euripides"]
tt1190002	1	nm0970866	actor	\N	["Nick Bluetooth"]
tt1190002	2	nm1137936	actress	\N	["Allegra Zane"]
tt1190002	3	nm1145785	actor	\N	["Jens"]
tt1190002	4	nm0355704	actor	\N	["Euripides (puppet)"]
tt1190002	5	nm0907761	director	\N	\N
tt1190002	6	nm0321008	actor	\N	["Nepol"]
tt1190002	7	nm0277979	actor	\N	["Gorm"]
tt1190002	8	nm0390161	actor	\N	["Quanal"]
tt1190002	9	nm0557355	actor	\N	["Nepol"]
tt1190003	10	nm0642470	actor	\N	["Jens"]
tt1190003	1	nm0970866	actor	\N	["Nick Bluetooth"]
tt1190003	2	nm1137936	actress	\N	["Allegra Zane"]
tt1190003	3	nm1145785	actor	\N	["Jens"]
tt1190003	4	nm0355704	actor	\N	["Euripides (puppet)"]
tt1190003	5	nm0907761	director	\N	\N
tt1190003	6	nm0716107	actor	\N	["Gorm"]
tt1190003	7	nm0277979	actor	\N	["Gorm"]
tt1190003	8	nm0500300	actress	\N	["Queen Riana"]
tt1190003	9	nm0606549	actor	\N	["Euripides"]
tt1190004	10	nm0606549	actor	\N	["Euripides"]
tt1190004	1	nm0970866	actor	\N	["Nick Bluetooth"]
tt1190004	2	nm1137936	actress	\N	["Allegra Zane"]
tt1190004	3	nm1145785	actor	\N	["Jens"]
tt1190004	4	nm0355704	actor	\N	["Euripides (puppet)"]
tt1190004	5	nm0004597	director	\N	\N
tt1190004	6	nm0321008	actor	\N	["Nepol"]
tt1190004	7	nm0716107	actor	\N	["Gorm"]
tt1190004	8	nm0277979	actor	\N	["Gorm"]
tt1190004	9	nm0557355	actor	\N	["Nepol"]
tt1190005	10	nm0557355	actor	\N	["Nepol"]
tt1190005	1	nm0970866	actor	\N	["Nick Bluetooth"]
tt1190005	2	nm1137936	actress	\N	["Allegra Zane"]
tt1190005	3	nm1145785	actor	\N	["Jens"]
tt1190005	4	nm0355704	actor	\N	["Euripides (puppet)"]
tt1190005	5	nm0907761	director	\N	\N
tt1190005	6	nm0321008	actor	\N	["Nepol"]
tt1190005	7	nm0716107	actor	\N	["Gorm"]
tt1190005	8	nm0128512	actor	\N	["Colash"]
tt1190005	9	nm0277979	actor	\N	["Gorm"]
tt1190006	10	nm0500300	actress	\N	["Queen Riana"]
tt1190006	1	nm0970866	actor	\N	["Nick Bluetooth"]
tt1190006	2	nm1137936	actress	\N	["Allegra Zane"]
tt1190006	3	nm1145785	actor	\N	["Jens"]
tt1190006	4	nm0355704	actor	\N	["Euripides (puppet)"]
tt1190006	5	nm0586198	director	\N	\N
tt1190006	6	nm0004597	director	\N	\N
tt1190006	7	nm0321008	actor	\N	["Nepol"]
tt1190006	8	nm0716107	actor	\N	["Gorm"]
tt1190006	9	nm0277979	actor	\N	["Gorm"]
tt1190007	10	nm0606549	actor	\N	["Euripides"]
tt1190007	1	nm0970866	actor	\N	["Nick Bluetooth"]
tt1190007	2	nm1137936	actress	\N	["Allegra Zane"]
tt1190007	3	nm1145785	actor	\N	["Jens"]
tt1190007	4	nm0355704	actor	\N	["Euripides (puppet)"]
tt1190007	5	nm0233002	director	\N	\N
tt1190007	6	nm0321008	actor	\N	["Nepol"]
tt1190007	7	nm0716107	actor	\N	["Gorm"]
tt1190007	8	nm0277979	actor	\N	["Gorm"]
tt1190007	9	nm0557355	actor	\N	["Nepol"]
tt1190008	10	nm0105876	actress	\N	["Ms. Iris Sneed"]
tt1190008	1	nm1209157	actor	\N	["Det. Cruz Rodriguez"]
tt1190008	2	nm1553394	actor	\N	["Johnny Zacchara"]
tt1190008	3	nm0067083	actress	\N	["Marianna Erosa"]
tt1190008	4	nm0001939	actor	\N	["Sonny Corinthos"]
tt1190008	5	nm0403568	writer	creator	\N
tt1190008	6	nm0403569	writer	creator	\N
tt1190008	7	nm0146076	composer	\N	\N
tt1190008	8	nm0075788	actress	\N	["Lulu Spencer"]
tt1190008	9	nm2258164	actress	\N	["Leyla Mir"]
tt1190009	10	nm0160637	actor	\N	["Nikolas Cassadine"]
tt1190009	1	nm1963860	actor	\N	["Damien Spinelli"]
tt1190009	2	nm1553394	actor	\N	["Johnny Zacchara"]
tt1190009	3	nm0067083	actress	\N	["Marianna Erosa"]
tt1190009	4	nm0001939	actor	\N	["Sonny Corinthos"]
tt1190009	5	nm0403568	writer	creator	\N
tt1190009	6	nm0403569	writer	creator	\N
tt1190009	7	nm0146076	composer	\N	\N
tt1190009	8	nm0075788	actress	\N	["Lulu Spencer"]
tt1190009	9	nm0114638	actress	\N	["Claudia Zacchara"]
tt1190010	10	nm0408834	actor	\N	["Edward Quartermaine"]
tt1190010	1	nm0114034	actress	\N	["Rachel Locke"]
tt1190010	2	nm0118026	actress	\N	["Melissa Bedford"]
tt1190010	3	nm0153184	actress	\N	["Dr. Monica Quartermaine"]
tt1190010	4	nm0160616	actress	\N	["Skye Quartermaine"]
tt1190010	5	nm0403568	writer	creator	\N
tt1190010	6	nm0403569	writer	creator	\N
tt1190010	7	nm0146076	composer	\N	\N
tt1190010	8	nm0198948	actor	\N	["Dr. Alan Quartermaine"]
tt1190010	9	nm0334398	actress	\N	["Alexis Davis"]
tt1190011	10	nm0198948	actor	\N	["Dr. Alan Quartermaine"]
tt1190011	1	nm0028837	actor	\N	["Marcus Taggert"]
tt1190011	2	nm0001939	actor	\N	["Sonny Corinthos"]
tt1190011	3	nm0114034	actress	\N	["Rachel Locke"]
tt1190011	4	nm0118026	actress	\N	["Melissa Bedford"]
tt1190011	5	nm0403568	writer	creator	\N
tt1190011	6	nm0403569	writer	creator	\N
tt1190011	7	nm0146076	composer	\N	\N
tt1190011	8	nm0153184	actress	\N	["Dr. Monica Quartermaine"]
tt1190011	9	nm0160616	actress	\N	["Skye Quartermaine"]
tt1190012	10	nm0160616	actress	\N	["Skye Quartermaine"]
tt1190012	1	nm0001939	actor	\N	["Sonny Corinthos"]
tt1190012	2	nm0105172	actor	\N	["Zander Smith"]
tt1190012	3	nm0105860	actress	\N	["Carly Corinthos"]
tt1190012	4	nm0114034	actress	\N	["Rachel Locke"]
tt1190012	5	nm0403568	writer	creator	\N
tt1190012	6	nm0403569	writer	creator	\N
tt1190012	7	nm0146076	composer	\N	\N
tt1190012	8	nm0118026	actress	\N	["Melissa Bedford"]
tt1190012	9	nm0153184	actress	\N	["Dr. Monica Quartermaine"]
tt1190013	10	nm0408834	actor	\N	["Edward Quartermaine"]
tt1190013	1	nm0001939	actor	\N	["Sonny Corinthos"]
tt1190013	2	nm0105860	actress	\N	["Carly Corinthos"]
tt1190013	3	nm0118026	actress	\N	["Melissa Bedford"]
tt1190013	4	nm0153184	actress	\N	["Dr. Monica Quartermaine"]
tt1190013	5	nm0403568	writer	creator	\N
tt1190013	6	nm0403569	writer	creator	\N
tt1190013	7	nm0146076	composer	\N	\N
tt1190013	8	nm0160616	actress	\N	["Skye Quartermaine"]
tt1190013	9	nm0198948	actor	\N	["Dr. Alan Quartermaine"]
tt1190014	10	nm2797209	editor	\N	\N
tt1190014	1	nm0534975	self	\N	["Self"]
tt1190014	2	nm1355813	self	\N	["Self"]
tt1190014	3	nm1967643	self	\N	["Self"]
tt1190014	4	nm1642866	self	\N	["Self"]
tt1190014	5	nm2206029	producer	producer	\N
tt1190014	6	nm0262163	composer	\N	\N
tt1190014	7	nm1114556	composer	\N	\N
tt1190014	8	nm1774487	cinematographer	\N	\N
tt1190014	9	nm1672543	cinematographer	director of photography	\N
tt1190015	1	nm2548370	director	series director	\N
tt1190016	1	nm2548370	director	series director	\N
tt1190016	2	nm3061498	editor	\N	\N
tt1190017	1	nm2548370	director	series director	\N
tt1190017	2	nm3882137	writer	writer	\N
tt1190017	3	nm1134182	editor	off-line editor	\N
tt1190018	1	nm2548370	director	series director	\N
tt1190018	2	nm3882137	writer	writer	\N
tt1190018	3	nm1134182	editor	\N	\N
tt1190019	1	nm2548370	director	series director	\N
tt1190020	1	nm2548370	director	series director	\N
tt1190020	2	nm2877005	producer	producer	\N
tt1190020	3	nm1134182	editor	\N	\N
tt1190021	1	nm2338719	actress	\N	["Fashion Editor","Style Expert"]
tt1190021	2	nm1174748	director	\N	\N
tt1190021	3	nm0254476	producer	producer	\N
tt1190021	4	nm0888441	composer	\N	\N
tt1190022	10	nm3002621	actor	\N	["Mr. Field"]
tt1190022	1	nm4622707	actor	\N	["Taxi Driver"]
tt1190022	2	nm0943872	actor	\N	["Dave Davies"]
tt1190022	3	nm2932397	actor	\N	["Rob"]
