tconst	ordering	nconst	category	job	characters
tt18990000	1	nm10272334	self	\N	["Self - Host"]
tt18990002	1	nm10272334	self	\N	["Self - Host"]
tt18990004	1	nm10272334	self	\N	["Self - Host"]
tt18990006	1	nm10272334	self	\N	["Self - Host"]
tt18990010	1	nm10272334	self	\N	["Self - Host"]
tt18990012	1	nm10272334	self	\N	["Self - Host"]
tt18990014	1	nm10272334	self	\N	["Self - Host"]
tt18990016	1	nm10272334	self	\N	["Self - Host"]
tt18990018	1	nm12741567	actress	\N	["Serufu Yua"]
tt18990018	2	nm9549868	actress	\N	["Miku 'Purin' Suride"]
tt18990018	3	nm4785118	actress	\N	["Rei 'Kurei' Yasaku"]
tt18990018	4	nm7854630	actress	\N	["Takumi Hikage"]
tt18990018	5	nm7114332	actress	\N	["Kokoro 'Shii' Kouki"]
tt18990018	6	nm0351336	actor	\N	["Kurage-san"]
tt18990018	7	nm0409291	actress	\N	["Serufu's mother"]
tt18990018	8	nm0435358	actress	\N	["Haruko Hoketsu"]
tt18990018	9	nm5426919	actress	\N	["Kitoma-sensei"]
tt18990020	1	nm10272334	self	\N	["Self - Host"]
tt18990022	1	nm10272334	self	\N	["Self - Host"]
tt18990024	1	nm10272334	self	\N	["Self - Host"]
tt18990026	1	nm10272334	self	\N	["Self - Host"]
tt18990028	1	nm10272334	self	\N	["Self - Host"]
tt18990030	10	nm0802232	actor	\N	\N
tt18990030	1	nm1055106	actor	\N	\N
tt18990030	2	nm1538116	actress	\N	\N
tt18990030	3	nm0221221	actress	\N	\N
tt18990030	4	nm1616627	actress	\N	\N
tt18990030	5	nm0438494	archive_footage	\N	["Veerpratap Singh"]
tt18990030	6	nm0620636	actor	\N	\N
tt18990030	7	nm1123937	actor	\N	\N
tt18990030	8	nm0747172	actor	\N	\N
tt18990030	9	nm1261519	actress	\N	\N
tt18990032	10	nm3965997	actress	\N	["Policière D31"]
tt18990032	1	nm2066600	actor	\N	["Patrick Bissonnette"]
tt18990032	2	nm0152871	actor	\N	["Bruno Gagné"]
tt18990032	3	nm0747027	actor	\N	["Daniel Chiasson"]
tt18990032	4	nm6235377	actress	\N	["Noélie St-Hilaire"]
tt18990032	5	nm0227992	writer	\N	\N
tt18990032	6	nm1130473	actress	\N	["Florence Guindon"]
tt18990032	7	nm3882264	actress	\N	["Mélanie Charron"]
tt18990032	8	nm0399424	actor	\N	["Manuel Dupuis"]
tt18990032	9	nm3606084	actor	\N	["Enquêteur Yves Jacob"]
tt18990034	1	nm10272334	self	\N	["Self - Host"]
tt18990036	1	nm10272334	self	\N	["Self - Host"]
tt18990038	1	nm10272334	self	\N	["Self - Host"]
tt18990040	1	nm10272334	self	\N	["Self - Host"]
tt18990042	1	nm10272334	self	\N	["Self - Host"]
tt18990044	1	nm10272334	self	\N	["Self - Host"]
tt18990046	1	nm10272334	self	\N	["Self - Host"]
tt18990048	1	nm10272334	self	\N	["Self - Host"]
tt18990050	1	nm10272334	self	\N	["Self - Host"]
tt18990052	1	nm10272334	self	\N	["Self - Host"]
tt18990054	1	nm10272334	self	\N	["Self - Host"]
tt18990056	1	nm10272334	self	\N	["Self - Host"]
tt18990058	1	nm10272334	self	\N	["Self - Host"]
tt18990060	1	nm10272334	self	\N	["Self - Host"]
tt18990062	1	nm10272334	self	\N	["Self - Host"]
tt18990062	2	nm10395968	self	\N	["Self"]
tt18990062	3	nm2623585	actor	\N	\N
tt18990064	1	nm10272334	self	\N	["Self - Host"]
tt18990068	1	nm10272334	self	\N	["Self - Host"]
tt18990074	1	nm10272334	self	\N	["Self - Host"]
tt18990078	1	nm10272334	self	\N	["Self - Host"]
tt18990080	1	nm1055106	actor	\N	\N
tt18990080	2	nm1538116	actress	\N	\N
tt18990080	3	nm0221221	actress	\N	\N
tt18990080	4	nm1616627	actress	\N	\N
tt18990080	5	nm0536821	actress	\N	\N
tt18990080	6	nm0620636	actor	\N	\N
tt18990080	7	nm1123937	actor	\N	\N
tt18990080	8	nm12294882	actress	\N	\N
tt18990080	9	nm1261519	actress	\N	\N
tt18990082	1	nm0245240	actor	\N	\N
tt18990082	2	nm0728938	actress	\N	\N
tt18990082	3	nm0005916	actor	\N	\N
tt18990082	4	nm0431185	director	\N	\N
tt18990082	5	nm0584764	producer	producer	\N
tt18990082	6	nm1818075	editor	\N	\N
tt18990082	7	nm13579590	editor	\N	\N
tt18990084	1	nm10272334	self	\N	["Self - Host"]
tt18990088	1	nm10272334	self	\N	["Self - Host"]
tt18990092	1	nm10272334	self	\N	["Self - Host"]
tt18990096	1	nm10272334	self	\N	["Self - Host"]
tt18990100	10	nm3160422	actress	\N	["Bua"]
tt18990100	1	nm13124707	actor	\N	["Thian"]
tt18990100	2	nm13504514	actor	\N	["Jiu"]
tt18990100	3	nm13148586	actor	\N	["Yang"]
tt18990100	4	nm5471464	actor	\N	["Song"]
tt18990100	5	nm1869505	actress	\N	["Li"]
tt18990100	6	nm2486428	actress	\N	["Jan"]
tt18990100	7	nm10819374	actress	\N	["Yingphin"]
tt18990100	8	nm1001179	actor	\N	["Ma"]
tt18990100	9	nm4457335	actress	\N	["Cai Xiao Tong"]
tt18990102	10	nm0015838	actress	\N	["Policière D31"]
tt18990102	1	nm2066600	actor	\N	["Patrick Bissonnette"]
tt18990102	2	nm0152871	actor	\N	["Bruno Gagné"]
tt18990102	3	nm0747027	actor	\N	["Daniel Chiasson"]
tt18990102	4	nm6235377	actress	\N	["Noélie St-Hilaire"]
tt18990102	5	nm0227992	writer	\N	\N
tt18990102	6	nm1130473	actress	\N	["Florence Guindon"]
tt18990102	7	nm3882264	actress	\N	["Mélanie Charron"]
tt18990102	8	nm0399424	actor	\N	["Manuel Dupuis"]
tt18990102	9	nm3606084	actor	\N	["Enquêteur Yves Jacob"]
tt18990118	1	nm0629529	self	\N	["Self - Host"]
tt18990118	2	nm13513363	self	\N	["Self - Owns 2 feedlots in southern Alberta (Warner, Alberta)"]
tt18990118	3	nm12972494	self	\N	["Self - Former U.S. Deputy Assistant Secretary of Defense for Strategy and Force (Washington)"]
tt18990118	4	nm12737401	self	\N	["Self - Infectious Disease Specialist & Medical Director for the Vancouver Infectious Diseases Centre"]
tt18990118	5	nm13486122	self	\N	["Self - France24"]
tt18990118	6	nm10761535	self	\N	["Self - CBC News"]
tt18990118	7	nm13513362	self	\N	["Self - Registered Nurse (Southeastern Poland)"]
tt18990120	1	nm13513366	actor	\N	\N
tt18990120	2	nm3493635	actor	\N	\N
tt18990120	3	nm3793990	actor	\N	\N
tt18990120	4	nm13513365	director	\N	\N
tt18990120	5	nm13513368	composer	\N	\N
tt18990120	6	nm13513367	composer	\N	\N
tt18990120	7	nm10476841	composer	\N	\N
tt18990128	10	nm2786264	editor	\N	\N
tt18990128	1	nm1747308	actor	\N	\N
tt18990128	2	nm2769392	actor	\N	\N
tt18990128	3	nm2082567	actress	\N	\N
tt18990128	4	nm1324096	actor	\N	\N
tt18990128	5	nm1957956	director	\N	\N
tt18990128	6	nm2243521	producer	producer	\N
tt18990128	7	nm1342398	composer	\N	\N
tt18990128	8	nm3601893	composer	\N	\N
tt18990128	9	nm0881104	cinematographer	\N	\N
tt18990142	10	nm0235461	self	\N	["Self"]
tt18990142	1	nm1532234	self	\N	["Self - Host"]
tt18990142	2	nm10621328	self	\N	["Self - Panelist"]
