tconst	ordering	nconst	category	job	characters
tt0970010	1	nm1228000	editor	\N	\N
tt0970015	1	nm0600877	self	\N	["Self"]
tt0970015	2	nm0484679	director	\N	\N
tt0970015	3	nm1496686	director	\N	\N
tt0970015	4	nm3784395	producer	producer	\N
tt0970015	5	nm1027886	editor	\N	\N
tt0970016	1	nm0600877	self	\N	["Self"]
tt0970016	2	nm0484679	director	\N	\N
tt0970016	3	nm1496686	director	\N	\N
tt0970016	4	nm3784395	producer	producer	\N
tt0970016	5	nm1027886	editor	\N	\N
tt0970017	1	nm3072323	self	\N	["Self - Interventionist"]
tt0970017	2	nm0698107	director	\N	\N
tt0970017	3	nm1622215	writer	writer	\N
tt0970017	4	nm1457529	writer	creator	\N
tt0970017	5	nm9159724	producer	producer	\N
tt0970017	6	nm0548790	composer	\N	\N
tt0970017	7	nm1705980	editor	\N	\N
tt0970018	1	nm0970802	self	\N	["Self - Host"]
tt0970018	2	nm1683709	editor	\N	\N
tt0970019	1	nm0970802	self	\N	["Self - Host"]
tt0970019	2	nm0205124	cinematographer	\N	\N
tt0970019	3	nm1683709	editor	\N	\N
tt0970019	4	nm0003787	editor	\N	\N
tt0970020	1	nm0970802	self	\N	["Self - Host"]
tt0970021	1	nm0970802	self	\N	["Self - Host"]
tt0970022	1	nm0970802	self	\N	["Self - Host"]
tt0970023	1	nm0970802	self	\N	["Self - Host"]
tt0970023	2	nm0003945	director	\N	\N
tt0970024	1	nm0970802	self	\N	["Self - Host"]
tt0970024	2	nm1683709	editor	\N	\N
tt0970024	3	nm0003787	editor	\N	\N
tt0970025	1	nm0970802	self	\N	["Self - Host"]
tt0970026	1	nm0970802	self	\N	["Self - Host"]
tt0970027	1	nm0970802	self	\N	["Self - Host"]
tt0970029	1	nm0970802	self	\N	["Self - Host"]
tt0970029	2	nm1683709	editor	\N	\N
tt0970030	1	nm0970802	self	\N	["Self - Host"]
tt0970030	2	nm1683709	editor	\N	\N
tt0970032	1	nm0599260	actor	\N	\N
tt0970032	2	nm0057683	actor	\N	\N
tt0970032	3	nm0311521	actor	\N	\N
tt0970032	4	nm0718572	actor	\N	\N
tt0970032	5	nm0452956	director	\N	\N
tt0970032	6	nm0787992	writer	writer	\N
tt0970032	7	nm0206443	production_designer	\N	\N
tt0970032	8	nm0861564	production_designer	\N	\N
tt0970033	1	nm0599260	actor	\N	\N
tt0970033	2	nm0057683	actor	\N	\N
