tconst	ordering	nconst	category	job	characters
tt17710270	1	nm4354825	actress	\N	\N
tt17710270	2	nm2415310	actor	\N	\N
tt17710318	1	nm10421696	self	\N	["Self - Chef"]
tt17710318	2	nm8514160	self	\N	["Self - Chef"]
tt17710318	3	nm13360671	self	\N	["Self - Chef"]
tt17710318	4	nm6117293	self	\N	["Self - Pâtissier"]
tt17710502	1	nm10421696	self	\N	["Self - Chef"]
tt17710502	2	nm8514160	self	\N	["Self - Chef"]
tt17710502	3	nm13360671	self	\N	["Self - Chef"]
tt17710502	4	nm6117293	self	\N	["Self - Pâtissier"]
tt17710746	10	nm4812229	cinematographer	\N	\N
tt17710746	1	nm13365182	actor	\N	["Tomek"]
tt17710746	2	nm13365183	actress	\N	["Julia"]
tt17710746	3	nm8573312	actor	\N	["Bartek"]
tt17710746	4	nm13365184	actress	\N	["Magda"]
tt17710746	5	nm2127736	director	\N	\N
tt17710746	6	nm9650646	writer	idea	\N
tt17710746	7	nm8152501	writer	idea	\N
tt17710746	8	nm9737013	writer	screenplay	\N
tt17710746	9	nm13368093	composer	\N	\N
tt17711138	1	nm0139354	archive_footage	\N	["Self - Commentator"]
tt17711138	2	nm0914984	archive_footage	\N	["Self"]
tt17711308	1	nm1183955	archive_footage	\N	["Self - Commentator"]
tt17711308	2	nm2110480	archive_footage	\N	["Self"]
tt17711308	3	nm0899368	archive_footage	\N	["Self"]
tt17712140	1	nm12952968	self	\N	["Self - Host"]
tt17712378	1	nm0898016	self	\N	["Self - Host"]
tt17712612	10	nm1083579	composer	\N	\N
tt17712612	1	nm2204487	actress	\N	["Minami Asaoka (2010)"]
tt17712612	2	nm3882189	actress	\N	["Rinko Kogyoku (2010)"]
tt17712612	3	nm1328076	actress	\N	["Aoi Arisugawa (2010)"]
tt17712612	4	nm3432313	director	\N	\N
tt17712612	5	nm2343900	writer	\N	\N
tt17712612	6	nm3653660	producer	producer	\N
tt17712612	7	nm3896595	producer	producer	\N
tt17712612	8	nm3897606	producer	producer	\N
tt17712612	9	nm2014401	producer	producer	\N
tt17712640	10	nm1083579	composer	\N	\N
tt17712640	1	nm2204487	actress	\N	["Minami Asaoka (2010)"]
tt17712640	2	nm3882189	actress	\N	["Rinko Kogyoku (2010)"]
