tconst	ordering	nconst	category	job	characters
tt18370012	10	nm0620333	actor	\N	["Isami Nishimura"]
tt18370012	1	nm0319980	actor	\N	["Shôhei Harada"]
tt18370012	2	nm2202862	actor	\N	["Kôtarô Matsudaira"]
tt18370012	3	nm0383022	actress	\N	["Minami Asakura"]
tt18370012	4	nm0395975	actor	\N	["Ishigaki"]
tt18370012	5	nm0409287	actor	\N	["Akio Nitta"]
tt18370012	6	nm0457561	actor	\N	["Coach Nishio"]
tt18370012	7	nm0464669	actress	\N	["Tatsuya's mother"]
tt18370012	8	nm0557951	actor	\N	["Minami's father"]
tt18370012	9	nm0594094	actor	\N	["Tatsuya Uesugi"]
tt18370070	10	nm1628620	cinematographer	\N	\N
tt18370070	1	nm1374363	actor	\N	["Gökhan Toparlak"]
tt18370070	2	nm2086127	actress	\N	["Gülsise"]
tt18370070	3	nm1703148	actress	\N	["Ezgi"]
tt18370070	4	nm1300254	actress	\N	["Abiye Kuzu"]
tt18370070	5	nm1000987	director	\N	\N
tt18370070	6	nm3440858	producer	producer	\N
tt18370070	7	nm1761274	producer	producer	\N
tt18370070	8	nm8056894	producer	producer	\N
tt18370070	9	nm7301463	composer	\N	\N
tt18370278	10	nm1628620	cinematographer	\N	\N
tt18370278	1	nm1374363	actor	\N	["Gökhan Toparlak"]
tt18370278	2	nm2086127	actress	\N	["Gülsise"]
tt18370278	3	nm1703148	actress	\N	["Ezgi"]
tt18370278	4	nm1300254	actress	\N	["Abiye Kuzu"]
tt18370278	5	nm1000987	director	\N	\N
tt18370278	6	nm3440858	producer	producer	\N
tt18370278	7	nm1761274	producer	producer	\N
tt18370278	8	nm8056894	producer	producer	\N
tt18370278	9	nm7301463	composer	\N	\N
tt18370470	10	nm1628620	cinematographer	\N	\N
tt18370470	1	nm1374363	actor	\N	["Gökhan Toparlak"]
tt18370470	2	nm2086127	actress	\N	["Gülsise"]
tt18370470	3	nm1703148	actress	\N	["Ezgi"]
tt18370470	4	nm1300254	actress	\N	["Abiye Kuzu"]
tt18370470	5	nm1000987	director	\N	\N
tt18370470	6	nm3440858	producer	producer	\N
tt18370470	7	nm1761274	producer	producer	\N
tt18370470	8	nm8056894	producer	producer	\N
tt18370470	9	nm7301463	composer	\N	\N
tt18370622	10	nm1628620	cinematographer	\N	\N
tt18370622	1	nm1374363	actor	\N	["Gökhan Toparlak"]
tt18370622	2	nm2086127	actress	\N	["Gülsise"]
