tconst	ordering	nconst	category	job	characters
tt17830022	1	nm9006923	self	\N	["Self - Judge"]
tt17830022	2	nm9006924	self	\N	["Self - Judge"]
tt17830022	3	nm13272283	self	\N	["Self - Judge"]
tt17830022	4	nm13274532	self	\N	["Self - Contestant"]
tt17830022	5	nm12727853	self	\N	["Self - Contestant"]
tt17830022	6	nm12727854	self	\N	["Self - Contestant"]
tt17830582	1	nm9006923	self	\N	["Self - Judge"]
tt17830582	2	nm9006924	self	\N	["Self - Judge"]
tt17830582	3	nm13272283	self	\N	["Self - Judge"]
tt17830582	4	nm13274532	self	\N	["Self - Contestant"]
tt17830582	5	nm12727853	self	\N	["Self - Contestant"]
tt17830582	6	nm12727854	self	\N	["Self - Contestant"]
tt17830840	1	nm8981178	actor	\N	["Quinn"]
tt17830840	2	nm2669501	actor	\N	["Olivier"]
tt17830840	3	nm6743631	actor	\N	["Louis"]
tt17830840	4	nm1328686	actor	\N	["Steve"]
tt17830840	5	nm6743632	director	\N	\N
tt17830840	6	nm11168627	writer	\N	\N
tt17831172	1	nm9006923	self	\N	["Self - Judge"]
tt17831172	2	nm9006924	self	\N	["Self - Judge"]
tt17831172	3	nm13272283	self	\N	["Self - Judge"]
tt17831172	4	nm13274532	self	\N	["Self - Contestant"]
tt17831172	5	nm12727853	self	\N	["Self - Contestant"]
tt17831172	6	nm12727854	self	\N	["Self - Contestant"]
tt17831272	1	nm9006923	self	\N	["Self - Judge"]
tt17831272	2	nm9006924	self	\N	["Self - Judge"]
tt17831272	3	nm13272283	self	\N	["Self - Judge"]
tt17831272	4	nm13274532	self	\N	["Self - Contestant"]
tt17831272	5	nm12727853	self	\N	["Self - Contestant"]
tt17831272	6	nm12727854	self	\N	["Self - Contestant"]
tt17831302	1	nm9006923	self	\N	["Self - Judge"]
tt17831302	2	nm9006924	self	\N	["Self - Judge"]
tt17831302	3	nm13272283	self	\N	["Self - Judge"]
tt17831302	4	nm13274532	self	\N	["Self - Contestant"]
tt17831302	5	nm12727853	self	\N	["Self - Contestant"]
tt17831302	6	nm12727854	self	\N	["Self - Contestant"]
tt17831350	1	nm9006923	self	\N	["Self - Judge"]
tt17831350	2	nm9006924	self	\N	["Self - Judge"]
tt17831350	3	nm13272283	self	\N	["Self - Judge"]
tt17831350	4	nm13274532	self	\N	["Self - Contestant"]
tt17831350	5	nm12727853	self	\N	["Self - Contestant"]
tt17831350	6	nm12727854	self	\N	["Self - Contestant"]
tt17831994	1	nm9006923	self	\N	["Self - Judge"]
tt17831994	2	nm9006924	self	\N	["Self - Judge"]
tt17831994	3	nm13272283	self	\N	["Self - Judge"]
tt17831994	4	nm13274532	self	\N	["Self - Contestant"]
tt17831994	5	nm12727853	self	\N	["Self - Contestant"]
tt17831994	6	nm12727854	self	\N	["Self - Contestant"]
tt17832110	1	nm13369371	self	\N	["Self"]
tt17832244	1	nm9006923	self	\N	["Self - Judge"]
tt17832244	2	nm9006924	self	\N	["Self - Judge"]
tt17832244	3	nm13272283	self	\N	["Self - Judge"]
tt17832244	4	nm13274532	self	\N	["Self - Contestant"]
tt17832244	5	nm12727853	self	\N	["Self - Contestant"]
tt17832244	6	nm12727854	self	\N	["Self - Contestant"]
tt17832360	1	nm13369372	actress	\N	["Meera"]
tt17832360	2	nm13343054	actor	\N	["Hero"]
tt17832360	3	nm13348318	cinematographer	\N	\N
tt17832590	1	nm9006923	self	\N	["Self - Judge"]
tt17832590	2	nm9006924	self	\N	["Self - Judge"]
tt17832590	3	nm13272283	self	\N	["Self - Judge"]
tt17832590	4	nm13274532	self	\N	["Self - Contestant"]
tt17832590	5	nm12727853	self	\N	["Self - Contestant"]
tt17832590	6	nm12727854	self	\N	["Self - Contestant"]
tt17832860	1	nm9006923	self	\N	["Self - Judge"]
tt17832860	2	nm9006924	self	\N	["Self - Judge"]
tt17832860	3	nm13272283	self	\N	["Self - Judge"]
tt17832860	4	nm13274532	self	\N	["Self - Contestant"]
tt17832860	5	nm12727853	self	\N	["Self - Contestant"]
tt17832860	6	nm12727854	self	\N	["Self - Contestant"]
tt17832886	10	nm13369375	actress	\N	["Susanne Langelaan"]
tt17832886	1	nm13369381	actor	\N	["Milan ter Borgh"]
tt17832886	2	nm13369380	actress	\N	["Nicole ter Borgh"]
tt17832886	3	nm13369379	actress	\N	["Lysanne te Brinke"]
tt17832886	4	nm13369382	actress	\N	["Monique de Veth"]
tt17832886	5	nm11402925	director	general director	\N
tt17832886	6	nm13369383	writer	writer	\N
tt17832886	7	nm10665205	cinematographer	\N	\N
tt17832886	8	nm13369384	editor	\N	\N
tt17832886	9	nm13369374	actress	\N	["Aylin Fakili"]
tt17832912	1	nm11356962	self	\N	["Self"]
tt17832912	2	nm13369387	self	\N	["Self"]
tt17832912	3	nm13010038	self	\N	["Self"]
tt17832912	4	nm9627578	self	\N	["Self"]
tt17832912	5	nm13369385	self	\N	["Self"]
tt17832912	6	nm3843942	self	\N	["Self"]
tt17832912	7	nm13010037	self	\N	["Self"]
tt17832912	8	nm11237222	self	\N	["Self"]
tt17832912	9	nm4901834	self	\N	["Self"]
tt17833034	1	nm9006923	self	\N	["Self - Judge"]
tt17833034	2	nm9006924	self	\N	["Self - Judge"]
tt17833034	3	nm13272283	self	\N	["Self - Judge"]
tt17833034	4	nm13274532	self	\N	["Self - Contestant"]
tt17833034	5	nm12727853	self	\N	["Self - Contestant"]
tt17833034	6	nm12727854	self	\N	["Self - Contestant"]
tt17833164	1	nm9309018	actor	\N	["All Male Characters","Bunny","Honey"]
tt17833164	2	nm11699257	actress	\N	["Mis Katkar"]
tt17833164	3	nm11975533	actress	\N	["Kitty"]
tt17833458	1	nm9006923	self	\N	["Self - Judge"]
tt17833458	2	nm9006924	self	\N	["Self - Judge"]
tt17833458	3	nm13272283	self	\N	["Self - Judge"]
tt17833458	4	nm13274532	self	\N	["Self - Contestant"]
tt17833458	5	nm12727853	self	\N	["Self - Contestant"]
tt17833458	6	nm12727854	self	\N	["Self - Contestant"]
tt17833532	1	nm9006923	self	\N	["Self - Judge"]
tt17833532	2	nm9006924	self	\N	["Self - Judge"]
tt17833532	3	nm13272283	self	\N	["Self - Judge"]
tt17833532	4	nm13274532	self	\N	["Self - Contestant"]
tt17833532	5	nm12727853	self	\N	["Self - Contestant"]
tt17833532	6	nm12727854	self	\N	["Self - Contestant"]
tt17833642	1	nm9006923	self	\N	["Self - Judge"]
tt17833642	2	nm9006924	self	\N	["Self - Judge"]
tt17833642	3	nm13272283	self	\N	["Self - Judge"]
tt17833642	4	nm13274532	self	\N	["Self - Contestant"]
tt17833642	5	nm12727853	self	\N	["Self - Contestant"]
tt17833642	6	nm12727854	self	\N	["Self - Contestant"]
tt17833932	1	nm9882136	actor	\N	["Karan Sharma"]
tt17833932	2	nm6574464	actor	\N	["Sub Inspector Samar Pratap"]
tt17833932	3	nm6664620	director	\N	\N
tt17834218	1	nm9006923	self	\N	["Self - Judge"]
tt17834218	2	nm9006924	self	\N	["Self - Judge"]
tt17834218	3	nm13272283	self	\N	["Self - Judge"]
tt17834218	4	nm13274532	self	\N	["Self - Contestant"]
tt17834218	5	nm12727853	self	\N	["Self - Contestant"]
tt17834218	6	nm12727854	self	\N	["Self - Contestant"]
tt17834452	1	nm9006923	self	\N	["Self - Judge"]
tt17834452	2	nm9006924	self	\N	["Self - Judge"]
tt17834452	3	nm13272283	self	\N	["Self - Judge"]
tt17834452	4	nm13274532	self	\N	["Self - Contestant"]
tt17834452	5	nm12727853	self	\N	["Self - Contestant"]
tt17834452	6	nm12727854	self	\N	["Self - Contestant"]
tt17834492	10	nm9097267	self	\N	["Self - Panelist"]
tt17834492	1	nm1364657	self	\N	["Self - Host"]
tt17834492	2	nm9094255	self	\N	["Self - Co-Host"]
tt17834492	3	nm1362919	self	\N	["Self - Panelist"]
tt17834492	4	nm9783562	self	\N	["Self - Panelist"]
tt17834492	5	nm1452641	director	\N	\N
tt17834492	6	nm12883690	self	\N	["Self - Panelist"]
tt17834492	7	nm1363226	self	\N	["Self - Panelist"]
tt17834492	8	nm10376954	self	\N	["Self - Panelist"]
tt17834492	9	nm7857110	self	\N	["Self - Panelist"]
tt17834588	1	nm9006923	self	\N	["Self - Judge"]
tt17834588	2	nm9006924	self	\N	["Self - Judge"]
tt17834588	3	nm13272283	self	\N	["Self - Judge"]
tt17834588	4	nm13274532	self	\N	["Self - Contestant"]
tt17834588	5	nm12727853	self	\N	["Self - Contestant"]
tt17834588	6	nm12727854	self	\N	["Self - Contestant"]
tt17834672	1	nm9006923	self	\N	["Self - Judge"]
tt17834672	2	nm9006924	self	\N	["Self - Judge"]
tt17834672	3	nm13272283	self	\N	["Self - Judge"]
tt17834672	4	nm13274532	self	\N	["Self - Contestant"]
tt17834672	5	nm12727853	self	\N	["Self - Contestant"]
tt17834672	6	nm12727854	self	\N	["Self - Contestant"]
tt17834966	1	nm9006923	self	\N	["Self - Judge"]
tt17834966	2	nm9006924	self	\N	["Self - Judge"]
tt17834966	3	nm13272283	self	\N	["Self - Judge"]
tt17834966	4	nm13274532	self	\N	["Self - Contestant"]
tt17834966	5	nm12727853	self	\N	["Self - Contestant"]
tt17834966	6	nm12727854	self	\N	["Self - Contestant"]
tt17835204	1	nm9006923	self	\N	["Self - Judge"]
tt17835204	2	nm9006924	self	\N	["Self - Judge"]
tt17835204	3	nm13272283	self	\N	["Self - Judge"]
tt17835204	4	nm13274532	self	\N	["Self - Contestant"]
tt17835204	5	nm12727853	self	\N	["Self - Contestant"]
