tconst	ordering	nconst	category	job	characters
tt11850000	10	nm1728233	actress	\N	["Safiye"]
tt11850000	1	nm2507102	actor	\N	["Arif"]
tt11850000	2	nm3635732	actress	\N	["Zeyno"]
tt11850000	3	nm0016089	actor	\N	["Nuri Baba"]
tt11850000	4	nm2383142	actor	\N	["Okan"]
tt11850000	5	nm1238851	director	\N	\N
tt11850000	6	nm0259897	writer	\N	\N
tt11850000	7	nm0408389	producer	producer	\N
tt11850000	8	nm1855673	actress	\N	["Gülbin"]
tt11850000	9	nm1962540	actress	\N	["Fato"]
tt11850002	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850002	2	nm8042383	actor	\N	["Arjunan"]
tt11850002	3	nm7340687	director	\N	\N
tt11850002	4	nm8042385	writer	\N	\N
tt11850002	5	nm8042387	cinematographer	\N	\N
tt11850002	6	nm8042386	cinematographer	\N	\N
tt11850002	7	nm8042388	editor	\N	\N
tt11850004	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850004	2	nm8042383	actor	\N	["Arjunan"]
tt11850004	3	nm7340687	director	\N	\N
tt11850004	4	nm8042385	writer	\N	\N
tt11850004	5	nm8042387	cinematographer	\N	\N
tt11850004	6	nm8042386	cinematographer	\N	\N
tt11850004	7	nm8042388	editor	\N	\N
tt11850006	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850006	2	nm8042383	actor	\N	["Arjunan"]
tt11850006	3	nm7340687	director	\N	\N
tt11850006	4	nm8042385	writer	\N	\N
tt11850006	5	nm8042387	cinematographer	\N	\N
tt11850006	6	nm8042386	cinematographer	\N	\N
tt11850006	7	nm8042388	editor	\N	\N
tt11850008	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850008	2	nm8042383	actor	\N	["Arjunan"]
tt11850008	3	nm7340687	director	\N	\N
tt11850008	4	nm8042385	writer	\N	\N
tt11850008	5	nm8042387	cinematographer	\N	\N
tt11850008	6	nm8042386	cinematographer	\N	\N
tt11850008	7	nm8042388	editor	\N	\N
tt11850010	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850010	2	nm8042383	actor	\N	["Arjunan"]
tt11850010	3	nm7340687	director	\N	\N
tt11850010	4	nm8042385	writer	\N	\N
tt11850010	5	nm8042387	cinematographer	\N	\N
tt11850010	6	nm8042386	cinematographer	\N	\N
tt11850010	7	nm8042388	editor	\N	\N
tt11850012	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850012	2	nm8042383	actor	\N	["Arjunan"]
tt11850012	3	nm7340687	director	\N	\N
tt11850012	4	nm8042385	writer	\N	\N
tt11850012	5	nm8042387	cinematographer	\N	\N
tt11850012	6	nm8042386	cinematographer	\N	\N
tt11850012	7	nm8042388	editor	\N	\N
tt11850014	10	nm0059941	actor	\N	["Osman"]
tt11850014	1	nm2507102	actor	\N	["Arif"]
tt11850014	2	nm3635732	actress	\N	["Zeyno"]
tt11850014	3	nm0016089	actor	\N	["Nuri Baba"]
tt11850014	4	nm1855673	actress	\N	["Gülbin"]
tt11850014	5	nm1238851	director	\N	\N
tt11850014	6	nm0259897	writer	\N	\N
tt11850014	7	nm0408389	producer	producer	\N
tt11850014	8	nm1962540	actress	\N	["Fato"]
tt11850014	9	nm1728233	actress	\N	["Safiye"]
tt11850016	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850016	2	nm8042383	actor	\N	["Arjunan"]
tt11850016	3	nm7340687	director	\N	\N
tt11850016	4	nm8042385	writer	\N	\N
tt11850016	5	nm8042387	cinematographer	\N	\N
tt11850016	6	nm8042386	cinematographer	\N	\N
tt11850016	7	nm8042388	editor	\N	\N
tt11850018	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850018	2	nm8042383	actor	\N	["Arjunan"]
tt11850018	3	nm7340687	director	\N	\N
tt11850018	4	nm8042385	writer	\N	\N
tt11850018	5	nm8042387	cinematographer	\N	\N
tt11850018	6	nm8042386	cinematographer	\N	\N
tt11850018	7	nm8042388	editor	\N	\N
tt11850020	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850020	2	nm8042383	actor	\N	["Arjunan"]
tt11850020	3	nm7340687	director	\N	\N
tt11850020	4	nm8042385	writer	\N	\N
tt11850020	5	nm8042387	cinematographer	\N	\N
tt11850020	6	nm8042386	cinematographer	\N	\N
tt11850020	7	nm8042388	editor	\N	\N
tt11850022	10	nm1901323	editor	\N	\N
tt11850022	1	nm8270279	actor	\N	\N
tt11850022	2	nm8270281	actor	\N	\N
tt11850022	3	nm8270280	actor	\N	\N
tt11850022	4	nm5161524	director	\N	\N
tt11850022	5	nm6621521	producer	producer	\N
tt11850022	6	nm1040487	composer	\N	\N
tt11850022	7	nm2334186	editor	\N	\N
tt11850022	8	nm5974558	editor	\N	\N
tt11850022	9	nm8268104	editor	\N	\N
tt11850024	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850024	2	nm8042383	actor	\N	["Arjunan"]
tt11850024	3	nm7340687	director	\N	\N
tt11850024	4	nm8042385	writer	\N	\N
tt11850024	5	nm8042387	cinematographer	\N	\N
tt11850024	6	nm8042386	cinematographer	\N	\N
tt11850024	7	nm8042388	editor	\N	\N
tt11850026	10	nm0059941	actor	\N	["Osman"]
tt11850026	1	nm2507102	actor	\N	["Arif"]
tt11850026	2	nm3635732	actress	\N	["Zeyno"]
tt11850026	3	nm0016089	actor	\N	["Nuri Baba"]
tt11850026	4	nm1855673	actress	\N	["Gülbin"]
tt11850026	5	nm1238851	director	\N	\N
tt11850026	6	nm0259897	writer	\N	\N
tt11850026	7	nm0408389	producer	producer	\N
tt11850026	8	nm1962540	actress	\N	["Fato"]
tt11850026	9	nm1728233	actress	\N	["Safiye"]
tt11850028	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850028	2	nm8042383	actor	\N	["Arjunan"]
tt11850028	3	nm7340687	director	\N	\N
tt11850028	4	nm8042385	writer	\N	\N
tt11850028	5	nm8042387	cinematographer	\N	\N
tt11850028	6	nm8042386	cinematographer	\N	\N
tt11850028	7	nm8042388	editor	\N	\N
tt11850030	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850030	2	nm8042383	actor	\N	["Arjunan"]
tt11850030	3	nm7340687	director	\N	\N
tt11850030	4	nm8042385	writer	\N	\N
tt11850030	5	nm8042387	cinematographer	\N	\N
tt11850030	6	nm8042386	cinematographer	\N	\N
tt11850030	7	nm8042388	editor	\N	\N
tt11850032	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850032	2	nm8042383	actor	\N	["Arjunan"]
tt11850032	3	nm7340687	director	\N	\N
tt11850032	4	nm8042385	writer	\N	\N
tt11850032	5	nm8042387	cinematographer	\N	\N
tt11850032	6	nm8042386	cinematographer	\N	\N
tt11850032	7	nm8042388	editor	\N	\N
tt11850034	1	nm0433884	actress	\N	["Mayavathi Amma"]
tt11850034	2	nm8042383	actor	\N	["Arjunan"]
tt11850034	3	nm7340687	director	\N	\N
tt11850034	4	nm8042385	writer	\N	\N
tt11850034	5	nm8042387	cinematographer	\N	\N
tt11850034	6	nm8042386	cinematographer	\N	\N
tt11850034	7	nm8042388	editor	\N	\N
tt11850036	10	nm0059941	actor	\N	["Osman"]
