tconst	ordering	nconst	category	job	characters
tt13770000	1	nm1227121	self	\N	["Self - Host"]
tt13770002	1	nm1227121	self	\N	["Self - Host"]
tt13770004	1	nm1227121	self	\N	["Self - Host"]
tt13770006	1	nm1227121	self	\N	["Self - Host"]
tt13770008	1	nm1227121	self	\N	["Self - Host"]
tt13770010	1	nm1227121	self	\N	["Self - Host"]
tt13770014	1	nm1227121	self	\N	["Self - Host"]
tt13770016	1	nm1227121	self	\N	["Self - Host"]
tt13770018	1	nm1227121	self	\N	["Self - Host"]
tt13770020	1	nm1227121	self	\N	["Self - Host"]
tt13770022	1	nm2179663	actor	\N	["Derek"]
tt13770024	1	nm1227121	self	\N	["Self - Host"]
tt13770026	1	nm1227121	self	\N	["Self - Host"]
tt13770028	1	nm1227121	self	\N	["Self - Host"]
tt13770030	1	nm1227121	self	\N	["Self - Host"]
tt13770032	1	nm0355937	self	\N	["Self - Host"]
tt13770032	2	nm0829484	self	\N	["Self - Announcer"]
tt13770032	3	nm0581269	self	\N	["Self - Model"]
tt13770032	4	nm0322306	self	\N	["Self"]
tt13770032	5	nm0066875	director	\N	\N
tt13770032	6	nm0270841	writer	\N	\N
tt13770032	7	nm0317947	writer	\N	\N
tt13770032	8	nm0509884	writer	\N	\N
tt13770032	9	nm0368957	producer	producer	\N
tt13770034	1	nm1227121	self	\N	["Self - Host"]
tt13770036	1	nm1227121	self	\N	["Self - Host"]
tt13770038	1	nm1227121	self	\N	["Self - Host"]
tt13770040	1	nm1227121	self	\N	["Self - Host"]
tt13770044	1	nm1227121	self	\N	["Self - Host"]
tt13770046	1	nm1227121	self	\N	["Self - Host"]
tt13770048	1	nm1227121	self	\N	["Self - Host"]
tt13770050	1	nm1227121	self	\N	["Self - Host"]
tt13770052	1	nm1227121	self	\N	["Self - Host"]
tt13770054	1	nm1227121	self	\N	["Self - Host"]
tt13770056	1	nm1227121	self	\N	["Self - Host"]
tt13770058	1	nm1227121	self	\N	["Self - Host"]
tt13770060	10	nm1761166	writer	story	\N
tt13770060	1	nm7495853	actress	\N	["Eda Yildiz"]
tt13770060	2	nm2792064	actor	\N	["Serkan Bolat"]
tt13770060	3	nm6452822	actress	\N	["Ayfer Yildiz"]
tt13770060	4	nm4341535	actor	\N	["Engin Sezgin"]
tt13770060	5	nm3394923	director	\N	\N
tt13770060	6	nm2921377	writer	script	\N
tt13770060	7	nm1760934	writer	script	\N
tt13770060	8	nm1760959	writer	script	\N
tt13770060	9	nm4414682	writer	script	\N
tt13770062	1	nm1227121	self	\N	["Self - Host"]
tt13770064	1	nm0040857	actor	\N	\N
tt13770064	2	nm0884691	actor	\N	\N
tt13770064	3	nm1552322	actress	\N	\N
tt13770064	4	nm1261215	actor	\N	\N
tt13770064	5	nm2334047	director	\N	\N
tt13770064	6	nm2333245	composer	\N	\N
tt13770064	7	nm0693847	cinematographer	\N	\N
tt13770064	8	nm0368359	editor	\N	\N
tt13770064	9	nm1039910	production_designer	\N	\N
tt13770066	1	nm1227121	self	\N	["Self - Host"]
tt13770068	1	nm1227121	self	\N	["Self - Host"]
tt13770070	1	nm1227121	self	\N	["Self - Host"]
tt13770072	1	nm1227121	self	\N	["Self - Host"]
tt13770074	1	nm1227121	self	\N	["Self - Host"]
tt13770076	1	nm1227121	self	\N	["Self - Host"]
tt13770080	1	nm7332504	actor	\N	["Narrator"]
tt13770082	1	nm1591784	self	\N	["Self","Narrator"]
tt13770082	2	nm0329374	writer	created by	\N
tt13770084	1	nm1591784	self	\N	["Self","Narrator"]
tt13770084	2	nm0329374	writer	created by	\N
tt13770086	1	nm1591784	self	\N	["Self","Narrator"]
tt13770086	2	nm0329374	writer	created by	\N
tt13770088	1	nm1591784	self	\N	["Self","Narrator"]
tt13770088	2	nm0329374	writer	created by	\N
tt13770090	1	nm1591784	self	\N	["Self","Narrator"]
tt13770090	2	nm0329374	writer	created by	\N
tt13770092	1	nm1591784	self	\N	["Self","Narrator"]
tt13770092	2	nm0329374	writer	created by	\N
tt13770094	1	nm1591784	self	\N	["Self","Narrator"]
tt13770094	2	nm0329374	writer	created by	\N
tt13770096	1	nm10278858	director	\N	\N
tt13770096	2	nm12200935	producer	producer	\N
tt13770098	1	nm10258610	director	\N	\N
tt13770098	2	nm12200936	composer	\N	\N
tt13770098	3	nm10258611	editor	\N	\N
tt13770102	1	nm2185598	actor	\N	["Borja Pérez"]
tt13770102	2	nm12198996	actress	\N	["La del World Rally"]
tt13770102	3	nm1645405	actor	\N	\N
tt13770102	4	nm12199040	actor	\N	["Fantasma de las Navidades pasadas"]
tt13770102	5	nm2138638	director	\N	\N
tt13770102	6	nm12200937	actor	\N	["Borja niño"]
tt13770102	7	nm2185660	actress	\N	["Fantasma de las Navidades presentes"]
tt13770102	8	nm12199011	actress	\N	["Fantasma de las Navidades futuras"]
tt13770102	9	nm12200609	actor	\N	["Típico listo"]
tt13770104	1	nm1591784	self	\N	["Self","Narrator"]
tt13770104	2	nm0329374	writer	created by	\N
tt13770106	1	nm1591784	self	\N	["Self","Narrator"]
tt13770106	2	nm0329374	writer	created by	\N
tt13770108	1	nm1591784	self	\N	["Self","Narrator"]
tt13770108	2	nm0329374	writer	created by	\N
tt13770110	1	nm11326380	actor	\N	\N
tt13770110	2	nm2051050	director	\N	\N
tt13770112	1	nm1591784	self	\N	["Self","Narrator"]
tt13770112	2	nm0329374	writer	created by	\N
tt13770114	1	nm1591784	self	\N	["Self","Narrator"]
tt13770114	2	nm0329374	writer	created by	\N
tt13770116	1	nm1591784	self	\N	["Self","Narrator"]
tt13770116	2	nm0329374	writer	created by	\N
tt13770118	1	nm1591784	self	\N	["Self","Narrator"]
tt13770118	2	nm0329374	writer	created by	\N
tt13770120	1	nm1591784	self	\N	["Self","Narrator"]
tt13770120	2	nm0329374	writer	created by	\N
tt13770122	1	nm1591784	self	\N	["Self","Narrator"]
tt13770122	2	nm0329374	writer	created by	\N
tt13770124	1	nm1591784	self	\N	["Self","Narrator"]
tt13770124	2	nm0329374	writer	created by	\N
tt13770126	1	nm1591784	self	\N	["Self","Narrator"]
tt13770126	2	nm0329374	writer	created by	\N
tt13770128	1	nm1591784	self	\N	["Self","Narrator"]
tt13770128	2	nm0329374	writer	created by	\N
tt13770130	1	nm1591784	self	\N	["Self","Narrator"]
tt13770130	2	nm0329374	writer	created by	\N
tt13770132	1	nm1591784	self	\N	["Self","Narrator"]
tt13770132	2	nm0329374	writer	created by	\N
tt13770134	1	nm1591784	self	\N	["Self","Narrator"]
tt13770134	2	nm0329374	writer	created by	\N
tt13770136	1	nm1591784	self	\N	["Self","Narrator"]
tt13770136	2	nm0329374	writer	created by	\N
tt13770138	1	nm1591784	self	\N	["Self","Narrator"]
tt13770138	2	nm0329374	writer	created by	\N
tt13770140	1	nm1591784	self	\N	["Self","Narrator"]
tt13770140	2	nm0329374	writer	created by	\N
tt13770142	1	nm1591784	self	\N	["Self","Narrator"]
tt13770142	2	nm0329374	writer	created by	\N
tt13770144	1	nm1591784	self	\N	["Self","Narrator"]
tt13770144	2	nm0329374	writer	created by	\N
tt13770148	1	nm11326380	actor	\N	\N
tt13770148	2	nm2051050	director	\N	\N
tt13770150	10	nm12200938	self	\N	["Self"]
tt13770150	1	nm0283222	actor	\N	["Madame"]
tt13770150	2	nm0866214	actress	\N	["Bernadette Van Gelder"]
tt13770150	3	nm0371372	actor	\N	["Walter Pinkerton"]
