tconst	ordering	nconst	category	job	characters
tt11750000	10	nm4321950	writer	writer	\N
tt11750000	1	nm4003483	actress	\N	["Marcela Durán"]
tt11750000	2	nm4772800	actor	\N	["Omar Cifuentes"]
tt11750000	3	nm0709204	actress	\N	["Inés Durán"]
tt11750000	4	nm0959926	actor	\N	["Horacio Cifuentes"]
tt11750000	5	nm0134018	director	\N	\N
tt11750000	6	nm0626446	director	\N	\N
tt11750000	7	nm5487635	writer	writer	\N
tt11750000	8	nm11299835	writer	additional material	\N
tt11750000	9	nm1298864	writer	executive story editor	\N
tt11750002	1	nm11327173	director	\N	\N
tt11750002	2	nm8888809	producer	producer	\N
tt11750002	3	nm11330241	producer	producer	\N
tt11750004	1	nm3246157	actress	\N	["Vera"]
tt11750004	2	nm0236618	actor	\N	["Oleg"]
tt11750004	3	nm0875387	actor	\N	["Photographer Tsikuridi"]
tt11750004	4	nm8867601	director	\N	\N
tt11750004	5	nm0315360	producer	producer	\N
tt11750004	6	nm11337301	composer	\N	\N
tt11750004	7	nm6226487	cinematographer	\N	\N
tt11750008	10	nm4321950	writer	writer	\N
tt11750008	1	nm4003483	actress	\N	["Marcela Durán"]
tt11750008	2	nm4772800	actor	\N	["Omar Cifuentes"]
tt11750008	3	nm0709204	actress	\N	["Inés Durán"]
tt11750008	4	nm0959926	actor	\N	["Horacio Cifuentes"]
tt11750008	5	nm0134018	director	\N	\N
tt11750008	6	nm0626446	director	\N	\N
tt11750008	7	nm5487635	writer	writer	\N
tt11750008	8	nm11299835	writer	additional material	\N
tt11750008	9	nm1298864	writer	executive story editor	\N
tt11750010	1	nm11335850	self	\N	["Self"]
tt11750012	10	nm4321950	writer	writer	\N
tt11750012	1	nm4003483	actress	\N	["Marcela Durán"]
tt11750012	2	nm4772800	actor	\N	["Omar Cifuentes"]
tt11750012	3	nm0709204	actress	\N	["Inés Durán"]
tt11750012	4	nm0959926	actor	\N	["Horacio Cifuentes"]
tt11750012	5	nm0134018	director	\N	\N
tt11750012	6	nm0626446	director	\N	\N
tt11750012	7	nm5487635	writer	writer	\N
tt11750012	8	nm11299835	writer	additional material	\N
tt11750012	9	nm1298864	writer	executive story editor	\N
tt11750014	10	nm4321950	writer	writer	\N
tt11750014	1	nm4003483	actress	\N	["Marcela Durán"]
tt11750014	2	nm4772800	actor	\N	["Omar Cifuentes"]
tt11750014	3	nm0709204	actress	\N	["Inés Durán"]
tt11750014	4	nm0959926	actor	\N	["Horacio Cifuentes"]
tt11750014	5	nm0134018	director	\N	\N
tt11750014	6	nm0626446	director	\N	\N
tt11750014	7	nm5487635	writer	writer	\N
tt11750014	8	nm11299835	writer	additional material	\N
tt11750014	9	nm1298864	writer	executive story editor	\N
tt11750016	10	nm6435539	writer	writer	\N
tt11750016	1	nm2449973	actress	\N	["Capitán Amalia Ortega"]
tt11750016	2	nm0846159	actor	\N	["Coronel Gabriel Pedraza"]
tt11750016	3	nm0850123	actor	\N	["Mayor Ernesto Vargas"]
tt11750016	4	nm1318666	actor	\N	["Jorge Camacho"]
tt11750016	5	nm1170186	director	\N	\N
tt11750016	6	nm1190313	director	\N	\N
tt11750016	7	nm3854138	writer	co-writer	\N
tt11750016	8	nm5775585	writer	writer	\N
tt11750016	9	nm4970179	writer	original story	\N
tt11750018	1	nm0221717	actor	\N	["Marc"]
tt11750018	2	nm3081604	actress	\N	["Laure"]
tt11750018	3	nm6002864	actor	\N	["Narrateur"]
tt11750018	4	nm0431203	actor	\N	["Baptiste"]
tt11750018	5	nm6060983	director	\N	\N
tt11750018	6	nm11335851	writer	scenario	\N
tt11750018	7	nm1067130	writer	idea	\N
tt11750018	8	nm2809551	writer	head writer	\N
tt11750018	9	nm8697659	actress	\N	["Clara"]
tt11750020	1	nm2172145	self	\N	["Self"]
tt11750020	2	nm3904373	self	\N	["Self"]
tt11750020	3	nm1015289	self	\N	["Self"]
tt11750020	4	nm1413351	self	\N	["Self"]
