tconst	ordering	nconst	category	job	characters
tt10770000	1	nm10117174	actress	\N	["Amrutha"]
tt10770002	1	nm10117174	actress	\N	["Amrutha"]
tt10770004	1	nm10117174	actress	\N	["Amrutha"]
tt10770006	1	nm10117174	actress	\N	["Amrutha"]
tt10770008	1	nm10117174	actress	\N	["Amrutha"]
tt10770010	1	nm10117174	actress	\N	["Amrutha"]
tt10770012	10	nm0099134	actor	\N	["Pierre Turenne"]
tt10770012	1	nm0006939	actor	\N	["Damien Turenne"]
tt10770012	2	nm0075710	actor	\N	["Professeur Pascal Bernel"]
tt10770012	3	nm2404839	actress	\N	["Solène - avocate partie civile"]
tt10770012	4	nm0517974	actress	\N	["Claire Turenne"]
tt10770012	5	nm0845353	director	\N	\N
tt10770012	6	nm0349923	writer	scenario & dialogue	\N
tt10770012	7	nm0349930	writer	scenario & dialogue	\N
tt10770012	8	nm0008896	composer	\N	\N
tt10770012	9	nm2736104	editor	\N	\N
tt10770014	1	nm10117174	actress	\N	["Amrutha"]
tt10770016	1	nm10117174	actress	\N	["Amrutha"]
tt10770018	1	nm10117174	actress	\N	["Amrutha"]
tt10770020	1	nm10117174	actress	\N	["Amrutha"]
tt10770022	1	nm10117174	actress	\N	["Amrutha"]
tt10770024	1	nm10117174	actress	\N	["Amrutha"]
tt10770026	1	nm10117174	actress	\N	["Amrutha"]
tt10770028	10	nm10894106	archive_footage	\N	["Self - Tameside Council"]
tt10770028	1	nm1088560	self	\N	["Self - Presenter"]
tt10770028	2	nm10894899	archive_footage	\N	["Self - Resident"]
tt10770028	3	nm10894900	archive_footage	\N	["Self - Business Owner"]
tt10770028	4	nm10894901	archive_footage	\N	["Self - Resident"]
tt10770028	5	nm8195240	archive_footage	\N	["Self - Environment Minister"]
tt10770028	6	nm10897213	archive_footage	\N	["Self"]
tt10770028	7	nm10897214	archive_footage	\N	["Self"]
tt10770028	8	nm10897215	archive_footage	\N	["Self"]
tt10770028	9	nm8491858	archive_footage	\N	["Self - Correspondent"]
tt10770030	10	nm8135993	producer	producer	\N
tt10770030	1	nm1428277	actor	\N	["Vasudev"]
tt10770030	2	nm11419217	actress	\N	["Rohini"]
tt10770030	3	nm9743639	actor	\N	\N
tt10770030	4	nm6181328	actress	\N	["Mata Devaki"]
