tconst	ordering	nconst	category	job	characters
tt15450000	1	nm5045907	director	\N	\N
tt15450004	1	nm1279669	director	\N	\N
tt15450004	2	nm5726251	composer	\N	\N
tt15450004	3	nm5250826	editor	\N	\N
tt15450006	1	nm4639865	editor	\N	\N
tt15450008	1	nm7389627	actor	\N	\N
tt15450014	10	nm3441035	actor	\N	["DJ"]
tt15450014	1	nm3441120	actress	\N	["Alice"]
tt15450014	2	nm4533325	actress	\N	["Ana"]
tt15450014	3	nm4533793	actor	\N	["Cadu"]
tt15450014	4	nm3458156	actor	\N	["Rodes"]
tt15450014	5	nm4533150	director	\N	\N
tt15450014	6	nm4533158	director	co-director	\N
tt15450014	7	nm3509804	writer	\N	\N
tt15450014	8	nm12686243	producer	producer	\N
tt15450014	9	nm1190764	composer	\N	\N
tt15450016	1	nm1301449	director	\N	\N
tt15450018	10	nm3441035	actor	\N	["DJ"]
tt15450018	1	nm3441120	actress	\N	["Alice"]
tt15450018	2	nm4533325	actress	\N	["Ana"]
tt15450018	3	nm4533793	actor	\N	["Cadu"]
tt15450018	4	nm3458156	actor	\N	["Rodes"]
tt15450018	5	nm4533150	director	\N	\N
tt15450018	6	nm4533158	director	co-director	\N
tt15450018	7	nm3509804	writer	\N	\N
tt15450018	8	nm12686243	producer	producer	\N
tt15450018	9	nm1190764	composer	\N	\N
tt15450020	10	nm12948437	actor	\N	["Antique Store Owner"]
tt15450020	1	nm7889131	self	\N	["Self"]
tt15450020	2	nm6425163	actor	\N	["Detective Hurley"]
tt15450020	3	nm0339850	actor	\N	["Detective"]
tt15450020	4	nm2020618	self	\N	["Self"]
tt15450020	5	nm0130106	director	\N	\N
tt15450020	6	nm3173470	cinematographer	\N	\N
tt15450020	7	nm1060894	editor	\N	\N
tt15450020	8	nm4022129	actress	\N	["Audrey","Bailey"]
tt15450020	9	nm1034757	actor	\N	["Aubrey"]
tt15450022	10	nm3441035	actor	\N	["DJ"]
tt15450022	1	nm3441120	actress	\N	["Alice"]
tt15450022	2	nm4533325	actress	\N	["Ana"]
tt15450022	3	nm4533793	actor	\N	["Cadu"]
tt15450022	4	nm3458156	actor	\N	["Rodes"]
tt15450022	5	nm4533150	director	\N	\N
tt15450022	6	nm4533158	director	co-director	\N
tt15450022	7	nm3509804	writer	\N	\N
tt15450022	8	nm12686243	producer	producer	\N
tt15450022	9	nm1190764	composer	\N	\N
tt15450024	10	nm3441035	actor	\N	["DJ"]
tt15450024	1	nm3441120	actress	\N	["Alice"]
tt15450024	2	nm4533325	actress	\N	["Ana"]
tt15450024	3	nm4533793	actor	\N	["Cadu"]
tt15450024	4	nm3458156	actor	\N	["Rodes"]
tt15450024	5	nm4533150	director	\N	\N
tt15450024	6	nm4533158	director	co-director	\N
tt15450024	7	nm3509804	writer	\N	\N
tt15450024	8	nm12686243	producer	producer	\N
tt15450024	9	nm1190764	composer	\N	\N
tt15450026	10	nm3441035	actor	\N	["DJ"]
tt15450026	1	nm3441120	actress	\N	["Alice"]
tt15450026	2	nm4533325	actress	\N	["Ana"]
tt15450026	3	nm4533793	actor	\N	["Cadu"]
tt15450026	4	nm3458156	actor	\N	["Rodes"]
tt15450026	5	nm4533150	director	\N	\N
tt15450026	6	nm4533158	director	co-director	\N
tt15450026	7	nm3509804	writer	\N	\N
tt15450026	8	nm12686243	producer	producer	\N
tt15450026	9	nm1190764	composer	\N	\N
tt15450028	10	nm3441035	actor	\N	["DJ"]
tt15450028	1	nm3441120	actress	\N	["Alice"]
tt15450028	2	nm4533325	actress	\N	["Ana"]
tt15450028	3	nm4533793	actor	\N	["Cadu"]
tt15450028	4	nm3458156	actor	\N	["Rodes"]
tt15450028	5	nm4533150	director	\N	\N
tt15450028	6	nm4533158	director	co-director	\N
tt15450028	7	nm3509804	writer	\N	\N
tt15450028	8	nm12686243	producer	producer	\N
tt15450028	9	nm1190764	composer	\N	\N
tt15450032	10	nm3441035	actor	\N	["DJ"]
tt15450032	1	nm3441120	actress	\N	["Alice"]
tt15450032	2	nm4533325	actress	\N	["Ana"]
tt15450032	3	nm4533793	actor	\N	["Cadu"]
tt15450032	4	nm3458156	actor	\N	["Rodes"]
tt15450032	5	nm4533150	director	\N	\N
tt15450032	6	nm4533158	director	co-director	\N
tt15450032	7	nm3509804	writer	\N	\N
tt15450032	8	nm12686243	producer	producer	\N
tt15450032	9	nm1190764	composer	\N	\N
tt15450034	10	nm3441035	actor	\N	["DJ"]
tt15450034	1	nm3441120	actress	\N	["Alice"]
tt15450034	2	nm4533325	actress	\N	["Ana"]
tt15450034	3	nm4533793	actor	\N	["Cadu"]
tt15450034	4	nm3458156	actor	\N	["Rodes"]
tt15450034	5	nm4533150	director	\N	\N
tt15450034	6	nm4533158	director	co-director	\N
tt15450034	7	nm3509804	writer	\N	\N
tt15450034	8	nm12686243	producer	producer	\N
tt15450034	9	nm1190764	composer	\N	\N
tt15450036	10	nm3441035	actor	\N	["DJ"]
tt15450036	1	nm3441120	actress	\N	["Alice"]
tt15450036	2	nm4533325	actress	\N	["Ana"]
tt15450036	3	nm4533793	actor	\N	["Cadu"]
tt15450036	4	nm3458156	actor	\N	["Rodes"]
tt15450036	5	nm4533150	director	\N	\N
tt15450036	6	nm4533158	director	co-director	\N
tt15450036	7	nm3509804	writer	\N	\N
tt15450036	8	nm12686243	producer	producer	\N
tt15450036	9	nm1190764	composer	\N	\N
tt15450038	10	nm3441035	actor	\N	["DJ"]
tt15450038	1	nm3441120	actress	\N	["Alice"]
tt15450038	2	nm4533325	actress	\N	["Ana"]
tt15450038	3	nm4533793	actor	\N	["Cadu"]
tt15450038	4	nm3458156	actor	\N	["Rodes"]
tt15450038	5	nm4533150	director	\N	\N
tt15450038	6	nm4533158	director	co-director	\N
tt15450038	7	nm3509804	writer	\N	\N
tt15450038	8	nm12686243	producer	producer	\N
tt15450038	9	nm1190764	composer	\N	\N
tt15450040	10	nm3441035	actor	\N	["DJ"]
tt15450040	1	nm3441120	actress	\N	["Alice"]
tt15450040	2	nm4533325	actress	\N	["Ana"]
tt15450040	3	nm4533793	actor	\N	["Cadu"]
tt15450040	4	nm3458156	actor	\N	["Rodes"]
tt15450040	5	nm4533150	director	\N	\N
tt15450040	6	nm4533158	director	co-director	\N
tt15450040	7	nm3509804	writer	\N	\N
tt15450040	8	nm12686243	producer	producer	\N
tt15450040	9	nm1190764	composer	\N	\N
tt15450042	1	nm3886028	actress	\N	["Betty Brant"]
tt15450042	2	nm0799777	actor	\N	["J. Jonah Jameson"]
tt15450042	3	nm1727825	actor	\N	["Flash Thompson"]
tt15450042	4	nm4043618	actor	\N	["Peter Parker"]
tt15450042	5	nm8188622	actor	\N	["Ned Leeds"]
tt15450042	6	nm2868110	actor	\N	["Coach Wilson"]
tt15450044	1	nm7389627	actor	\N	\N
tt15450046	1	nm4639865	editor	\N	\N
tt15450048	10	nm3441035	actor	\N	["DJ"]
tt15450048	1	nm3441120	actress	\N	["Alice"]
tt15450048	2	nm4533325	actress	\N	["Ana"]
tt15450048	3	nm4533793	actor	\N	["Cadu"]
tt15450048	4	nm3458156	actor	\N	["Rodes"]
tt15450048	5	nm4533150	director	\N	\N
tt15450048	6	nm4533158	director	co-director	\N
tt15450048	7	nm3509804	writer	\N	\N
tt15450048	8	nm12686243	producer	producer	\N
tt15450048	9	nm1190764	composer	\N	\N
tt15450050	10	nm3441035	actor	\N	["DJ"]
tt15450050	1	nm3441120	actress	\N	["Alice"]
tt15450050	2	nm4533325	actress	\N	["Ana"]
tt15450050	3	nm4533793	actor	\N	["Cadu"]
tt15450050	4	nm3458156	actor	\N	["Rodes"]
tt15450050	5	nm4533150	director	\N	\N
tt15450050	6	nm4533158	director	co-director	\N
tt15450050	7	nm3509804	writer	\N	\N
tt15450050	8	nm12686243	producer	producer	\N
tt15450050	9	nm1190764	composer	\N	\N
tt15450052	10	nm3441035	actor	\N	["DJ"]
tt15450052	1	nm3441120	actress	\N	["Alice"]
tt15450052	2	nm4533325	actress	\N	["Ana"]
tt15450052	3	nm4533793	actor	\N	["Cadu"]
tt15450052	4	nm3458156	actor	\N	["Rodes"]
tt15450052	5	nm4533150	director	\N	\N
tt15450052	6	nm4533158	director	co-director	\N
tt15450052	7	nm3509804	writer	\N	\N
tt15450052	8	nm12686243	producer	producer	\N
tt15450052	9	nm1190764	composer	\N	\N
tt15450056	10	nm3441035	actor	\N	["DJ"]
tt15450056	1	nm3441120	actress	\N	["Alice"]
tt15450056	2	nm4533325	actress	\N	["Ana"]
tt15450056	3	nm4533793	actor	\N	["Cadu"]
tt15450056	4	nm3458156	actor	\N	["Rodes"]
tt15450056	5	nm4533150	director	\N	\N
tt15450056	6	nm4533158	director	co-director	\N
tt15450056	7	nm3509804	writer	\N	\N
tt15450056	8	nm12686243	producer	producer	\N
tt15450056	9	nm1190764	composer	\N	\N
tt15450058	1	nm12949913	actress	\N	\N
tt15450058	2	nm12949912	actor	\N	\N
tt15450058	3	nm3301737	director	\N	\N
tt15450058	4	nm12949919	writer	\N	\N
tt15450058	5	nm10982709	producer	executive producer	\N
tt15450058	6	nm9804578	cinematographer	\N	\N
tt15450058	7	nm11425523	editor	\N	\N
tt15450058	8	nm3086573	production_designer	\N	\N
tt15450062	10	nm3441035	actor	\N	["DJ"]
tt15450062	1	nm3441120	actress	\N	["Alice"]
tt15450062	2	nm4533325	actress	\N	["Ana"]
tt15450062	3	nm4533793	actor	\N	["Cadu"]
tt15450062	4	nm3458156	actor	\N	["Rodes"]
tt15450062	5	nm4533150	director	\N	\N
tt15450062	6	nm4533158	director	co-director	\N
tt15450062	7	nm3509804	writer	\N	\N
tt15450062	8	nm12686243	producer	producer	\N
tt15450062	9	nm1190764	composer	\N	\N
tt15450064	10	nm3441035	actor	\N	["DJ"]
tt15450064	1	nm3441120	actress	\N	["Alice"]
tt15450064	2	nm4533325	actress	\N	["Ana"]
tt15450064	3	nm4533793	actor	\N	["Cadu"]
tt15450064	4	nm3458156	actor	\N	["Rodes"]
tt15450064	5	nm4533150	director	\N	\N
tt15450064	6	nm4533158	director	co-director	\N
tt15450064	7	nm3509804	writer	\N	\N
tt15450064	8	nm12686243	producer	producer	\N
tt15450064	9	nm1190764	composer	\N	\N
tt15450066	10	nm3441035	actor	\N	["DJ"]
tt15450066	1	nm3441120	actress	\N	["Alice"]
tt15450066	2	nm4533325	actress	\N	["Ana"]
tt15450066	3	nm4533793	actor	\N	["Cadu"]
tt15450066	4	nm3458156	actor	\N	["Rodes"]
tt15450066	5	nm4533150	director	\N	\N
tt15450066	6	nm4533158	director	co-director	\N
tt15450066	7	nm3509804	writer	\N	\N
tt15450066	8	nm12686243	producer	producer	\N
tt15450066	9	nm1190764	composer	\N	\N
tt15450068	10	nm3441035	actor	\N	["DJ"]
tt15450068	1	nm3441120	actress	\N	["Alice"]
tt15450068	2	nm4533325	actress	\N	["Ana"]
tt15450068	3	nm4533793	actor	\N	["Cadu"]
tt15450068	4	nm3458156	actor	\N	["Rodes"]
tt15450068	5	nm4533150	director	\N	\N
tt15450068	6	nm4533158	director	co-director	\N
tt15450068	7	nm3509804	writer	\N	\N
tt15450068	8	nm12686243	producer	producer	\N
tt15450068	9	nm1190764	composer	\N	\N
tt15450070	10	nm3441035	actor	\N	["DJ"]
tt15450070	1	nm3441120	actress	\N	["Alice"]
tt15450070	2	nm4533325	actress	\N	["Ana"]
tt15450070	3	nm4533793	actor	\N	["Cadu"]
tt15450070	4	nm3458156	actor	\N	["Rodes"]
tt15450070	5	nm4533150	director	\N	\N
tt15450070	6	nm4533158	director	co-director	\N
tt15450070	7	nm3509804	writer	\N	\N
tt15450070	8	nm12686243	producer	producer	\N
tt15450070	9	nm1190764	composer	\N	\N
tt15450072	10	nm3441035	actor	\N	["DJ"]
tt15450072	1	nm3441120	actress	\N	["Alice"]
tt15450072	2	nm4533325	actress	\N	["Ana"]
tt15450072	3	nm4533793	actor	\N	["Cadu"]
tt15450072	4	nm3458156	actor	\N	["Rodes"]
tt15450072	5	nm4533150	director	\N	\N
tt15450072	6	nm4533158	director	co-director	\N
tt15450072	7	nm3509804	writer	\N	\N
tt15450072	8	nm12686243	producer	producer	\N
tt15450072	9	nm1190764	composer	\N	\N
tt15450076	1	nm2295109	actress	\N	["Renée"]
tt15450076	2	nm5306436	director	\N	\N
tt15450076	3	nm5759861	director	\N	\N
