tconst	ordering	nconst	category	job	characters
tt3580000	1	nm1520094	director	\N	\N
tt3580002	1	nm3152327	director	\N	\N
tt3580002	2	nm4801824	director	\N	\N
tt3580006	1	nm6340053	director	\N	\N
tt3580008	1	nm2207283	director	\N	\N
tt3580010	1	nm0766270	director	\N	\N
tt3580012	1	nm3566075	director	\N	\N
tt3580014	1	nm6340054	actress	\N	["The Girl in the Rainbow"]
tt3580014	2	nm5737728	actor	\N	["The Man Drowning in a Flood of Color"]
tt3580014	3	nm6340055	actress	\N	["Tachyonic Timekeeper"]
tt3580014	4	nm1727549	director	\N	\N
tt3580016	10	nm0989980	writer	head writer	\N
tt3580016	1	nm0093194	actress	\N	["Tine Hedelund"]
tt3580016	2	nm0089608	actor	\N	["Malte Neumann"]
tt3580016	3	nm0291132	actress	\N	["Merle Vanlohen"]
tt3580016	4	nm0275657	actor	\N	["Ole Wolff"]
tt3580016	5	nm0228465	director	\N	\N
tt3580016	6	nm1601654	director	\N	\N
tt3580016	7	nm0014332	writer	concept	\N
tt3580016	8	nm0634928	writer	concept	\N
tt3580016	9	nm7823466	writer	head writer	\N
tt3580018	1	nm6340056	self	\N	["Self"]
tt3580020	10	nm3933768	self	\N	["Self"]
tt3580020	1	nm6340081	self	\N	["Self"]
tt3580020	2	nm6340078	self	\N	["Self"]
tt3580020	3	nm4802948	self	\N	["Self"]
tt3580020	4	nm6340085	self	\N	["Self"]
tt3580020	5	nm6340075	writer	created by	\N
tt3580020	6	nm6340076	self	\N	["Self - Host"]
tt3580020	7	nm6340080	self	\N	["Self"]
tt3580020	8	nm6340084	self	\N	["Self"]
tt3580020	9	nm6340083	self	\N	["Self"]
tt3580022	10	nm6323932	self	\N	["Self"]
tt3580022	1	nm1144501	self	\N	["Self - Host","Commentator"]
tt3580022	2	nm3081148	self	\N	["Self"]
tt3580022	3	nm1978352	self	\N	["Self - Commentator"]
tt3580022	4	nm6073644	self	\N	["Self"]
tt3580022	5	nm2263960	self	\N	["Self - Commentator"]
tt3580022	6	nm2019782	self	\N	["Self - Commentator"]
tt3580022	7	nm2321694	self	\N	["Self"]
tt3580022	8	nm1193167	self	\N	["Self - Commentator"]
