tconst	ordering	nconst	category	job	characters
tt10670000	10	nm3654365	actor	\N	["Kirihito"]
tt10670000	1	nm5993940	actress	\N	["Chizuko"]
tt10670000	2	nm6629293	actor	\N	["Nishizato"]
tt10670000	3	nm1891168	actor	\N	["Sanada"]
tt10670000	4	nm10577536	actor	\N	["Additional Voices"]
tt10670000	5	nm9002396	actor	\N	["Hashi"]
tt10670000	6	nm2921248	actor	\N	["Suzu"]
tt10670000	7	nm4678178	actor	\N	["Additional Voices"]
tt10670000	8	nm5021400	actor	\N	["Hinomaru"]
tt10670000	9	nm8002676	actor	\N	["Kei"]
tt10670002	1	nm0215293	self	\N	["Self"]
tt10670002	2	nm0005211	self	\N	["Self"]
tt10670004	10	nm3930854	actor	\N	["Araki"]
tt10670004	1	nm5993940	actress	\N	["Chizuko"]
tt10670004	2	nm1891168	actor	\N	["Sanada"]
tt10670004	3	nm5211370	actor	\N	["Kariya"]
tt10670004	4	nm5157463	actor	\N	["Additional Voices"]
tt10670004	5	nm5021400	actor	\N	["Hinomaru"]
tt10670004	6	nm8002676	actor	\N	["Kei"]
tt10670004	7	nm3139597	actor	\N	["Bato"]
tt10670004	8	nm3435683	actor	\N	["Masaomi"]
tt10670004	9	nm3654365	actor	\N	["Kirihito"]
tt10670006	10	nm3930854	actor	\N	["Araki"]
tt10670006	1	nm5993940	actress	\N	["Chizuko"]
tt10670006	2	nm1891168	actor	\N	["Sanada"]
tt10670006	3	nm9133375	actor	\N	["Additional Voices"]
tt10670006	4	nm10577536	actor	\N	["Additional Voices"]
tt10670006	5	nm9858508	actor	\N	["Additional Voices"]
tt10670006	6	nm5021400	actor	\N	["Hinomaru"]
tt10670006	7	nm8002676	actor	\N	["Kei"]
tt10670006	8	nm3435683	actor	\N	["Masaomi"]
tt10670006	9	nm3654365	actor	\N	["Kirihito"]
tt10670008	10	nm3139597	actor	\N	["Bato"]
tt10670008	1	nm5993940	actress	\N	["Chizuko"]
tt10670008	2	nm6629293	actor	\N	["Nishizato"]
tt10670008	3	nm7336696	actress	\N	["Additional Voices"]
tt10670008	4	nm1891168	actor	\N	["Sanada"]
tt10670008	5	nm6801212	actor	\N	["Additional Voices"]
tt10670008	6	nm5157463	actor	\N	["Fuche"]
tt10670008	7	nm9002396	actor	\N	["Hashi"]
tt10670008	8	nm5021400	actor	\N	["Hinomaru"]
tt10670008	9	nm8002676	actor	\N	["Kei"]
tt10670010	1	nm9981601	self	\N	["Self"]
tt10670010	2	nm9981597	self	\N	["Self"]
tt10670010	3	nm10354626	self	\N	["Self"]
tt10670010	4	nm9981596	self	\N	["Self"]
tt10670012	10	nm8179306	producer	producer	\N
tt10670012	1	nm10851563	actress	\N	["Drª. Liz Maggio"]
tt10670012	2	nm10851409	actor	\N	["Dr. Gustavo Felder"]
tt10670012	3	nm10851410	actor	\N	["Dr. Marco Aurélio Figueiredo"]
tt10670012	4	nm10851411	actress	\N	["Drª. Magali Scarpelli"]
tt10670012	5	nm0284659	director	\N	\N
tt10670012	6	nm1856834	director	\N	\N
tt10670012	7	nm0990876	writer	\N	\N
tt10670012	8	nm8234024	writer	\N	\N
tt10670012	9	nm8834549	writer	\N	\N
tt10670014	10	nm1832820	actor	\N	["Elõd Várnagy"]
tt10670014	1	nm0311071	actor	\N	["Dr. Péter Pongrácz"]
tt10670014	2	nm0449275	actress	\N	["Laura Ekler"]
tt10670014	3	nm0529653	actress	\N	["Dr. Réka Pongrácz"]
tt10670014	4	nm1840239	actor	\N	["Nándor Vidovszky"]
tt10670014	5	nm0657019	director	\N	\N
tt10670014	6	nm1302634	director	\N	\N
tt10670014	7	nm0956431	director	\N	\N
tt10670014	8	nm2121972	writer	\N	\N
tt10670014	9	nm1840631	actress	\N	["Barbara Pongrácz"]
tt10670016	10	nm8179306	producer	producer	\N
tt10670016	1	nm11296798	actor	\N	["Dr. Luiz Cláudio Bepler"]
tt10670016	2	nm11295710	actress	\N	["Drª Maria Eduarda Montavanni"]
tt10670016	3	nm11295711	actor	\N	["Dr. Wilson Leal"]
tt10670016	4	nm11295997	actor	\N	["Dr. André Almeida"]
tt10670016	5	nm0284659	director	\N	\N
tt10670016	6	nm1856834	director	\N	\N
tt10670016	7	nm0990876	writer	\N	\N
tt10670016	8	nm8234024	writer	\N	\N
tt10670016	9	nm8834549	writer	\N	\N
tt10670018	10	nm11317714	actor	\N	["Chihiro (Young)"]
tt10670018	1	nm5993940	actress	\N	["Chizuko"]
tt10670018	2	nm1891168	actor	\N	["Sanada"]
tt10670018	3	nm5211370	actor	\N	["Kariya"]
tt10670018	4	nm5021400	actor	\N	["Hinomaru"]
tt10670018	5	nm8002676	actor	\N	["Kei"]
tt10670018	6	nm2794650	actor	\N	["Sawai"]
tt10670018	7	nm3654365	actor	\N	["Kirihito"]
tt10670018	8	nm0409130	actor	\N	["Shibakiyama"]
tt10670018	9	nm8602923	actor	\N	["Tenma"]
tt10670020	10	nm8179306	producer	producer	\N
tt10670020	1	nm10851411	actress	\N	["Drª. Magali Scarpelli"]
tt10670020	2	nm10851563	actress	\N	["Drª. Liz Maggio"]
tt10670020	3	nm10851410	actor	\N	["Dr. Marco Aurélio Figueiredo"]
tt10670020	4	nm5059976	actor	\N	["Dr. Vicente Bianchi"]
tt10670020	5	nm0284659	director	\N	\N
tt10670020	6	nm1856834	director	\N	\N
tt10670020	7	nm0990876	writer	\N	\N
tt10670020	8	nm8234024	writer	\N	\N
tt10670020	9	nm8834549	writer	\N	\N
tt10670022	10	nm0006012	composer	\N	\N
tt10670022	1	nm0000616	actor	\N	["Blake Walker"]
tt10670022	2	nm2238248	actress	\N	["Claire"]
tt10670022	3	nm0541908	actor	\N	["Nick Angelos"]
tt10670022	4	nm2628561	actress	\N	["Alice"]
tt10670022	5	nm7730303	director	\N	\N
tt10670022	6	nm6658380	writer	screenplay	\N
tt10670022	7	nm3457720	writer	story by	\N
tt10670022	8	nm0131837	producer	producer	\N
tt10670022	9	nm1949538	producer	producer	\N
tt10670024	10	nm3435683	actor	\N	["Masaomi"]
tt10670024	1	nm5993940	actress	\N	["Chizuko"]
tt10670024	2	nm9768035	actor	\N	["Additional Voices"]
tt10670024	3	nm6629293	actor	\N	["Nishizato"]
tt10670024	4	nm5211370	actor	\N	["Kariya"]
tt10670024	5	nm9002396	actor	\N	["Hashi"]
tt10670024	6	nm5021400	actor	\N	["Hinomaru"]
tt10670024	7	nm8002676	actor	\N	["Kei"]
tt10670024	8	nm3139597	actor	\N	["Bato"]
tt10670024	9	nm2794650	actor	\N	["Sawai"]
tt10670026	10	nm8179306	producer	producer	\N
tt10670026	1	nm11296798	actor	\N	["Dr. Luiz Cláudio Bepler"]
tt10670026	2	nm10851409	actor	\N	["Dr. Gustavo Felder"]
tt10670026	3	nm10851411	actress	\N	["Drª. Magali Scarpelli"]
tt10670026	4	nm11460948	actor	\N	["Dr. Nelson Magrini"]
tt10670026	5	nm0284659	director	\N	\N
tt10670026	6	nm1856834	director	\N	\N
tt10670026	7	nm0990876	writer	\N	\N
tt10670026	8	nm8234024	writer	\N	\N
tt10670026	9	nm8834549	writer	\N	\N
tt10670030	10	nm0409130	actor	\N	["Shibakiyama"]
tt10670030	1	nm5993940	actress	\N	["Chizuko","Additional Voices"]
tt10670030	2	nm6548466	actress	\N	["Additional Voices"]
tt10670030	3	nm5211370	actor	\N	["Kariya"]
tt10670030	4	nm6801212	actor	\N	["Additional Voices"]
tt10670030	5	nm10577536	actor	\N	["Additional Voices"]
tt10670030	6	nm5021400	actor	\N	["Hinomaru"]
tt10670030	7	nm8002676	actor	\N	["Kei"]
tt10670030	8	nm2794650	actor	\N	["Sawai"]
tt10670030	9	nm3654365	actor	\N	["Kirihito"]
tt10670032	1	nm0000327	self	\N	["Self"]
tt10670034	1	nm5195144	actress	\N	["Host"]
tt10670034	2	nm0177248	director	\N	\N
tt10670034	3	nm7518944	director	\N	\N
tt10670036	10	nm8179306	producer	producer	\N
tt10670036	1	nm10851411	actress	\N	["Drª. Magali Scarpelli"]
tt10670036	2	nm11296798	actor	\N	["Dr. Luiz Cláudio Bepler"]
tt10670036	3	nm11295711	actor	\N	["Dr. Wilson Leal"]
tt10670036	4	nm10851563	actress	\N	["Drª. Liz Maggio"]
tt10670036	5	nm0284659	director	\N	\N
tt10670036	6	nm1856834	director	\N	\N
tt10670036	7	nm0990876	writer	\N	\N
tt10670036	8	nm8234024	writer	\N	\N
tt10670036	9	nm8834549	writer	\N	\N
tt10670040	10	nm8179306	producer	producer	\N
tt10670040	1	nm11296798	actor	\N	["Dr. Luiz Cláudio Bepler"]
tt10670040	2	nm10851411	actress	\N	["Drª. Magali Scarpelli"]
tt10670040	3	nm11314040	actor	\N	["Dr. Antônio Fonseca"]
tt10670040	4	nm11439748	actor	\N	["Dr. Rafael Guz"]
tt10670040	5	nm0284659	director	\N	\N
tt10670040	6	nm1856834	director	\N	\N
tt10670040	7	nm0990876	writer	\N	\N
tt10670040	8	nm8234024	writer	\N	\N
tt10670040	9	nm8834549	writer	\N	\N
tt10670042	10	nm8179306	producer	producer	\N
tt10670042	1	nm11295997	actor	\N	["Dr. André Almeida"]
tt10670042	2	nm10851563	actress	\N	["Drª. Liz Maggio"]
tt10670042	3	nm10851409	actor	\N	["Dr. Gustavo Felder"]
tt10670042	4	nm11295710	actress	\N	["Drª Maria Eduarda Montavanni"]
tt10670042	5	nm0284659	director	\N	\N
tt10670042	6	nm1856834	director	\N	\N
tt10670042	7	nm0990876	writer	\N	\N
tt10670042	8	nm8234024	writer	\N	\N
tt10670042	9	nm8834549	writer	\N	\N
tt10670044	10	nm8179306	producer	producer	\N
tt10670044	1	nm10851409	actor	\N	["Dr. Gustavo Felder"]
tt10670044	2	nm10851411	actress	\N	["Drª. Magali Scarpelli"]
