tconst	ordering	nconst	category	job	characters
tt21230000	10	nm8611888	actor	\N	\N
tt21230000	1	nm4194463	actor	\N	["Sajjad"]
tt21230000	2	nm11610428	actress	\N	["Ghassaq"]
tt21230000	3	nm11781695	actress	\N	\N
tt21230000	4	nm11610425	actor	\N	\N
tt21230000	5	nm11610345	actress	\N	\N
tt21230000	6	nm11610433	actor	\N	\N
tt21230000	7	nm13826219	actor	\N	\N
tt21230000	8	nm11635338	actor	\N	\N
tt21230000	9	nm3542040	actress	\N	\N
tt21230004	1	nm13826225	self	\N	["Self - Har gått på metadon i 2 år"]
tt21230004	2	nm13826226	self	\N	["Self - Har gått på metadon i 11 år"]
tt21230004	3	nm13826227	self	\N	["Self"]
tt21230004	4	nm13826228	self	\N	["Self - Metadonbruker"]
tt21230004	5	nm10528483	director	\N	\N
tt21230004	6	nm11578821	composer	\N	\N
tt21230004	7	nm3242312	composer	\N	\N
tt21230004	8	nm5632635	cinematographer	\N	\N
tt21230004	9	nm1465696	editor	\N	\N
tt21230006	1	nm13826230	self	\N	["Self"]
tt21230006	2	nm13826231	self	\N	["Self"]
tt21230006	3	nm13826232	self	\N	["Self"]
tt21230006	4	nm8737362	director	\N	\N
tt21230008	1	nm13808523	actor	\N	\N
tt21230008	2	nm13867615	actor	\N	["Singer"]
tt21230008	3	nm13247349	actress	\N	\N
tt21230008	4	nm13826233	director	\N	\N
tt21230008	5	nm13826178	composer	\N	\N
tt21230008	6	nm13826181	cinematographer	\N	\N
tt21230010	1	nm13826238	self	\N	["Self"]
tt21230010	2	nm13826239	self	\N	["Self"]
tt21230010	3	nm13826240	self	\N	["Self"]
tt21230010	4	nm10087060	director	\N	\N
tt21230012	1	nm9848972	director	\N	\N
tt21230014	1	nm1286934	director	\N	\N
tt21230016	1	nm13826243	self	\N	["Self"]
tt21230016	2	nm13826244	self	\N	["Self"]
tt21230016	3	nm13826245	self	\N	["Self - Revejeger"]
tt21230016	4	nm9011021	director	\N	\N
tt21230018	1	nm10466965	actor	\N	["Narrator"]
tt21230018	2	nm8756870	self	\N	["Self"]
tt21230018	3	nm13826246	self	\N	["Self"]
tt21230018	4	nm11164593	cinematographer	\N	\N
tt21230020	1	nm13826247	actress	\N	\N
tt21230020	2	nm13044126	actress	\N	\N
tt21230020	3	nm11676235	actor	\N	\N
tt21230020	4	nm13826248	actor	\N	\N
tt21230020	5	nm11678085	director	\N	\N
tt21230020	6	nm11348893	director	\N	\N
tt21230020	7	nm11741912	writer	\N	\N
tt21230022	1	nm8298375	actor	\N	["Park"]
tt21230022	2	nm9747544	actor	\N	["Boy"]
tt21230022	3	nm10973567	actor	\N	["Dua Hau"]
tt21230022	4	nm13829776	actress	\N	["May"]
tt21230022	5	nm9167814	director	\N	\N
tt21230022	6	nm13894718	producer	producer	\N
tt21230022	7	nm11060263	composer	\N	\N
tt21230022	8	nm10071012	cinematographer	\N	\N
tt21230022	9	nm13829777	editor	\N	\N
tt21230026	1	nm13826252	self	\N	["Self"]
tt21230026	2	nm13826253	self	\N	["Self"]
tt21230026	3	nm13826251	director	\N	\N
tt21230026	4	nm8828189	director	\N	\N
tt21230028	1	nm0639019	archive_footage	\N	["Self"]
tt21230028	2	nm13826254	self	\N	["Self"]
tt21230028	3	nm9529323	director	\N	\N
tt21230030	1	nm0646165	actor	\N	\N
tt21230030	2	nm0154074	director	\N	\N
tt21230030	3	nm0497563	director	\N	\N
tt21230032	10	nm0737887	actor	\N	["Cobin"]
tt21230032	1	nm8103368	actor	\N	["Yalo"]
tt21230032	2	nm5239605	actor	\N	["Ik"]
tt21230032	3	nm7259730	actress	\N	["Xanat"]
tt21230032	4	nm0657440	actor	\N	["Axio"]
tt21230032	5	nm11217099	director	\N	\N
tt21230032	6	nm3867643	composer	\N	\N
tt21230032	7	nm5214133	editor	\N	\N
tt21230032	8	nm1232282	actor	\N	["Dr. Exper"]
tt21230032	9	nm0900232	actor	\N	["Abuelito Quizán"]
tt21230034	1	nm13823201	self	\N	["Self - Journalist"]
tt21230034	2	nm13826261	self	\N	["Self"]
tt21230034	3	nm13826262	self	\N	["Self"]
tt21230034	4	nm13826263	self	\N	["Self"]
tt21230036	10	nm6825139	actress	\N	["Mimì"]
tt21230036	1	nm13826264	actor	\N	["Rodolfo"]
tt21230036	2	nm13826265	actress	\N	["Musetta"]
tt21230036	3	nm5193971	actor	\N	["Marcello"]
tt21230036	4	nm13826266	actor	\N	["Schaunard"]
tt21230036	5	nm1776036	director	\N	\N
tt21230036	6	nm0316044	writer	libretto	\N
tt21230036	7	nm0407794	writer	libretto	\N
tt21230036	8	nm0613860	writer	stories	\N
tt21230036	9	nm13826267	actor	\N	["Parpignol"]
tt21230038	1	nm8154887	actor	\N	["Policía (2003)"]
tt21230038	2	nm7467044	actress	\N	\N
tt21230038	3	nm13826268	actress	\N	\N
tt21230040	1	nm4973460	actress	\N	["Clo"]
tt21230040	2	nm5732341	actor	\N	["Jimmy"]
tt21230040	3	nm0001960	actress	\N	\N
tt21230040	4	nm6497349	actress	\N	\N
tt21230040	5	nm9774441	director	\N	\N
tt21230040	6	nm13979183	writer	\N	\N
tt21230040	7	nm3671375	editor	\N	\N
tt21230040	8	nm8128453	actress	\N	\N
tt21230040	9	nm13826269	actor	\N	\N
tt21230042	1	nm13826270	self	\N	["Self - Tidl. FN-soldat, Libanon, 1982 og 1984"]
tt21230042	2	nm10952800	self	\N	["Self - Tidl. FN","NATO-soldat"]
tt21230042	3	nm13826271	self	\N	["Self - Advokat"]
tt21230042	4	nm10087060	director	\N	\N
tt21230042	5	nm11578821	composer	\N	\N
tt21230042	6	nm3242312	composer	\N	\N
tt21230042	7	nm9142838	editor	\N	\N
tt21230044	1	nm4542167	self	\N	["Self"]
tt21230044	2	nm5409291	director	\N	\N
tt21230044	3	nm5410973	director	\N	\N
tt21230044	4	nm4762999	cinematographer	\N	\N
tt21230046	1	nm13826272	self	\N	["Self"]
