tconst	ordering	nconst	category	job	characters
tt14880004	1	nm5866448	actress	\N	["Lumachina Weselia"]
tt14880004	2	nm7854630	actress	\N	["Rem Galleu"]
tt14880004	3	nm12673423	writer	script	\N
tt14880004	4	nm12475524	writer	original creator	\N
tt14880004	5	nm8269946	composer	\N	\N
tt14880004	6	nm11756933	composer	\N	\N
tt14880006	10	nm11506533	writer	written by	\N
tt14880006	1	nm5803804	actor	\N	\N
tt14880006	2	nm12674807	actress	\N	\N
tt14880006	3	nm1940834	actor	\N	\N
tt14880006	4	nm8983239	actor	\N	\N
tt14880006	5	nm12672130	director	\N	\N
tt14880006	6	nm11580588	director	\N	\N
tt14880006	7	nm12674803	director	\N	\N
tt14880006	8	nm10947200	director	\N	\N
tt14880006	9	nm5356378	writer	written by	\N
tt14880008	1	nm12674885	self	\N	["Self"]
tt14880008	2	nm5947441	self	\N	["Self"]
tt14880008	3	nm12672505	self	\N	["Self"]
tt14880008	4	nm5258970	production_designer	\N	\N
tt14880012	10	nm11506533	writer	written by	\N
tt14880012	1	nm5803804	actor	\N	\N
tt14880012	2	nm12674807	actress	\N	\N
tt14880012	3	nm1940834	actor	\N	\N
tt14880012	4	nm8983239	actor	\N	\N
tt14880012	5	nm12672130	director	\N	\N
tt14880012	6	nm11580588	director	\N	\N
tt14880012	7	nm12674803	director	\N	\N
tt14880012	8	nm10947200	director	\N	\N
tt14880012	9	nm5356378	writer	written by	\N
tt14880014	1	nm1056986	self	\N	["Self"]
tt14880014	2	nm5947441	self	\N	["Self"]
tt14880014	3	nm12672505	self	\N	["Self"]
tt14880014	4	nm5258970	production_designer	\N	\N
tt14880016	10	nm11506533	writer	written by	\N
tt14880016	1	nm5803804	actor	\N	\N
tt14880016	2	nm12674807	actress	\N	\N
tt14880016	3	nm1940834	actor	\N	\N
tt14880016	4	nm8983239	actor	\N	\N
tt14880016	5	nm12672130	director	\N	\N
tt14880016	6	nm11580588	director	\N	\N
tt14880016	7	nm12674803	director	\N	\N
tt14880016	8	nm10947200	director	\N	\N
tt14880016	9	nm5356378	writer	written by	\N
tt14880020	10	nm11506533	writer	written by	\N
tt14880020	1	nm5803804	actor	\N	\N
tt14880020	2	nm12674807	actress	\N	\N
tt14880020	3	nm1940834	actor	\N	\N
tt14880020	4	nm8983239	actor	\N	\N
tt14880020	5	nm12672130	director	\N	\N
tt14880020	6	nm11580588	director	\N	\N
tt14880020	7	nm12674803	director	\N	\N
tt14880020	8	nm10947200	director	\N	\N
tt14880020	9	nm5356378	writer	written by	\N
tt14880022	10	nm11506533	writer	written by	\N
tt14880022	1	nm5803804	actor	\N	\N
tt14880022	2	nm12674807	actress	\N	\N
tt14880022	3	nm1940834	actor	\N	\N
tt14880022	4	nm8983239	actor	\N	\N
tt14880022	5	nm12672130	director	\N	\N
tt14880022	6	nm11580588	director	\N	\N
tt14880022	7	nm12674803	director	\N	\N
tt14880022	8	nm10947200	director	\N	\N
tt14880022	9	nm5356378	writer	written by	\N
tt14880024	10	nm11506533	writer	written by	\N
tt14880024	1	nm5803804	actor	\N	\N
tt14880024	2	nm12674807	actress	\N	\N
tt14880024	3	nm1940834	actor	\N	\N
tt14880024	4	nm8983239	actor	\N	\N
tt14880024	5	nm12672130	director	\N	\N
tt14880024	6	nm11580588	director	\N	\N
tt14880024	7	nm12674803	director	\N	\N
tt14880024	8	nm10947200	director	\N	\N
tt14880024	9	nm5356378	writer	written by	\N
tt14880026	1	nm7612988	actress	\N	["Rose"]
tt14880026	2	nm7854630	actress	\N	["Rem Galleu"]
tt14880026	3	nm12673423	writer	script	\N
tt14880026	4	nm12475524	writer	original creator	\N
tt14880026	5	nm8269946	composer	\N	\N
tt14880026	6	nm11756933	composer	\N	\N
tt14880028	1	nm11294863	self	\N	["Self"]
tt14880028	2	nm5947441	self	\N	["Self"]
tt14880028	3	nm12672505	self	\N	["Self"]
tt14880028	4	nm11294862	self	\N	["Self"]
tt14880028	5	nm5258970	production_designer	\N	\N
tt14880030	10	nm11506533	writer	written by	\N
tt14880030	1	nm5803804	actor	\N	\N
tt14880030	2	nm12674807	actress	\N	\N
tt14880030	3	nm1940834	actor	\N	\N
tt14880030	4	nm8983239	actor	\N	\N
tt14880030	5	nm12672130	director	\N	\N
tt14880030	6	nm11580588	director	\N	\N
tt14880030	7	nm12674803	director	\N	\N
tt14880030	8	nm10947200	director	\N	\N
tt14880030	9	nm5356378	writer	written by	\N
tt14880036	1	nm7090281	self	\N	["Self"]
tt14880036	2	nm5947441	self	\N	["Self"]
tt14880036	3	nm12672505	self	\N	["Self"]
tt14880036	4	nm5258970	production_designer	\N	\N
tt14880038	10	nm11506533	writer	written by	\N
tt14880038	1	nm5803804	actor	\N	\N
tt14880038	2	nm12674807	actress	\N	\N
tt14880038	3	nm1940834	actor	\N	\N
tt14880038	4	nm8983239	actor	\N	\N
tt14880038	5	nm12672130	director	\N	\N
tt14880038	6	nm11580588	director	\N	\N
tt14880038	7	nm12674803	director	\N	\N
tt14880038	8	nm10947200	director	\N	\N
tt14880038	9	nm5356378	writer	written by	\N
tt14880040	10	nm11506533	writer	written by	\N
tt14880040	1	nm5803804	actor	\N	\N
tt14880040	2	nm12674807	actress	\N	\N
tt14880040	3	nm1940834	actor	\N	\N
tt14880040	4	nm8983239	actor	\N	\N
tt14880040	5	nm12672130	director	\N	\N
tt14880040	6	nm11580588	director	\N	\N
