tconst	ordering	nconst	category	job	characters
tt8610000	1	nm1385801	director	\N	\N
tt8610000	2	nm7130436	cinematographer	\N	\N
tt8610000	3	nm9939447	editor	lead editor	\N
tt8610000	4	nm7884163	editor	lead editor	\N
tt8610000	5	nm2826608	editor	lead editor	\N
tt8610000	6	nm3771776	editor	\N	\N
tt8610002	1	nm9930322	self	\N	["Self - Correspondent"]
tt8610004	1	nm1385801	director	\N	\N
tt8610004	2	nm7130436	cinematographer	\N	\N
tt8610004	3	nm9939447	editor	lead editor	\N
tt8610004	4	nm7884163	editor	lead editor	\N
tt8610004	5	nm2826608	editor	lead editor	\N
tt8610004	6	nm3771776	editor	\N	\N
tt8610006	1	nm1385801	director	\N	\N
tt8610006	2	nm7130436	cinematographer	\N	\N
tt8610006	3	nm9939447	editor	lead editor	\N
tt8610006	4	nm7884163	editor	lead editor	\N
tt8610006	5	nm2826608	editor	lead editor	\N
tt8610006	6	nm3771776	editor	\N	\N
tt8610008	1	nm9930323	self	\N	["Self - Correspondent"]
tt8610010	1	nm0089980	self	\N	["Self - Host"]
tt8610010	2	nm0143918	self	\N	["Self"]
tt8610010	3	nm0191439	actor	\N	\N
tt8610010	4	nm0001234	self	\N	["Self"]
tt8610010	5	nm0536781	self	\N	["Self"]
tt8610010	6	nm0882853	self	\N	["Self"]
tt8610010	7	nm0945904	self	\N	["Self"]
tt8610012	1	nm9930324	actor	\N	["Ivy"]
tt8610012	2	nm9344088	actor	\N	["Magnus' Informant"]
tt8610012	3	nm3418494	actor	\N	["Magnus"]
tt8610012	4	nm9930325	actor	\N	["Pickpocket Victim"]
tt8610012	5	nm2858629	composer	\N	\N
tt8610012	6	nm4801773	editor	\N	\N
tt8610012	7	nm9930327	actor	\N	["Belasario"]
tt8610012	8	nm3321561	actor	\N	["Hector"]
tt8610012	9	nm8424737	actor	\N	["Dovas"]
tt8610014	1	nm0089980	self	\N	["Self - Host"]
tt8610014	2	nm0143918	self	\N	["Self"]
tt8610014	3	nm0191439	actor	\N	\N
tt8610014	4	nm0000021	self	\N	["Self"]
tt8610014	5	nm0598093	self	\N	["Self"]
tt8610014	6	nm0721031	self	\N	["Self"]
tt8610014	7	nm0882853	self	\N	["Self"]
tt8610018	1	nm1389056	self	\N	["Self - Host"]
tt8610020	1	nm9930328	actor	\N	["Correspondent"]
tt8610022	1	nm4428615	actor	\N	["Edgar Allan Poe"]
tt8610022	2	nm7728294	actress	\N	["Annabelle Lee"]
tt8610022	3	nm11429718	actress	\N	["Spirit"]
tt8610022	4	nm9880975	actor	\N	["Spirit"]
tt8610022	5	nm3319114	director	\N	\N
tt8610022	6	nm0000590	writer	poem	\N
tt8610022	7	nm3786571	cinematographer	director of photography	\N
tt8610024	1	nm0089980	self	\N	["Self - Host"]
tt8610024	2	nm0143918	self	\N	["Self"]
tt8610024	3	nm0191439	actor	\N	\N
tt8610024	4	nm1172060	self	\N	["Self"]
tt8610024	5	nm0534297	self	\N	["Self"]
tt8610024	6	nm0758130	self	\N	["Self"]
tt8610024	7	nm0790071	self	\N	["Self"]
tt8610026	1	nm9930329	actor	\N	["Correspondent"]
tt8610030	1	nm0089980	self	\N	["Self - Host"]
tt8610030	2	nm0141659	self	\N	["Self"]
tt8610030	3	nm0143918	self	\N	["Self"]
tt8610030	4	nm0191439	self	\N	["Self"]
tt8610030	5	nm0721031	self	\N	["Self"]
tt8610030	6	nm0882853	self	\N	["Self"]
tt8610030	7	nm0893862	self	\N	["Self"]
tt8610032	1	nm9930365	actress	\N	["Anchor"]
tt8610032	2	nm9930333	actor	\N	["Correspondent"]
tt8610034	1	nm9506088	self	\N	["Self"]
tt8610034	2	nm9930334	self	\N	["Self - Correspondent"]
tt8610036	10	nm1826622	cinematographer	\N	\N
tt8610036	1	nm3616007	actress	\N	["Alys","Twisted Alys"]
tt8610036	2	nm0001117	actor	\N	["Silas Visler"]
tt8610036	3	nm2320094	actor	\N	["Patrick"]
tt8610036	4	nm0121806	actress	\N	["Dr. Karen Nera"]
tt8610036	5	nm4097598	director	\N	\N
tt8610036	6	nm1955172	writer	\N	\N
tt8610036	7	nm1969310	producer	producer	\N
tt8610036	8	nm6542087	producer	executive producer	\N
tt8610036	9	nm5877900	composer	\N	\N
tt8610038	1	nm9930337	actor	\N	["Correspondent"]
tt8610040	1	nm0024733	self	\N	["Self"]
tt8610040	2	nm0000822	self	\N	["Self"]
tt8610040	3	nm0089980	self	\N	["Self - Host"]
tt8610040	4	nm0143918	self	\N	["Self"]
tt8610040	5	nm0191439	self	\N	["Self"]
tt8610040	6	nm0000051	self	\N	["Self"]
tt8610040	7	nm0882853	self	\N	["Self"]
tt8610042	1	nm5807041	director	\N	\N
tt8610042	2	nm9930338	writer	story writing	\N
tt8610042	3	nm5435478	composer	\N	\N
tt8610044	1	nm0089980	self	\N	["Self - Host"]
tt8610044	2	nm0143918	self	\N	["Self"]
tt8610044	3	nm0191439	self	\N	["Self"]
tt8610044	4	nm0492444	self	\N	["Self"]
tt8610044	5	nm0598093	self	\N	["Self"]
tt8610044	6	nm0001549	self	\N	["Self"]
tt8610044	7	nm0882853	self	\N	["Self"]
tt8610046	1	nm9930345	self	\N	["Self - Correspondent"]
tt8610048	1	nm9930347	actor	\N	["Correspondent"]
tt8610050	1	nm5998237	self	\N	["Self"]
tt8610050	2	nm5769368	director	\N	\N
tt8610050	3	nm3237117	writer	creator	\N
tt8610050	4	nm4858847	writer	\N	\N
tt8610050	5	nm9614425	writer	staff writer	\N
tt8610052	1	nm9930349	actor	\N	["Correspondent"]
tt8610054	1	nm0089980	self	\N	["Self - Host"]
tt8610054	2	nm0143918	self	\N	["Self"]
tt8610054	3	nm0191439	self	\N	["Self"]
tt8610054	4	nm0436542	self	\N	["Self"]
tt8610054	5	nm0573552	self	\N	["Self"]
tt8610054	6	nm0882853	self	\N	["Self"]
tt8610054	7	nm0908919	self	\N	["Self"]
tt8610056	1	nm5998237	self	\N	["Self"]
tt8610056	2	nm5769368	director	\N	\N
tt8610056	3	nm4453571	director	segment director	\N
tt8610056	4	nm3237117	writer	creator	\N
tt8610056	5	nm4858847	writer	\N	\N
tt8610056	6	nm9614425	writer	staff writer	\N
tt8610058	1	nm9195493	self	\N	["Self - Host"]
tt8610060	1	nm5998237	self	\N	["Self"]
tt8610060	2	nm5769368	director	\N	\N
tt8610060	3	nm3237117	writer	creator	\N
tt8610060	4	nm4858847	writer	\N	\N
tt8610060	5	nm9614425	writer	staff writer	\N
tt8610062	1	nm3333805	actor	\N	["The Godfather"]
