tconst	ordering	nconst	category	job	characters
tt8880000	1	nm7149567	self	\N	["Self"]
tt8880000	2	nm9280030	self	\N	["Self"]
tt8880000	3	nm9252357	self	\N	["Self"]
tt8880002	10	nm0913864	editor	\N	\N
tt8880002	1	nm0001538	actor	\N	["Sherlock Holmes"]
tt8880002	2	nm0005154	actress	\N	["Joan Watson"]
tt8880002	3	nm3586347	actor	\N	["Detective Marcus Bell"]
tt8880002	4	nm0001644	actor	\N	["Captain Thomas Gregson"]
tt8880002	5	nm1201266	writer	created by	\N
tt8880002	6	nm0938129	writer	written by	\N
tt8880002	7	nm0929829	producer	producer	\N
tt8880002	8	nm0130478	composer	\N	\N
tt8880002	9	nm0287409	cinematographer	director of photography	\N
tt8880004	1	nm0442207	self	\N	["Self"]
tt8880004	2	nm0187680	self	\N	["Self"]
tt8880004	3	nm0253320	self	\N	["Self"]
tt8880004	4	nm6090884	self	\N	["Self"]
tt8880004	5	nm1009137	director	\N	\N
tt8880004	6	nm8137393	producer	producer	\N
tt8880006	1	nm3371174	self	\N	["Self"]
tt8880008	1	nm3371174	self	\N	["Self"]
tt8880010	1	nm3371174	self	\N	["Self"]
tt8880012	1	nm3371174	self	\N	["Self"]
tt8880014	1	nm3371174	self	\N	["Self"]
tt8880016	1	nm3371174	self	\N	["Self"]
tt8880018	10	nm1115064	actor	\N	["Nanding Simbajon"]
tt8880018	1	nm1232141	actress	\N	["Stella Simbajon-Cortes"]
tt8880018	2	nm0317863	actress	\N	["Doña Carmen Cortes"]
tt8880018	3	nm0517034	actress	\N	["Rosa Mapendo"]
tt8880018	4	nm0530155	actress	\N	["Lucia Simbajon"]
tt8880018	5	nm0489441	composer	\N	\N
tt8880018	6	nm2072821	composer	\N	\N
tt8880018	7	nm0643732	actor	\N	["Abel Dimaguiba"]
tt8880018	8	nm0713398	actress	\N	["Adessa Mapendo"]
tt8880018	9	nm8622694	actress	\N	["young Eva"]
tt8880020	1	nm3371174	self	\N	["Self"]
tt8880024	1	nm3371174	self	\N	["Self"]
tt8880026	10	nm7437165	actor	\N	\N
tt8880026	1	nm8090518	actress	\N	\N
tt8880026	2	nm7105651	actor	\N	\N
tt8880026	3	nm4158977	actor	\N	\N
tt8880026	4	nm7798794	actor	\N	\N
tt8880026	5	nm6230361	director	\N	\N
tt8880026	6	nm10065730	writer	\N	\N
tt8880026	7	nm10065735	producer	producer	\N
tt8880026	8	nm7907043	cinematographer	\N	\N
tt8880026	9	nm8140743	actress	\N	\N
tt8880028	1	nm3371174	self	\N	["Self - Judge"]
tt8880028	2	nm9463999	self	\N	["Self - Judge"]
tt8880028	3	nm9929280	self	\N	["Self - Judge"]
tt8880030	1	nm3371174	self	\N	["Self - Judge"]
tt8880030	2	nm9463999	self	\N	["Self - Judge"]
tt8880030	3	nm9929280	self	\N	["Self - Judge"]
tt8880032	1	nm10065233	director	co-director	\N
tt8880032	2	nm0713686	director	co-director	\N
tt8880036	1	nm3371174	self	\N	["Self - Judge"]
tt8880036	2	nm9463999	self	\N	["Self - Judge"]
tt8880036	3	nm9929280	self	\N	["Self - Judge"]
tt8880038	1	nm5062813	self	\N	["Self"]
tt8880038	2	nm8848888	self	\N	["Self"]
tt8880040	10	nm10071745	actress	\N	\N
tt8880040	1	nm9304978	actor	\N	\N
tt8880040	2	nm10071744	actor	\N	\N
tt8880040	3	nm10065738	actor	\N	\N
tt8880040	4	nm10071742	actor	\N	\N
tt8880040	5	nm2104520	director	\N	\N
tt8880040	6	nm5089224	producer	producer	\N
tt8880040	7	nm2855595	cinematographer	\N	\N
tt8880040	8	nm7962515	editor	\N	\N
tt8880040	9	nm10071746	actor	\N	\N
tt8880042	1	nm6999798	actress	\N	["Sandra"]
tt8880042	2	nm5725580	actor	\N	["Lorenzo"]
tt8880042	3	nm0199680	actor	\N	["Anibal"]
tt8880042	4	nm10056653	actress	\N	["Asistente de Abogado"]
tt8880042	5	nm3867014	director	\N	\N
tt8880042	6	nm10056656	writer	\N	\N
tt8880042	7	nm8333773	producer	associate producer	\N
tt8880042	8	nm10056658	composer	\N	\N
tt8880042	9	nm5286357	cinematographer	\N	\N
tt8880044	1	nm4180339	self	\N	["Self"]
tt8880044	2	nm5062813	self	\N	["Self"]
tt8880046	1	nm7057909	actress	\N	\N
tt8880048	1	nm7610322	actress	\N	\N
tt8880050	1	nm4253739	self	\N	["Self - Host"]
tt8880052	1	nm6622924	actress	\N	\N
tt8880052	2	nm1916669	actress	\N	\N
tt8880054	1	nm11578952	actor	\N	["Inspector"]
tt8880054	2	nm0814331	self	\N	["Self - Host"]
tt8880056	1	nm6622924	actress	\N	\N
tt8880056	2	nm1916669	actress	\N	\N
tt8880058	1	nm6952496	actor	\N	["Montresor"]
tt8880058	2	nm10065755	actor	\N	["Fortunato"]
tt8880058	3	nm10065756	actress	\N	["Party Goer"]
tt8880058	4	nm10065765	actress	\N	["Party Goer"]
tt8880058	5	nm10065752	director	\N	\N
tt8880058	6	nm0000590	writer	based on a story by	\N
tt8880058	7	nm10065767	cinematographer	\N	\N
tt8880058	8	nm10065768	editor	\N	\N
tt8880060	1	nm0028935	actor	\N	["The Android"]
tt8880060	2	nm3939902	actor	\N	["The Beast"]
