nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm3220000	Marianne MacKay	\N	\N	animation_department	tt0068373
nm3220001	Becky Flood	\N	\N	miscellaneous	tt0406158
nm3220002	Yan Mei	\N	\N	actor	tt0066409,tt0207990,tt1646935
nm3220003	Jürgen Kraus	\N	\N	sound_department,miscellaneous	tt0111957,tt1573714,tt0108979,tt1312552
nm3220004	Lewis Roe	\N	\N	actor	tt5152128,tt1309181
nm3220005	Dominic Couzens	\N	\N	miscellaneous	tt0844203,tt1897797,tt0875050
nm3220006	Ruth Diaz	\N	\N	actress	tt0309694,tt2469776
nm3220008	Fábio Florentino	\N	\N	actor	tt0281447,tt0477159
nm3220009	Tom Tedesco	\N	\N	miscellaneous	tt0048907
nm3220010	Tom Gaunt	\N	\N		tt1243223
nm3220011	Peggy Crowley	\N	\N		tt0239195
nm3220012	Pete Mullins	\N	\N	visual_effects	tt0206501
nm3220013	Marla Bermúdez	\N	\N	actress	tt1329351
nm3220014	Mindy Allen	\N	\N	art_department	tt0917551,tt0805837
nm3220015	Jessie Elder	\N	\N	actress	tt1307441
nm3220016	Karim Murad	\N	\N	miscellaneous	tt0120219,tt0112461
nm3220017	Eric Schroeder	\N	\N	actor	tt0056758,tt9630492,tt15428798,tt5164664
nm3220018	Evelyn Ryan	\N	\N	production_manager,soundtrack	tt0406158,tt2521236
nm3220019	Greg Brandt	\N	\N	miscellaneous	tt0112461
nm3220020	Nic Evans	\N	\N	producer	tt1059969,tt8109470,tt1859435,tt1309181
nm3220022	Bernardo Pacheco	\N	\N	sound_department,animation_department,music_department	tt0857177,tt0477159,tt0882782,tt0121118
nm3220023	Rebecca Hopkins	\N	\N	actress	tt1307070
nm3220024	Roy Miranda	\N	\N	composer,actor,music_department	tt1328201,tt0812366
nm3220025	Tim Whiting	\N	\N	actor,writer,stunts	tt6264102,tt6263378,tt1307441,tt6263654
nm3220026	Pietro Novelli	\N	\N	writer	tt0139691
nm3220027	Andy Krieger	\N	\N	miscellaneous	tt0865556
nm3220028	Curtis Collier	\N	\N	editorial_department	tt1215974,tt1814990
nm3220029	Serra Stewart	\N	\N	actress	tt0423116
nm3220030	Katrina Morgan	\N	\N	miscellaneous,art_department,producer	tt11286314,tt8784956,tt0425638,tt11909878
nm3220031	Vernon Conway	1928	2016	actor	tt0039989
nm3220032	Jon Mooney	\N	\N	music_department,soundtrack	tt1034032,tt1855325,tt1921064,tt8580274
nm3220033	Hank Alexander	\N	\N	camera_department	tt0048907
nm3220034	Joseph Irwin	\N	\N	transportation_department	tt0118887,tt0112461
nm3220036	Justin Kline	\N	\N	miscellaneous,actor,producer	tt1130969,tt1695994,tt1675314,tt1328909
nm3220038	Eric Stiller	\N	\N	actor	tt1307070
