nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm7600000	Gala Tabitha Islas	\N	\N	actress,producer	tt5079892,tt5079900,tt5079876,tt5045628
nm7600008	Alissa Janine Wollmann	\N	\N		\N
nm7600009	Andrew Mueller	\N	\N	cinematographer	tt5045636
nm7600010	Sethu Lakshmi	\N	\N	actress	tt5838806,tt3734466,tt5297256,tt9275006
nm7600011	Sneha Sreekumar	\N	\N	actress	tt8665708,tt6789174,tt15560626,tt8667016
nm7600012	Haji Mohamad Firdaus Haji Salleh	\N	\N	actor	tt2829176,tt5028942
nm7600013	Norharizah Haji Sisi	\N	\N	actress	tt5028942,tt2829176
nm7600014	Hans Anuar	\N	\N	music_department,actor	tt2829176,tt5028942
nm7600015	Zul Faden	\N	\N	actor	tt2829176
nm7600016	Lo Ryder	\N	\N	actor	tt2829176
nm7600017	Kina Miyamoto	\N	\N	music_department	tt2978576
nm7600018	Amy Willock	\N	\N	music_department	tt2978576
nm7600019	Ryôjirô Matsumoto	\N	\N	cinematographer	tt4886184
nm7600020	Figjam	\N	\N	director	tt5045648
nm7600021	Sokhulu Mthiyane	\N	\N	actor	tt5045648,tt10112464
nm7600023	Celeste Nutili	\N	\N	actress	tt5045648
nm7600024	Grace Bapela	\N	\N	actress	tt5045648
nm7600025	Gregory Mthanji	\N	\N	producer,director,writer	tt5045648,tt9170142,tt9170180
nm7600026	Stuart MacKenzie	\N	\N	camera_department	tt2321549
nm7600027	Peter Eyers	\N	\N		\N
nm7600028	Juergen Hehn	\N	\N		\N
nm7600029	Renate Hehn	\N	\N		\N
nm7600030	Ann Norgren Holmes	\N	\N		\N
nm7600031	Patrick Holmes	\N	\N		\N
nm7600032	Rachel Holmes	\N	\N		\N
nm7600033	Jonathan Holmes	\N	\N		\N
nm7600034	Shaun Hoyt	\N	\N	producer	tt0983197,tt1604928
nm7600035	Rodd Martin	\N	\N		\N
nm7600036	Roy McClurg	\N	\N		\N
nm7600038	Katarina Miller	\N	\N		\N
nm7600040	Carla Petermann	\N	\N		\N
nm7600041	Gerd Petermann	\N	\N		\N
nm7600042	Claudia Schmitz-Draeger	\N	\N		\N
nm7600043	Bernd Schmitz-Draeger	\N	\N		\N
nm7600045	Horatio Thoms	\N	\N		\N
nm7600046	Natalie Venning	\N	\N		\N
nm7600048	Ryan Frost	\N	\N		\N
nm7600049	Mary Zaszlos	\N	\N		\N
nm7600050	Suzanne Adams	\N	\N		tt1205497
nm7600051	Aileen Aujard	\N	\N		\N
nm7600052	Edward Aujard	\N	\N		\N
nm7600053	Jacqui Banham	\N	\N		\N
nm7600054	Alan Lloyd	\N	\N	miscellaneous	tt6035498,tt2321549
