nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0010000	Michael Ackerman	\N	\N	cinematographer,camera_department,miscellaneous	tt0233315,tt7183838,tt2155442,tt2403991
nm0010001	Mitch Ackerman	\N	\N	production_manager,producer	tt0077000,tt0078638,tt0081858,tt0101120
nm0010002	Naomi Ackerman	\N	\N	actress	tt0113826
nm0010003	Noah Ackerman	1973	\N	miscellaneous,producer,actor	tt0112697,tt0120382,tt0114319,tt0116313
nm0010004	Peter Ackerman	\N	\N	producer,writer,actor	tt0438097,tt6095472,tt0268380,tt2149175
nm0010005	Phillip Ackerman	\N	\N	make_up_department	tt4333210,tt0103749,tt0097132,tt0117769
nm0010006	Randy Ackerman	1977	\N	actor	tt0172949
nm0010007	Raymond Ackerman	\N	\N	cinematographer,director	tt0246629,tt0254716,tt0291199,tt0341363
nm0010008	Regina Ackerman	\N	\N	miscellaneous	tt0103569,tt0101072
nm0010009	Rickey Ackerman	\N	\N	miscellaneous	tt1707374,tt5375204,tt0196074,tt2231848
nm0010010	Robert Ackerman	1938	2019	actor	tt0077031,tt0111282,tt0083500,tt0077000
nm0010011	Robert Ackerman	\N	\N	art_department	tt0114047
nm0010012	Robert Allan Ackerman	1944	2022	director,producer,writer	tt0806165,tt0222776,tt0323332,tt0250581
nm0010013	Ron Ackerman	1929	1995	actor	tt0074383,tt0091442
nm0010015	Stanley Ackerman	1915	2009	assistant_director,actor	tt0054971,tt0066808,tt0081554,tt0165996
nm0010016	Steve Ackerman	\N	\N	cinematographer,camera_department,producer	tt1377771,tt1361334,tt0418612,tt0142698
nm0010017	Walter Ackerman	1881	1938	actor	tt0016301,tt0000966,tt0017591,tt0017655
nm0010018	Will Ackerman	\N	\N	soundtrack,composer,music_department	tt0204007,tt0118437,tt0140769,tt0109444
nm0010019	William Ackerman	\N	\N	actor,casting_director	tt0097768
nm0010020	Woolsey Ackerman	\N	\N	miscellaneous,producer,soundtrack	tt1541116,tt0159876,tt4786294,tt3561068
nm0010021	Louis Ackerman-Oerton	\N	\N	actor	tt0215108
nm0010022	Anna Maria Ackermann	1932	\N	actress	tt0353046,tt0082893,tt0335635,tt1178183
nm0010023	Anton Ackermann	1905	1973	miscellaneous	tt0066067,tt0061802
nm0010024	Elisabeth Ackermann	1938	\N	actress	tt0121935,tt0806910,tt0062771,tt0168313
nm0010025	Gabriela Ackermann	\N	\N	sound_department,editorial_department,assistant_director	tt2264344,tt0167644,tt0279659,tt0101152
nm0010026	Gertrude Ackermann	\N	\N	actress	tt0111819
nm0010027	Heide Ackermann	1943	\N	actress	tt0099511,tt0239450,tt0806910,tt8573752
nm0010028	James Ackermann	\N	\N	transportation_department,miscellaneous	tt16252180,tt0118827
nm0010029	Kathrin Ackermann	1939	\N	actress,producer	tt0061762,tt0342641,tt0806910,tt1437836
nm0010030	Klaas Akkermann	1934	\N	actor	tt0053630,tt0319258
nm0010031	Kurt Ackermann	1935	\N	actor	tt0068633,tt0377081,tt0806910,tt0089575
nm0010033	Martin Ackermann	\N	\N	actor	tt0278499
nm0010034	Maud Ackermann	1965	\N	actress	tt1245530,tt0199777,tt1613717,tt0083788
nm0010035	Nina Ackermann	\N	\N	actress,cinematographer	tt0111652,tt2215121,tt0806901,tt0095205
nm0010036	Peter Ackermann	1956	\N	art_department,art_director,production_designer	tt6506264,tt2088003,tt9203694,tt0100240
nm0010037	Rainer Ackermann	1946	\N	producer,director,writer	tt0757928,tt1138067,tt0412863,tt0354259
