nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm8640000	Amogh Jaghadi	\N	\N		\N
nm8640001	Vikram Kaurwad	\N	\N		tt6327294
nm8640002	Vipul Nanote	\N	\N	producer	tt6327294
nm8640003	Akash Mahor	\N	\N	editor	tt6327294
nm8640004	Andre Phillips	\N	\N	camera_department	tt6333870
nm8640005	Tim Rushlow	\N	\N		tt6315810,tt7776254
nm8640006	Sybille Spinola	\N	\N	producer	tt6327302
nm8640007	Mathias Radmer	\N	\N	camera_department	tt2341762
nm8640008	Mulle Lauritzen	\N	\N	make_up_department	tt9170516,tt2341762,tt8948132
nm8640009	Christina Birgitta Eng	\N	\N	miscellaneous	tt2341762
nm8640010	Simone Nørgaard Kruse	\N	\N	miscellaneous	tt2341762
nm8640011	Jade Mitchell	\N	\N	actress	tt0088512,tt0184122,tt6272828,tt6473824
nm8640014	Cheng-Ta Yu	\N	\N	art_department	tt7672188
nm8640016	Kathie Garcia	\N	\N		tt6105406
nm8640017	Scott Ballew	\N	\N		tt6105406
nm8640018	Indra Fanuzzi	\N	\N		tt6105406
nm8640019	Willie Stewart	\N	\N		tt6105406
nm8640021	Eugene Garcia	\N	\N		tt6105406
nm8640022	Kimberly Morse	\N	\N	actor	tt13255092,tt8861686,tt5949226
nm8640023	Eileen Morse	\N	\N	actor	tt5949226
nm8640024	Joseph Buscarino	\N	\N	actor	tt5949226
nm8640025	Daniella Verga	\N	\N	actor	tt5949226
nm8640026	Ethan Verga	\N	\N	actor	tt5949226
nm8640027	Ellen Pence	\N	\N		tt1549023
nm8640028	Michael Paymar	\N	\N		tt1549023
nm8640029	Kim Mosher	\N	\N		tt1549023
nm8640030	Ksenia Ratushnaya	1989	\N	director,writer,producer	tt9101178,tt6766890
nm8640031	Kate Carson	\N	\N	make_up_department	\N
nm8640032	Courtney Buchanan	\N	\N		\N
nm8640033	Arthur Shoelace	\N	\N	actor	tt3787998
nm8640034	Shawn Barry	\N	\N	composer	tt6327352
nm8640035	Woody Tucker	\N	\N	director	tt6327352
nm8640036	Pablo Ramos	\N	\N	writer	tt10521304,tt14610230,tt5056538
nm8640037	Dick Floyd	\N	\N	art_department	tt0197064
nm8640038	Jo White	\N	\N	make_up_department	tt0197064
nm8640039	Thanasis Trouboukis	\N	\N	director,writer,producer	tt12787798,tt6327386,tt8915936,tt9761460
nm8640040	Christos Bourantas	\N	\N	writer,director,special_effects	tt8781720,tt8152984,tt6327386
nm8640041	Kostis Alevizos	\N	\N	director,writer,assistant_director	tt6327386,tt8915936
nm8640042	Giorgos Bogdanos	\N	\N	casting_director,producer	tt6327386,tt8320532,tt22648072
nm8640043	Nikos Papadimitriou	\N	\N	producer	tt6327386
nm8640044	Sophia Totou	\N	\N	camera_department,producer,miscellaneous	tt11418014,tt11417876,tt6327386,tt11385262
nm8640045	Manolis Nasioulas	\N	\N	producer	tt6327386
nm8640046	Orestis Atsalakis	\N	\N	composer,music_department	tt6327386,tt8915936
nm8640047	Verb	\N	\N	composer	tt6327386
nm8640048	Magaliou Ira	\N	\N	miscellaneous,make_up_department,production_designer	tt13597848,tt6327386,tt3808322,tt10075798
nm8640049	Tasos Bakogiannis	\N	\N	music_department	tt6327386,tt8915936
nm8640050	Manolis Papadopoulos	\N	\N	music_department	tt6327386,tt8915936
nm8640051	Alexis Delis	\N	\N	music_department	tt6327386
nm8640052	Nefeli Liouta	\N	\N	music_department	tt6327386
nm8640053	Krewn Krywnas	\N	\N	special_effects	tt6327386
nm8640054	Catriona Gallagher	\N	\N	director,actress,writer	\N
nm8640055	Chung-Yu Lin	1986	\N	actor	tt6327400
nm8640056	Chuan-Ying Chuang	1985	\N	actress,music_department,soundtrack	tt6327400,tt10370952,tt9915156,tt7301224
nm8640057	Mify Chen	1985	\N	actress	tt6327400,tt8893498
nm8640058	Wen-Hsing Yu	\N	\N	actor,writer,visual_effects	tt6327400,tt1267160
nm8640061	Everett Goidman	\N	\N	camera_department	tt0197064
nm8640062	George Winters	\N	\N	camera_department	tt0197064
nm8640063	Johnny Carabian	\N	\N	camera_department	tt0197064
nm8640064	Roy Whittier	\N	\N	production_manager	tt0197064
nm8640065	Agnia Gorlanova	\N	\N	writer	tt6058130
nm8640066	Nora Acosta	\N	\N		tt6287304
nm8640067	Ricardo Posatti	\N	\N		tt6287304
