nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1460000	Franco Rosati	\N	\N	art_department	tt0323332
nm1460001	Hans Rosbaud	1895	1962	soundtrack	tt0101428,tt1010048,tt13768226,tt2388286
nm1460002	Lyra Celoestine Rose	\N	\N	actor	tt0378063
nm1460003	Neggie Rosenberg	\N	\N	writer,producer,editorial_department	tt0481922,tt0247895,tt0280236,tt1127835
nm1460004	Hans Henrik Rosendahl	\N	\N	editor,camera_department,sound_department	tt0430858,tt11713078,tt12117830,tt0391612
nm1460005	Torsten Rosendahl	\N	\N	writer,art_department,director	tt0352061,tt0392994,tt0397925,tt0397392
nm1460007	Morten Rosenmeier	\N	\N	art_department,miscellaneous,set_decorator	tt0494184,tt0396190,tt0457655,tt0386342
nm1460008	Lisbet Rosenstand	\N	\N		tt0383143,tt0354326,tt0299375,tt0354327
nm1460009	Hans Rosero	\N	\N	camera_department,cinematographer,editor	tt0382044,tt0382340,tt2850352,tt3475536
nm1460010	Anders Rosforth	\N	\N	miscellaneous	tt0381837
nm1460011	Leo Rosner	1918	2008	composer	tt0180981
nm1460012	Riki Rosoka	\N	\N	actor	tt0381993
nm1460013	Darryl Ross	\N	\N	composer,soundtrack	tt0104346,tt0291492
nm1460014	Cesare Rossiello	\N	\N	art_department	tt0117737,tt0323332,tt0117364
nm1460015	Diego Rostango	\N	\N	producer	tt0381532,tt0381153
nm1460016	Christiane Rosthof	\N	\N	editorial_department	tt0094524,tt0381831
nm1460017	Andy Roth	\N	\N	casting_department,miscellaneous,producer	tt14902484,tt12311920,tt2337280,tt9731288
nm1460018	Farida Rouini	\N	\N	costume_designer	tt0309307
nm1460019	Jevon Rousch	\N	\N	miscellaneous	tt0173716
nm1460020	Lena Rouxel	\N	\N	cinematographer,camera_department,director	tt1294658,tt0984068,tt6717464,tt0377083
nm1460021	Kim Rowland	\N	\N	actor	tt0382206
nm1460022	Hamish Roxburgh	\N	\N	assistant_director,producer,actor	tt1456941,tt0382992,tt0234215,tt0121766
nm1460023	Helen Roy	\N	\N	actress	tt0165943
nm1460024	Marie-Bénédicte Roy	\N	\N	actress	tt2788556,tt3609824,tt1459012,tt1035736
nm1460025	Murilo Rubião	1916	1991	writer	tt0469726,tt0382333
nm1460026	Jordin Ruderman	1971	\N	actress,miscellaneous	tt3281548,tt0486048,tt1086334,tt0768183
nm1460027	Glenn Rudolph	\N	\N	producer	tt0382053,tt5359830
nm1460028	Joachim Rudolph	\N	\N	composer	tt0258256,tt0787986,tt0326706
nm1460029	Joseph Ruffner	\N	\N	actor,producer	tt0381980,tt0421579
nm1460030	Nikka Ruiz	\N	\N	actress	tt0350240,tt0350305,tt0382089,tt0288054
nm1460031	Paul Rummel	\N	\N	writer	tt0381929
nm1460032	Pasi Ruokonen	\N	\N	art_department	tt0239804,tt0233509
nm1460033	Aline Rupaud	\N	\N	camera_department,cinematographer	tt0443959
nm1460034	Liliya Rusetskaya	\N	\N	make_up_department	tt9681728,tt2465266,tt0325005,tt0318034
nm1460035	Russell	\N	\N	actor	tt0382110
nm1460036	Hayley Russell	\N	\N	miscellaneous	tt0323332
nm1460037	Jonathan Russell	\N	\N	actor,location_management,production_manager	tt0215139,tt0281448
nm1460038	Loredana Russo	\N	\N	miscellaneous	tt1130992,tt0309820,tt0323332,tt1046997
nm1460039	Steve Ruth	\N	\N	cinematographer	tt14948624,tt1699698,tt0442760,tt1139620
nm1460040	Zbigniew Ratkiewicz	\N	\N	camera_department,actor,miscellaneous	tt0441074,tt0421473,tt0295168,tt10904808
nm1460041	Marie-Helene Rutschowscaya	\N	\N		tt0382283
nm1460042	Ulyana Ryabova	1974	\N	production_designer,art_director	tt1194607,tt3924450,tt0381936,tt0995747
nm1460043	Michael Ryan	\N	\N	camera_department	tt1437254,tt0378875
nm1460044	Filipp Ryba	\N	\N	actor	tt3924450,tt0381936
nm1460045	Grzegorz Rybczynski	\N	\N	actor	tt0382109
nm1460046	Madelyne Ryterband	\N	\N		tt0342145
nm1460048	Franciszek Róznowicz	\N	\N	art_department,producer,miscellaneous	tt1135081,tt0373721,tt6328648
nm1460050	Margarete Rühmkopf	\N	\N	actress	tt0011664
nm1460051	Mauri Saarikoski	\N	\N	music_department,actor	tt0167436,tt0437273,tt0441627,tt0233509
nm1460052	Juha Saarinen	\N	\N	miscellaneous	tt0188135,tt0166236,tt0233509
nm1460053	Lisa Saavedra	\N	\N	writer,producer	tt0381740,tt0385376
nm1460054	Tamerlan Sabanov	\N	\N	actor	tt0312404,tt5559912,tt0381949
nm1460055	Irene Saez	1961	\N	actress	tt0382005,tt12683972,tt1808311,tt0373506
nm1460056	Juan Sahagun	\N	\N	actor,writer	tt1705090,tt8851084,tt2777882,tt0423486
nm1460057	Rie Sahl	\N	\N	miscellaneous	tt0371860,tt0372002
nm1460058	Nacer Sahraoui	\N	\N	assistant_director,editor	tt4541944,tt0309307
nm1460059	K. Sakai	\N	\N	editorial_department	tt0197687
nm1460060	Anatoli Sakharov	\N	\N	camera_department	tt0381781
nm1460061	Fabrice Sakoun	\N	\N	assistant_director,producer,production_manager	tt3876848,tt4210742,tt2118671,tt12971106
nm1460062	Fabio Salciccia	\N	\N	transportation_department,camera_department	tt1854236,tt5825974,tt1859650,tt0323332
nm1460063	Sam Salerno	\N	\N	camera_department,cinematographer,producer	tt9822404,tt4196068,tt0382033,tt2175858
nm1460064	Luke Salisbury	1947	\N		tt0381115
nm1460065	Odile Sallenave	\N	\N	costume_designer	tt0382225
nm1460067	Michal Samoraj	\N	\N	actor	tt0144619
nm1460068	Vanessa San Román	\N	\N	miscellaneous	tt0280015
nm1460069	Federico Sanchez	\N	\N	producer,director,actor	tt3591328,tt2991530,tt2833544,tt0382019
nm1460070	Rachel Sandalow-Ash	\N	\N	actress	tt0377328
nm1460071	Mette Sander	\N	\N	editor	tt0422651,tt0341192,tt0335645
nm1460072	Édouard-Marcel Sandoz	\N	\N	art_department	tt0256343
nm1460073	Nishiki Sano	\N	\N	music_department	tt0371860
nm1460074	Federico Santangelo	\N	\N	production_manager,location_management,miscellaneous	tt1608290,tt8106534,tt3778644,tt1924396
nm1460075	Manolo Santillán	\N	\N	actor	tt0382044
nm1460076	Mon Santiso	1959	\N	actor,writer	tt0384731,tt1205836,tt0476618,tt1730268
nm1460077	Anastasiya Sapozhnikova	\N	\N	actress	tt0381936,tt1925421,tt0830801,tt13144490
nm1460078	Andrea Sapsford	\N	\N	producer,script_department	tt0115355,tt11129816,tt0396997,tt0183068
nm1460079	Djordje Sargas	\N	\N	actor	tt8693294,tt0365089,tt0479311,tt0301634
nm1460080	Ted Sarandis	\N	\N		tt1724589,tt0381115
nm1460081	Petri Saraste	\N	\N	producer	tt0398456,tt2049640,tt0381821,tt0344675
nm1460083	Heini-Maria Sariola	\N	\N	miscellaneous	tt0233509
nm1460084	Michèle Sarrazin	\N	\N	art_department	tt0256343
nm1460085	Brajovic Sasa	\N	\N	cinematographer	tt1169243,tt0382194
nm1460086	Deanna M. Saul	1980	\N	costume_department,costume_designer	tt0386117,tt0327850,tt0490084,tt0325980
nm1460087	Carolyn Saulson	\N	\N		tt0382327
