nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm13300000	Dragos Bogdan	\N	\N		\N
nm13300001	Vlad Schoflek	\N	\N		\N
nm13300002	Roma Valinejachie	\N	\N		\N
nm13300003	Radojon Nevers	\N	\N		\N
nm13300004	Nadja Zerunian	\N	\N		tt10034344
nm13300005	Morivale Moresan Vasile	\N	\N		tt10034344
nm13300006	Cserbar Stulzer	\N	\N		tt10034344
nm13300007	Eugenio Jordacescu	\N	\N		\N
nm13300008	Radu Petruveci	\N	\N		\N
nm13300009	Teru Viorel	\N	\N		tt10034344
nm13300010	Adriana Skrepkariu	\N	\N		\N
nm13300011	Vilgit Skrepkariu	\N	\N		tt10034344
nm13300012	George Nikol	\N	\N		\N
nm13300013	Christina Hurdubaia	\N	\N	miscellaneous	\N
nm13300014	Sean Kraft	\N	\N	camera_department	tt1405406,tt15486810,tt7021508,tt6128300
nm13300015	Mathew Czipf	\N	\N	miscellaneous	tt14721870
nm13300017	Orlando Loya	\N	\N	director,cinematographer	\N
nm13300018	Cruz Segovia	\N	\N	director	\N
nm13300019	Aaliyah Mata	\N	\N	cinematographer,producer	tt17043942
nm13300020	Jose Castillo	\N	\N	producer	tt17043942
nm13300021	Brody Dyksinski	\N	\N		tt11897608
nm13300022	Vini Moreira	\N	\N	director,writer	tt17043948
nm13300023	Filipe Moreira	\N	\N	actor	tt17043948
nm13300024	Leonardo Monteiro	\N	\N	actor	tt17043948
nm13300025	Thiago Campelo	\N	\N	producer	\N
nm13300026	Hon-Long Hsu	\N	\N	director	tt17043964
nm13300027	Wei Chi Fu	\N	\N	producer	tt17043964
nm13300028	Chen Yi-Cheng	\N	\N	cinematographer	tt17043964
nm13300029	Kenneth Southgate	\N	\N		\N
nm13300030	Blake Hopper	\N	\N	cinematographer	tt17043968
nm13300032	Baruj Mackliff	\N	\N		\N
nm13300033	Sophie Hamilton	\N	\N	art_director	tt17042586
nm13300034	Lisa Lampman	\N	\N		\N
nm13300035	M. Scott Peck	\N	\N		\N
nm13300036	Tim Gilligan	\N	\N	cinematographer,camera_department	tt14362614,tt13539646,tt21367132
nm13300037	Camilo Gonzalez	\N	\N	actor	tt4067372
nm13300038	Jack Pappani	\N	\N	actor	tt15403538,tt17043994
nm13300039	Money Raj Singh	\N	\N	actor	\N
nm13300040	Gabriel Roca	\N	\N	writer	\N
nm13300041	Antonio de Haro	\N	\N	producer	tt17044000
nm13300042	Doctor	\N	\N	actor	tt12044880,tt17545028,tt0956265,tt0877690
nm13300043	Monet Woods	\N	\N		\N
nm13300044	Parker Palmer	\N	\N		\N
nm13300047	Rodell Cumberbatch	\N	\N	actor	tt17044014
nm13300049	Paul Etienne Lincoln	\N	\N		tt1794969
nm13300050	Anika Hundal	\N	\N	miscellaneous	tt13978306
nm13300051	Jacob Stern	\N	\N	editor	\N
nm13300053	Debra Haffner	\N	\N		\N
nm13300054	John Truman	\N	\N		\N
nm13300055	Beulah Miggins	\N	\N	actress	tt0147253,tt0146454
nm13300056	Liliana E. Rascon Mena	\N	\N	animation_department	tt11871764,tt1821680
nm13300057	Alejandro Martinez Espinoza	\N	\N	animation_department	tt1821680
nm13300058	Heidy Pozos Villa	\N	\N	animation_department	tt1821680
nm13300059	Adriana Trani Garcia	\N	\N	animation_department	tt1821680
nm13300060	Oscar Hidalgo Amaya	\N	\N	animation_department	tt0424603,tt1821680
nm13300061	Eduardo Walles Martinez	\N	\N	animation_department	tt1821680
nm13300062	Miryam Tellez Schmill	\N	\N	animation_department	tt1821680
nm13300063	Carlos Abugaber Garcia	\N	\N	animation_department	tt0424603,tt1821680
nm13300064	Luis Fernando Bañuelos	\N	\N	animation_department	tt0424603,tt1821680
nm13300065	Salvador Velasco	\N	\N	animation_department	tt1821680
nm13300066	Daniel Christensen	\N	\N	animation_department	tt1821680
nm13300067	Timothy Dowling	\N	\N	animation_department	tt1821680
nm13300068	Jorge Mercado	\N	\N	art_department	tt1821680
nm13300069	Mark Alahumbra Courtman	\N	\N		\N
nm13300070	Dallas Grant	\N	\N	actress	tt3530232,tt18334948,tt18334930
nm13300072	Kristen Hall	\N	\N		\N
nm13300073	Ronny	\N	\N		\N
nm13300075	Massive Jake	\N	\N	actor	tt17044046
nm13300076	Shane	\N	\N	actor	tt17044046
nm13300077	Old Guy	\N	\N	actor	tt17044046
nm13300078	Michael Eb	\N	\N	actor	tt17044046
nm13300079	Mark Hammil	\N	\N	actor	tt17044046
nm13300080	Weird Guy	\N	\N	actor	tt17044046
nm13300081	Margaux Carpentier	\N	\N	director	\N
nm13300082	Arpan Yadav	\N	\N	actor	tt17044054
nm13300083	Harry Sarfo	\N	\N		\N
nm13300084	Shehroze Chaudhry	\N	\N		\N
nm13300087	Krishna Mohan	\N	\N	director	tt17044066
nm13300088	Chennareddy	\N	\N		\N
nm13300089	Ramyareddy Bangarapu	\N	\N	producer	tt17044066
nm13300090	Marcuss Meadows	\N	\N		tt15359644
nm13300091	Linda Hellman	\N	\N		tt15359644
nm13300092	Jackson Ferguson	\N	\N	actor	tt13146488
nm13300094	Joy Carlota	\N	\N	actress	tt0436393
nm13300095	Cecile Carlota	\N	\N	actress	tt0436393
nm13300096	Gizmo Farts	\N	\N		\N
nm13300097	Robert Lee Johnston	\N	\N		\N
nm13300098	Michael Hill	\N	\N	miscellaneous	\N
nm13300100	C Collingsworth	\N	\N		\N
nm13300101	Richard Cowen	\N	\N	actor	\N
nm13300102	Harinath Puli	\N	\N	director	\N
nm13300103	Tim Sherburn	\N	\N	actor	\N
nm13300104	Hemanth	\N	\N		\N
nm13300105	Richard Nadolny	\N	\N	actor	\N
nm13300106	Hanu Krottapalli	\N	\N	producer	tt17044080
nm13300108	Bec Taylor	\N	\N	composer	\N
nm13300110	Price Robideaux	\N	\N	production_manager,miscellaneous	\N
nm13300111	Michael Ward	\N	\N		\N
nm13300112	Anna Holly	\N	\N	art_director	\N
nm13300113	George Costakis	\N	\N	miscellaneous	\N
nm13300114	Sunny Hatch	\N	\N	miscellaneous	\N
nm13300115	Carly Jaeger Gerstlauer	\N	\N	miscellaneous	\N
nm13300116	Jeanette Diaz	\N	\N	actress	tt0319788
nm13300117	Shanah Caratiquet	\N	\N		\N
nm13300119	Subbaraju	\N	\N	director	tt17044098
nm13300120	Madhu	\N	\N	cinematographer	tt17044098
nm13300121	Gopi Sindam	\N	\N		\N
nm13300122	Aaron Hurtado	\N	\N		\N
nm13300124	Tage Das	\N	\N	actor	\N
nm13300125	Gso Phat	\N	\N	actor	tt17044102
nm13300126	Kay Rakin	\N	\N	producer	tt17044102
nm13300127	Grant Stevens	\N	\N		\N
nm13300129	Suresh Reddy	\N	\N	director	\N
nm13300130	Nani Naveen	\N	\N		\N
nm13300131	Ravi	\N	\N	editor	tt17044108
nm13300132	Benn Tyler Iffring	\N	\N	actor	\N
nm13300133	Ross Currie	\N	\N	actor	\N
nm13300134	Florence Lang	\N	\N	actress	tt5605512
nm13300137	Rajratna Waghmare	\N	\N	actor	tt13026332
nm13300138	Swaran Singh Sandhu	\N	\N		\N
nm13300139	Sedgwick Smith	\N	\N	actor	tt22248372,tt20191640,tt17044114
nm13300140	Don Edward Green	1949	\N	sound_department,miscellaneous,actor	tt19766796,tt21602366,tt22802034,tt19609860
nm13300141	Lauren James	\N	\N	writer	\N
nm13300143	Isaac Heim	\N	\N	actor	tt7298782
nm13300144	James Cameron	\N	\N	location_management	tt7298782
nm13300145	Jules Grandin	\N	\N		tt6052530
nm13300146	GucckiiDaGreat	\N	\N		\N
nm13300147	Cecille Gultiano	\N	\N	actress	\N
nm13300148	Julia D. Wallach	\N	\N	actor	\N
nm13300149	Justen Williams	\N	\N		\N
nm13300150	Samuel Earnest	\N	\N	visual_effects	tt16733614
nm13300151	Jack Carter	\N	\N	camera_department	tt8258502,tt7298782
nm13300152	Jean-Baptiste Colas	\N	\N		tt6052530
nm13300154	Jesse Francesco	\N	\N	art_director	\N
nm13300155	Sophie Roderick	\N	\N	miscellaneous,location_management	tt14721554
nm13300156	Erman Kosar	\N	\N	miscellaneous	\N
nm13300157	Yasin Karaaslan	\N	\N	miscellaneous	\N
nm13300158	Christopher Hanna	\N	\N	miscellaneous	\N
nm13300159	Ruben Ortiz	\N	\N	actor	\N
nm13300161	Barry Spencer	\N	\N		\N
nm13300162	Daniel Terry	\N	\N	actor	\N
nm13300163	Jack Matthews	\N	\N	actor	\N
nm13300164	Jarod Catanese	\N	\N	actor	\N
nm13300165	Josh Terry	\N	\N	actor	\N
nm13300166	Luke Joseph	\N	\N	actor	\N
nm13300167	Will Caligiore	\N	\N	actor	\N
nm13300168	Samuel Tregeagle	\N	\N	actor	\N
nm13300169	Matthew Ward	\N	\N	writer	\N
