nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1160000	Denis Patafta	\N	\N	actor	tt1868059,tt0976130,tt1505260,tt0113440
nm1160001	Stéphane Patby	\N	\N	art_department	tt0315445,tt0326059
nm1160002	Terry Pate	\N	\N	camera_department,miscellaneous	tt0339907,tt0362357,tt7557108,tt3315020
nm1160003	Jordan Paterson	\N	\N	miscellaneous	tt0299591
nm1160005	Jill Paton Walsh	1937	2020	writer	tt0315080,tt1578678,tt0177448
nm1160007	Stéphane Patry	\N	\N	art_department	tt0282755,tt0326855
nm1160008	Donna-Marie Patten	\N	\N	actress	tt0290588
nm1160009	Shelley Patterson	\N	\N	art_department	tt0258967,tt0168631,tt0209322,tt0159851
nm1160010	Eileen Paul	\N	\N	actress	tt0406562,tt0003322,tt0278648,tt0366249
nm1160011	Vanderson Paulino	\N	\N	actor	tt0154062
nm1160012	Lauritz Paulsson	\N	\N	actor	tt0124291,tt0032237,tt0125420
nm1160013	Nataliya Pavlovskaya	1970	\N	writer,actress,assistant_director	tt0962764,tt12264542,tt0315234,tt3564158
nm1160014	Jason A. Payne	1978	\N	production_manager,editor,editorial_department	tt1369706,tt2401807,tt1738387,tt1659338
nm1160015	Geoff Peacock	1979	\N		\N
nm1160016	Gregg Pearson	\N	\N	miscellaneous,special_effects	tt0147760,tt0203119,tt0254334,tt0867015
nm1160017	Ernst-Rudolf Pech	1919	1964	production_designer,art_director,actor	tt0057647,tt0232215,tt0171924,tt0051577
nm1160018	Ed Peden	\N	\N		tt1307789,tt1772281,tt0275408
nm1160019	Larry Pellegrini	\N	\N	camera_department,miscellaneous	tt0130170,tt0244955
nm1160021	Ed Pelock	\N	\N	visual_effects,art_department	tt0314972,tt0470737
nm1160022	Olivia Peniston-Bird	\N	\N	producer,director,miscellaneous	tt0203119,tt1924383,tt3592296,tt9261734
nm1160023	Jonathan Penson	\N	\N	sound_department,producer,director	tt6092638,tt0878654,tt0764664,tt1539303
nm1160024	Matt Percy	\N	\N	location_management,camera_department,production_manager	tt0215446,tt0420415,tt0407380,tt0312210
