nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm6690000	Bernard Kasic	\N	\N		\N
nm6690002	Surlin Stipe	\N	\N	editor,producer	tt3415510
nm6690003	David Higgins	\N	\N	stunts	tt3923326,tt4487574
nm6690004	Sverre Isachsen	\N	\N	actor	tt3923326,tt0866613
nm6690005	Christopher Bowes	\N	\N	director,writer,producer	tt3923326
nm6690006	Ngai Wing Tung	\N	\N	actress	tt3420064
nm6690007	Chung Hai Wong	\N	\N	actor	tt3420064
nm6690008	Peter Fok	\N	\N	actor	tt3420064
nm6690009	Leo Poon	\N	\N	actor	tt3420064
nm6690010	Sammel Wong Hing Kwok	\N	\N	actor	tt9544742,tt3420064
nm6690012	Edmond Hui	\N	\N	actor	tt4161596,tt3420064
nm6690013	Chan Wai Shu	\N	\N	actor	tt3420064
nm6690014	Ria van de Ven	1947	2020	writer	tt0227926
nm6690015	Lee Lloyd-Green	\N	\N	cinematographer	tt3958674,tt4251004,tt3923332
nm6690016	Janet Stanley	\N	\N	camera_department	tt3923332
nm6690020	John Ryding	\N	\N	location_management	tt3923332,tt4119244
nm6690021	Nela Kick	\N	\N	assistant	\N
nm6690022	Xinying Zhang	\N	\N	actress	tt6449724,tt7817930,tt14194326,tt3013126
nm6690023	Parita Shah	\N	\N		\N
nm6690024	Avanish Sharma	\N	\N	producer	tt21940594
nm6690025	Margherita Birri	\N	\N	actress	tt0122735
nm6690026	Alida Milana	1973	\N	actress,miscellaneous	tt0122735,tt0122494
nm6690027	Renata Javoríková	\N	\N	actress	tt0354336
nm6690028	Brooke Treller	\N	\N	actress,miscellaneous	tt3376404
nm6690029	Courtney Bauereis	\N	\N	miscellaneous	tt3376404
nm6690030	Joe Torres	\N	\N	miscellaneous	tt3376404
nm6690031	Ken Theissen	\N	\N	actor	tt3376404
nm6690033	Laurence Hunt III	\N	\N	actor	tt0368508
nm6690034	Kale Hills	\N	\N	actor	tt2234701,tt6101992,tt5909786,tt5034326
nm6690037	Scott A. Merrell	\N	\N	actor	tt0368508
nm6690038	Ellie Simons	\N	\N	actress	tt2445178,tt4494948,tt7167690
nm6690039	Alex Hoff	\N	\N	actor	tt0368508
nm6690041	Austin Melville	\N	\N	actor	tt0368508
nm6690043	Damon Johnson	\N	\N	actor,composer,soundtrack	tt0113253
nm6690048	Ejaz Ali	\N	\N	director,actor,editor	tt3923384,tt3004644
nm6690049	Taqi Rizvi	\N	\N	actor	tt3923384
nm6690050	John Barber	\N	\N	actor	tt3923384
