nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0780000	Sandro Scotti	\N	\N	actor	tt0071344,tt0074137
nm0780001	Silvio Scotti	\N	\N	actor	tt0081555
nm0780002	Tino Scotti	1905	1984	actor,writer,producer	tt0123917,tt0034956,tt0045761,tt0044922
nm0780003	Tonia Scotti	\N	\N	actress	tt0073047
nm0780004	Tony Scotti	1939	\N	producer,actor,soundtrack	tt0091027,tt0062430,tt0093379,tt0072521
nm0780005	Vito Scotti	1918	1996	actor,soundtrack	tt0107659,tt0113161,tt0065421,tt0068646
nm0780006	Nigel Scotting	\N	\N	actor	tt0106185
nm0780008	Antoine Scotto	\N	\N	actor	tt0166927,tt0240733
nm0780009	Aubrey Scotto	1895	1953	director,writer,editor	tt0023782,tt0028638,tt0028380,tt0027718
nm0780010	Daniel Scotto	\N	\N	writer,production_manager,assistant_director	tt0168318,tt0077827,tt8374372,tt0108861
nm0780011	Frédéric Scotto	\N	\N	actor	tt1538431,tt0281820,tt0125484,tt0182570
nm0780012	Giovanna Scotto	1895	1985	miscellaneous,actress	tt1184730,tt1074558,tt0041820,tt0126299
nm0780013	Mike Scotto	\N	\N	camera_department	tt0225946,tt0343508,tt0356420
nm0780014	Pierre-Olivier Scotto	1954	\N	actor,writer,director	tt0279941,tt0243529,tt3772968,tt0473570
nm0780015	Renata Scotto	1934	\N	actress,soundtrack,miscellaneous	tt0124312,tt0097613,tt0335704,tt1291673
nm0780016	Rosanna Scotto	1958	\N	actress	tt0110527,tt0110771,tt7040874,tt0117438
nm0780017	Stephen Scotto	\N	\N	camera_department	tt0851199,tt0109675
nm0780018	Steve Scotto	\N	\N	camera_department	tt0080794,tt0437212
nm0780019	Ted Scotto	\N	\N	composer,soundtrack,music_department	tt0083710,tt0076194,tt0087055,tt0209280
nm0780020	Vincent Scotto	1874	1952	composer,soundtrack,music_department	tt0258068,tt0451279,tt1179034,tt0354899
nm0780021	Barbara Scotton	\N	\N	miscellaneous,production_manager	tt0097051,tt0103203,tt0093004,tt0122609
nm0780022	Giorgio Scotton	\N	\N	production_manager,assistant_director,miscellaneous	tt0070565,tt0076085,tt0195230,tt0065662
nm0780023	Maria Rosa Scotton	\N	\N	actress	tt0228026
nm0780024	Myrtle Scotton	\N	\N	actress	tt0079714
nm0780025	Scotty	\N	\N	actor	tt0138074
nm0780027	Lydia Scotty	1926	2021	actress	tt0048129
nm0780028	Adam Scougall	\N	\N	actor	tt0089530,tt0091948
nm0780029	Angela Scoular	1945	2011	actress	tt0064757,tt0124218,tt0063034,tt0061452
nm0780030	Christopher Scoular	1945	2014	actor	tt0082010,tt1531715,tt0094474,tt0086287
nm0780031	David Scoular	\N	\N	actor	tt0111149
nm0780032	Duncan Scoular	\N	\N	camera_department	tt0130159,tt0118864
nm0780033	Grahame Scoular	\N	\N	editor	tt6413112,tt0281477
nm0780034	Kleo Skouloudi	1938	\N	actress	tt0207107,tt0230790,tt0145526,tt0054953
nm0780035	Manolia Scouloudi	\N	\N	actress,soundtrack	tt0196532
nm0780036	Manolis Scouloudis	1901	1989	writer,director,soundtrack	tt0295734,tt0204294,tt0196532
