nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0600000	Marikena Monti	\N	\N	actress,soundtrack	tt0314991,tt0094667,tt0071819,tt4648414
nm0600001	Mario Monti	\N	\N	writer	tt0461004,tt0345667,tt0054703
nm0600003	Mary Elaine Monti	\N	\N	actress	tt0339918,tt0253586,tt0081914,tt0203259
nm0600004	Massimiliano Monti	\N	\N	actor	tt0428925,tt2012845,tt0074249,tt0077459
nm0600005	Maura Monti	1942	\N	actress,soundtrack	tt0235608,tt0061038,tt0244066,tt0282101
nm0600006	Mauro Monti	\N	\N	writer	tt0097702,tt0391011
nm0600007	Mike Monty	1936	2006	actor,writer,producer	tt0304014,tt1043470,tt0756288,tt0378389
nm0600008	Mimi Monti	\N	\N	actress	tt0065611
nm0600010	Mirella Monti	1931	\N	actress	tt0039966,tt0038859
nm0600011	Nicola Monti	\N	\N	soundtrack,actor,miscellaneous	tt0101376,tt0048068,tt0047498,tt1441951
nm0600012	Nino Monti	\N	\N	director,writer,producer	tt0477267,tt0254239,tt0220274,tt0477202
nm0600013	Olivia Monti	\N	\N	miscellaneous	tt0119164
nm0600014	Pat Monti	\N	\N	actor	tt0091166
nm0600015	Rick Monti	\N	\N	producer,miscellaneous	tt0098662,tt0094643
nm0600016	Romana Monti	\N	\N	actress	tt0076200
nm0600017	Salina Monti	\N	\N	actress	tt0116008
nm0600018	Silvia Monti	1946	\N	actress	tt0066950,tt0068827,tt0198757,tt0067361
nm0600019	Stefania Monti	\N	\N	actress	tt0043440
nm0600020	Vincenzo Monti	\N	\N	actor	tt0195335,tt0211318,tt0417930,tt0335345
nm0600021	Yaco Monti	\N	\N	actor,soundtrack	tt0061629,tt6155172,tt0060378,tt8387348
nm0600022	Niní Montiam	\N	\N	actress	tt0137449,tt0415421,tt0032792,tt0040570
nm0600023	Albert Montias	\N	\N	actor	tt13314762,tt0094959,tt0234663,tt0316796
nm0600024	John-Luke Montias	\N	\N	actor,director,writer	tt0381798,tt0972883,tt1016083,tt0194710
nm0600025	Mary Montica	\N	\N	casting_department	tt0116977
nm0600026	Mary Montica-Poole	\N	\N	casting_department,casting_director	tt0268789,tt0367344,tt0117178,tt0159899
nm0600027	Anna Maria Monticelli	1952	\N	actress,writer,producer	tt0290867,tt0091647,tt0088119,tt0445953
nm0600028	Carola Monticelli	\N	\N	actress	tt0209593
nm0600029	Isabella Monticelli	\N	\N	actress	tt0095093
nm0600030	Maurizio Monticelli	\N	\N	actor	tt0049634,tt0050181
nm0600032	Pierrette Monticelli	\N	\N	actress	tt3805856,tt0237831,tt0302099,tt0086551
nm0600033	Barney Monticello	\N	\N	actor	tt0089377
nm0600034	Roberto Monticello	1962	\N	director,writer	tt1107855,tt0235219,tt0234793,tt0381565
nm0600035	Douglas E. Monticue	\N	\N	actor	tt0086601
nm0600036	Gil Montie	\N	\N	actor	tt0094540,tt0113667
nm0600037	Gill Montie	\N	\N	actor,make_up_department	tt0201290,tt0378109,tt0116367,tt0106469
nm0600038	Olivier Montiege	\N	\N	actor	tt0099607
nm0600039	Gustavo Montiel Pagés	1954	\N	producer,director,actor	tt0104751,tt1258146,tt0015724,tt0102478
nm0600040	Aldo Montiel	\N	\N	actor	tt0428473,tt0401450,tt0161485,tt0414945
nm0600041	Alma Montiel	\N	\N	actress	tt0189499,tt0182031,tt0192555,tt0055425
nm0600042	Bernard Montiel	1957	\N	actor,soundtrack	tt0331770,tt0473829,tt3985786,tt0283883
nm0600043	Carmen Montiel	\N	\N	actress	tt0074498
nm0600044	Cecilia Montiel	1955	\N	production_designer,art_director,actress	tt0112851,tt0386140,tt0236493,tt0120746
nm0600045	Chayito Montiel	\N	\N	actress	tt0220872
nm0600046	Crystal Montiel	1982	\N	miscellaneous	tt0246578,tt0258223,tt0267297,tt0263386
nm0600047	Dominic Montiel	\N	\N	miscellaneous	tt0267297
nm0600048	Gabriel Montiel	\N	\N	actor	tt0008662
nm0600049	Ghislain Montiel	\N	\N	actor	tt3805856,tt1813457,tt0889254
nm0600050	Luis Montiel	\N	\N	actor	tt0073118
nm0600051	Marie Montiel	\N	\N	casting_director	tt0223424
nm0600052	Mary Montiel	1935	2001	actress	tt0064933,tt0291227,tt0221909,tt0319132
nm0600053	Miguel Ángel Montiel	\N	\N	production_manager,miscellaneous	tt0293789,tt0133710,tt0139487,tt0353354
nm0600054	Nazario Montiel	\N	\N	actor	tt0119657
nm0600055	Nelly Montiel	1919	1951	actress	tt0221156,tt0039175,tt0040197,tt0180132
nm0600056	Nemesio Montiel	\N	\N	miscellaneous	tt0137240
nm0600057	Roberto Montiel	\N	\N	actor	tt0377578,tt0289699,tt0437471,tt0460924
nm0600058	Salvador Montiel	\N	\N	actor,miscellaneous	tt0220004
nm0600059	Sandra Montiel	\N	\N	editor,editorial_department,music_department	tt0272338,tt4081630,tt7737528,tt0202402
nm0600060	Sara Montiel	1928	2013	actress,soundtrack,producer	tt0051246,tt0067928,tt0055785,tt0052369
nm0600061	Vincente Montiel	\N	\N	actor	tt0160449
nm0600062	Zildetti Montiel	\N	\N	actress	tt0250724,tt0209550
nm0600063	Jean-Claude Montier	\N	\N	production_manager,actor	tt0102599,tt0217172,tt1780701,tt0119576
nm0600064	Yvette Montier	\N	\N	actress	tt0165570,tt0168281
nm0600065	Edgar Montiero	\N	\N	actor	tt0063508
nm0600066	Frank Montiforte	1944	\N	actor	tt0058440,tt0079541,tt0088402,tt0075488
nm0600067	Mary Montiforte	\N	\N	miscellaneous,producer,production_manager	tt0304669,tt0146309,tt0267626,tt0118571
nm0600068	Sam Montiforte	\N	\N	miscellaneous,casting_department	tt0118571,tt0278504,tt0403508,tt0479968
nm0600069	Albert Montigny	\N	\N	actor	tt0038728,tt0191304,tt0042492,tt0205932
nm0600070	Stephanie Sarver	\N	\N	actress,miscellaneous	tt5644050,tt0066360,tt0146092,tt0276471
