nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm3250000	Gretchen Wendel	\N	\N	writer,producer	tt1351985
nm3250001	Farrah Jean	\N	\N	actress	tt2912980
nm3250002	Monica Coyne	\N	\N	sound_department,editorial_department	tt1227214,tt0398450,tt1315062,tt0398584
nm3250003	Yusuf Nasir	\N	\N	actor,miscellaneous,director	tt20454134,tt2547172,tt4955642,tt10161886
nm3250004	Gord Lacey	\N	\N	actor	tt1988472
nm3250005	Loraine Pearce	\N	\N	miscellaneous	tt1235404
nm3250006	Brenda Duarte	\N	\N	actress	tt0322394
nm3250007	Irene Castellanos	\N	\N	animation_department	tt0060651
nm3250008	Davis Rogan	\N	\N	miscellaneous,actor,writer	tt1279972,tt0421715,tt1826809,tt14758886
nm3250009	Jacek Wojciechowski	1962	\N	actor	tt0388626,tt0441074,tt0466406
nm3250010	Jim Morrissey	1962	\N		tt1136193,tt0407424,tt0407423,tt0065323
nm3250012	Dan Rains	\N	\N		tt1352402,tt2501748
nm3250014	Sophia Woodward	\N	\N	cinematographer	tt1352357
nm3250015	Louis Rich	\N	\N		tt0042171
nm3250016	Marie-France Robitaille	\N	\N	actress	tt0235847
nm3250017	Nancy Maurice	\N	\N	actress,costume_department	tt21914094,tt17338880,tt18353056,tt11645110
nm3250018	Jane McCurdy	\N	\N	miscellaneous,production_manager,assistant_director	tt4912910,tt5193358,tt0903624
nm3250019	Sheila Norton	\N	\N	make_up_department,set_decorator	tt1352373
nm3250020	Jessie Sims	\N	\N	actor,miscellaneous	tt1153706,tt0421715
nm3250021	Joshua Saul	\N	\N	miscellaneous	tt0133302
nm3250022	Rich Kimball	\N	\N	special_effects	tt1368860,tt1352361,tt1353990
nm3250023	Ina Martinez	\N	\N	actress,location_management,miscellaneous	tt1596328,tt2825622,tt1332570,tt3883920
nm3250024	Noreen Fenton	\N	\N		\N
nm3250025	Todd Blankenship	\N	\N	camera_department,producer,actor	tt1863237,tt13116980,tt3212496,tt1347371
nm3250026	Jonathan Schroder	\N	\N	art_director,producer,production_designer	tt3134058,tt6981634,tt2543484,tt2923834
nm3250027	Cindy Yoon	\N	\N	editorial_department,music_department,miscellaneous	tt1746242,tt0795174,tt1502714,tt1399683
nm3250028	Joseph Call	\N	\N	miscellaneous	tt0083452,tt0318912
nm3250029	Susann Berg	\N	\N	casting_department	tt1352407,tt1170381
nm3250030	Geoffrey Lehman	\N	\N	writer,producer	tt2928868,tt1302180
nm3250031	Candice Angel	\N	\N	actress	tt1329988,tt2269578,tt1646985
nm3250032	Allie Gray	\N	\N	actress	tt0455918
nm3250033	Keith Combs	\N	\N	camera_department	tt1639443,tt1787123,tt2199068,tt1283570
nm3250034	Susan Greenfield	\N	\N	actress	tt1352363
nm3250035	Ross MacPherson	\N	\N	miscellaneous	tt0421715
nm3250036	Eliza Douglas	\N	\N	actress	tt2219894,tt1352392
nm3250037	Jacquie Garcia	\N	\N		\N
nm3250038	Regis Scott	\N	\N	art_department	tt1670345,tt0954990,tt0421715,tt1046997
nm3250039	Rachel Petrie	\N	\N	actress	tt1417083,tt1316575,tt1351682
nm3250040	Kyle Steffen	\N	\N	actor	tt1327605
nm3250041	Jan Nicholls	\N	\N	miscellaneous	tt0091059
nm3250043	Christy Morgan	\N	\N	script_department	tt1409598
nm3250045	Sally Guillen	\N	\N	make_up_department	tt1500446,tt1350492
nm3250046	Diane Paterson	\N	\N	writer	tt1352453
nm3250047	Geneviève Gagnon	\N	\N	actress	tt0235847
nm3250048	Andy Whitehead	\N	\N	camera_department,cinematographer,visual_effects	tt2086924,tt1027755,tt1729558,tt2086936
nm3250049	Terrance Hurt	\N	\N	make_up_department	tt1352361
nm3250050	Sébastien Thibault	\N	\N	actor	tt0235847
nm3250051	Eli Whitley	\N	\N	miscellaneous,transportation_department	tt1787124,tt1283570,tt1615387,tt14038408
nm3250052	Ryan Eddy	\N	\N	camera_department	tt0421715
nm3250053	Kristen Baumgarten	\N	\N	animation_department	tt1352451,tt1386739
nm3250054	Duncan Maxwell	\N	\N	miscellaneous,actor,writer	tt1797476,tt1578275,tt1592873,tt1657507
nm3250055	Pierre Blanche	\N	\N	actor	tt1329988
nm3250056	Sebastião Guimarães	1980	\N	actor	tt1277987
nm3250057	Maria Marshall	\N	\N	director,actress,producer	tt1352405,tt2473446
