nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm11180000	Guy Fulkerson	\N	\N		\N
nm11180001	Lewis Jennings	\N	\N		\N
nm11180002	Aditi Roy	\N	\N	director	\N
nm11180005	Priyanka Sarkar	\N	\N		\N
nm11180006	Akira Matsuri Brown	\N	\N	editor,sound_department	tt11322074,tt11352684,tt11718100,tt11827792
nm11180008	Puneeth Kumar Gowda	\N	\N	cinematographer	tt12116804
nm11180009	Funda Sevil	\N	\N		tt10324306
nm11180010	Sibel Kaçar	\N	\N		tt10324306
nm11180011	Tuncay Erköse	\N	\N		tt10324306
nm11180012	Yasemin Nisa Zengin	\N	\N		tt10324306
nm11180013	Emre Hardalyaci	\N	\N		tt10324306
nm11180015	Palacios Puri	\N	\N		\N
nm11180016	Fiorito Gonzalo	\N	\N		tt11390482,tt12971854
nm11180017	Patti West	\N	\N		\N
nm11180018	Aadel Matoorianpour	\N	\N	visual_effects	tt6905686,tt5607976,tt13007904,tt7686464
nm11180019	Laia Aleixandri	\N	\N		tt0472641
nm11180020	Joan Soteras	\N	\N		tt0472641
nm11180021	Ravish Singh Rajput	\N	\N		\N
nm11180022	Manish Raj Singh	\N	\N		\N
nm11180023	Nitesh Tejasvi	\N	\N		\N
nm11180024	Meina Stiphout	\N	\N		tt10642842,tt0476122
nm11180025	Rowan Olierook	\N	\N		\N
nm11180028	Elisabetta Bossini	\N	\N		tt4102362,tt8333746,tt13932304,tt7197684
nm11180029	Nicola Bilbie	\N	\N	art_department	tt10703292
nm11180030	Gabriel Scortia	\N	\N		tt18381708,tt13614330,tt11295422
nm11180032	João Rodrigues	\N	\N		tt10157808
nm11180033	Sébastien Bolduc	\N	\N		\N
nm11180034	Mary Álvarez del Burgo	\N	\N		\N
nm11180035	Paula Trini	\N	\N		\N
nm11180036	Laura Torvisco	\N	\N		\N
nm11180037	Jacques Adriaanse	\N	\N	actor	tt14537540,tt17079876,tt8919364,tt1527854
nm11180038	Jacob Marshfield	\N	\N		\N
nm11180040	Benjamin Cavanagh	\N	\N		tt0094481,tt6048644,tt1319260
nm11180041	Bayar Khasbazar	\N	\N		tt11350286
nm11180042	Tuukhtbayar Khanjin	\N	\N		tt11697748,tt11350286
nm11180043	Ariunbold Byambasuren	\N	\N		tt11697748,tt11350286
nm11180044	Lkhagvadorj Khurelbaatar	\N	\N		tt11350286
nm11180045	Batkhuu Kakaa	\N	\N		tt11350286
nm11180046	Dorj Jana	\N	\N		tt11350286
nm11180047	Bulgansaikhan Mandakh	\N	\N		tt11350286
nm11180048	Miltan Debbarma	\N	\N		\N
nm11180049	Dhruvanshi Patel	\N	\N		tt6475714,tt5697572,tt3089630
nm11180050	Dawn Williams	\N	\N	miscellaneous,writer,producer	tt11928948,tt4218572,tt2805096,tt14922280
nm11180051	Matt Palmer	\N	\N		\N
nm11180052	Connor Gani	\N	\N	producer,miscellaneous	tt10720880,tt11416362
nm11180053	Rachel Kelly	\N	\N	producer,camera_department	tt13849880,tt10720880
nm11180054	Amber Reyland	\N	\N		\N
nm11180055	Genevieve Ingham	\N	\N	miscellaneous,producer	tt10720880,tt13866324,tt13849880
nm11180056	David Wright	\N	\N		\N
nm11180057	Matthew Reese	\N	\N	director,writer,producer	tt14033580,tt11390512,tt14033358,tt12990144
nm11180059	Piril Baruh	\N	\N	director,writer,assistant_director	tt9500372,tt13463486,tt12783116
nm11180060	James Shuker	\N	\N	producer,director,writer	tt11390512,tt14505166,tt12783116,tt12769966
