nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm4550000	Nell Minow	\N	\N		tt1724588,tt1787810
nm4550001	Vera Itkin	\N	\N	editor	tt2610656,tt3600380,tt1998274
nm4550002	Sergio Cuan	\N	\N	animation_department	tt6548030
nm4550003	Brett M. Peters	\N	\N	producer,miscellaneous	tt2282286,tt4861660,tt2960938,tt3470708
nm4550005	Bunthang Khim	\N	\N	actor	tt1532530
nm4550006	Dustin Daugherty	\N	\N	art_department	tt2560780
nm4550007	Mat Newman	\N	\N	director,producer,writer	tt16604726,tt3319130,tt1995271,tt14858916
nm4550008	Kiara Vazquez	\N	\N	actor	tt1992090
nm4550009	Vanapalli Bhaskararao	\N	\N	visual_effects,animation_department	tt1361809,tt1447500,tt1869640,tt2091384
nm4550010	Jose Alamillo	\N	\N	miscellaneous	tt1998402
nm4550011	Yanling LI	\N	\N	writer	tt1998386
nm4550012	Chad Michael Smith	\N	\N	music_department	tt1355636
nm4550013	Emma McKillop	\N	\N	casting_department,miscellaneous	tt6264654,tt1431045,tt4682804,tt1950186
nm4550014	Eva Reisenauer	\N	\N	actress	tt1985944
nm4550015	Margaret Nicosia	\N	\N		tt1998274
nm4550016	Jen Wilner	\N	\N		tt1998274
nm4550018	Kristopher Shepardson	\N	\N	actor	tt11577896,tt1992090
nm4550019	Eloi Vazquez	\N	\N	actor	tt1992090
nm4550020	Marcus Damone Henry	\N	\N	writer,producer,director	tt2010896,tt2375337
nm4550021	Mark Starks	1963	\N	producer,writer,actor	tt21338334,tt17073306,tt13404958,tt16161082
nm4550022	Will Fritz	\N	\N	cinematographer,camera_department	tt5468858,tt5841310,tt6892360,tt5914362
nm4550024	Jean Dalin	\N	\N	actor	tt1922596
nm4550025	James Miller	\N	\N	actor	tt1355636
nm4550026	Virginia Hankins	\N	\N	actress,stunts,miscellaneous	tt7612190,tt1918727,tt4725808,tt1281313
nm4550028	Lisa Mongelli	\N	\N	actress,composer,soundtrack	tt2058673,tt1998165,tt4630332,tt5312688
nm4550029	Tobias Prell	\N	\N		\N
nm4550030	Tek	\N	\N		tt1984193
nm4550031	Antonin Gerson	\N	\N	actor	tt1922596
nm4550032	Antoinette Caserta	\N	\N	costume_designer,costume_department	tt4281640,tt5258302,tt1910834,tt1998402
nm4550033	Danielle Schneeloch	\N	\N	producer	tt1998165
nm4550034	Ken Newberry	\N	\N	producer	tt1998165
nm4550035	John Young	\N	\N	actor	tt0249716
nm4550036	Octavio Castello	\N	\N	actor	tt1909962
nm4550037	Lulu Bundra	\N	\N	actress	tt3346654,tt5072844,tt4887134,tt1998274
nm4550038	Jamey Mossengren	\N	\N	actor	tt1355636
