nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm3870000	David John Fourie	\N	\N	actor	tt2157007,tt1057500
nm3870002	Jim Clark	\N	\N		\N
nm3870003	Pat Donahue	\N	\N	script_department	tt1618473
nm3870004	Sandy Garcia	\N	\N		tt0218787
nm3870005	Robert Knight	\N	2014	writer	tt0115147,tt1639890
nm3870006	Mike Webb	\N	\N	art_department,miscellaneous	tt2980516,tt1131729,tt0810784
nm3870007	Michael Griffin	\N	\N		tt0305813,tt0231023,tt0433316,tt0468992
nm3870008	Charles Parker Newton	\N	\N	actor,producer,miscellaneous	tt2570404,tt11213108,tt1947693,tt3456170
nm3870010	Alessandro Santini	\N	\N	actor	tt0472571,tt7654872
nm3870011	Paul Turner	\N	\N		tt1632445
nm3870012	Ryan Markley	\N	\N	visual_effects	tt2377322,tt2302755,tt1320253,tt2140379
nm3870014	Edward O'Sullivan	\N	\N	actor	tt1057500
nm3870015	Joe Watson	\N	\N	miscellaneous	tt1634000
nm3870016	Tom Dean	\N	\N	camera_department	tt2126380,tt1591071
nm3870017	Walter Williams	\N	\N	actor	tt1631364
nm3870018	John Browning	1973	\N		tt0896893,tt0407424,tt0407423,tt0065323
nm3870019	Eric Payne	\N	\N		tt0784858
nm3870020	Mike Warch	\N	\N	actor	tt1631316
nm3870021	Ann Louise Gittleman	\N	\N		tt0471995
nm3870022	Jon Pauling	\N	\N	producer,composer,actor	tt8618580,tt7537388,tt2181923,tt14599576
nm3870024	Mar Abascal	\N	\N		tt1578024
nm3870025	Andy Wilson	\N	\N	actor	tt0784858
nm3870026	Adam Simon	\N	\N	actor	tt2261983,tt1732757,tt1711478,tt1592168
nm3870027	Michael Moreno	\N	\N	sound_department	tt2334657,tt2361205,tt1631351,tt2302975
nm3870028	Pat Young	\N	\N	producer	tt2309999
nm3870029	James Hartman	\N	\N		tt0218787
nm3870030	Andrew Holmes	\N	\N	producer,director	tt2366252,tt3897416,tt8549284,tt2078261
nm3870032	Jimmy Mills	\N	\N	actor	tt6068968,tt1346520
nm3870033	Randeep	\N	\N	producer	tt1260689
nm3870034	Doug Devine	\N	\N		tt1170243,tt1618950
nm3870035	Angela Stewart-Starks	\N	\N	actress	tt2559768,tt3190716,tt1633270
nm3870036	Tim Boggs	\N	\N	actor	tt0266971
nm3870037	Bruce Johnson	\N	\N	producer	tt1621438
