nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0630000	Ron Nickell	\N	\N	actor,camera_department	tt0258965
nm0630001	Albert Nickels	\N	\N	costume_designer	tt0028588,tt0028373,tt0029680
nm0630002	Anja Michels	\N	\N	actress	tt0441131,tt0285209,tt1794740,tt1242463
nm0630003	Brian Nickels	1965	2020	stunts,actor	tt0451279,tt0440963,tt0955308,tt1074638
nm0630004	Kelly Nickels	\N	\N	actor,composer,soundtrack	tt0102005,tt0102685,tt0109287,tt0390022
nm0630005	Rebecca Nickels	\N	\N	actress	tt0093818,tt0102849
nm0630006	Willy Nickels	\N	\N	actor	tt0084609,tt0088781
nm0630007	Mike Nickelson	\N	\N	animation_department	tt0143808,tt0105941
nm0630009	Terry Nickelson	\N	\N	actor	tt0150456
nm0630010	Tom Nickelson	\N	\N	actor	tt0083849,tt0088940
nm0630011	Lisa Nickelt	\N	\N	actress	tt0233275,tt0243164,tt0075820
nm0630012	Daryl G. Nickens	1949	2006	writer,miscellaneous,producer	tt0174388,tt0108983,tt0105876,tt0085109
nm0630013	Sam Nickens	1924	\N	actor	tt0080365,tt0090981
nm0630014	Bob Nickerson	\N	\N		tt0089144,tt1065296
nm0630015	Charles Nickerson	\N	\N	actor	tt0090390
nm0630017	Clark R. Nickerson	\N	\N	cinematographer	tt0163048,tt0008583,tt0007826,tt0008781
nm0630018	Dawn Nickerson	1939	\N	actress	tt0085649,tt0053534,tt2005404,tt0124262
nm0630019	Denise Nickerson	1957	2019	actress	tt0059978,tt0067992,tt0073722,tt0043229
nm0630020	Gregg Nickerson	\N	\N	actor	tt0386823,tt0082613
nm0630021	Helene Nickerson	\N	\N	actress	tt0271917
nm0630022	Jimmy Nickerson	1949	2018	stunts,actor,miscellaneous	tt0093409,tt0117731,tt0120461,tt0073631
nm0630023	Lee Nickerson	\N	\N	miscellaneous	tt0120390
