nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm5260000	Lee Perlman	\N	\N	producer,miscellaneous	tt7596822,tt2374968,tt12020508
nm5260002	Kenneth Nilsson	\N	\N	art_department	tt1278449
nm5260003	Jimmy Lowe	\N	\N	sound_department	tt0083966
nm5260004	Ho-Chuen Fong	\N	\N	camera_department	tt0185294
nm5260005	Single Man	\N	\N		tt1755103
nm5260006	Dan Puodziounas	\N	\N	camera_department	tt2402807,tt13515614,tt1218572
nm5260007	Ulf Holmström	\N	\N	actor	tt1278449
nm5260008	Judith Benhamou-Huet	\N	\N		tt0872041
nm5260009	Derek Kelly	\N	\N	miscellaneous,actor	tt2106361,tt1623205,tt3692652
nm5260010	Ryan DeWeese	\N	\N	actor,music_department	tt2364082
nm5260011	Federico Casado	\N	\N	miscellaneous,director,producer	tt0263363,tt0465140,tt4594652
nm5260012	Shahaf Inon	\N	\N	actor	tt2287699
nm5260013	Per Boman	\N	\N	art_department	tt1278449
nm5260014	Mario Bumbarevic	\N	\N		tt2054969
nm5260015	Tatyana Stanchenko	\N	\N	sound_department	tt1198196
nm5260016	Paula Lynch	\N	\N	miscellaneous	tt0105053
nm5260017	Natalya Kanevskaya	\N	\N	costume_designer,composer	tt7374062,tt2287699,tt10199718,tt9011124
nm5260018	Ashleigh Marie Little	\N	\N		\N
nm5260019	Jirí Winkelhofer	\N	\N		tt1755103
nm5260020	Mats Berg	\N	\N	actor	tt1278449
nm5260021	Christina Whitfield	\N	\N	actress,assistant_director,director	tt7130142,tt11290116,tt3526078,tt6079060
nm5260022	Crazy Heels	\N	\N		tt2054969
nm5260023	Mikhail Karavashkin	\N	\N	camera_department	tt1764600,tt5011584
nm5260024	Joachim Haas	\N	\N	make_up_department,sound_department	tt2317032
nm5260025	Chris Nichter	\N	\N	actor	tt7249606,tt14509064,tt2385094
nm5260026	Jordan Rivers	\N	\N	actor	tt2376726
nm5260027	Martina Hekerová	1991	\N	actress	tt10704730,tt3212706,tt7058158,tt13706100
nm5260028	Michele Leora Roy	\N	\N		\N
nm5260029	Lin	\N	\N	animation_department	tt0170996
nm5260030	Paco Hoyos	\N	\N	miscellaneous	tt0263363
nm5260031	Allyson Stinchfield	\N	\N	miscellaneous	tt2328679
nm5260032	Allan Beutler	\N	\N		tt0158560
nm5260033	Pether Book	\N	\N	actor	tt1278449
nm5260035	Luis M. González	\N	\N	music_department	tt0263363
nm5260036	Mick Ross	\N	\N	actor	tt2364082
nm5260037	Marian	\N	\N	animation_department	tt0170996
nm5260038	Troy Radcliffe	\N	\N	actor	tt2364082
nm5260039	Jennifer Hood	\N	\N	actress,writer	tt7272652,tt7842168,tt8120036,tt7272664
nm5260040	Ging-Man Ho	\N	\N	sound_department	tt0113143,tt0111037,tt0184076,tt0114265
nm5260041	Rick Ostry	\N	\N	miscellaneous	tt2349336
nm5260042	Jason Wineinger	\N	\N	actor	tt2364082
nm5260043	John Jacob Niles	\N	\N	soundtrack	tt0475984,tt0051306,tt0181536,tt1778924
nm5260044	Albert Martínez	\N	\N		tt0371487,tt0419321
nm5260045	Mats Renberg	\N	\N	production_manager	tt1278449
nm5260046	Javiera Fretz	\N	\N	actress	tt2114059
nm5260047	Bob Ayrault	\N	\N		tt1020929
nm5260048	Alf Christensson	\N	\N	actor	tt1278449
nm5260049	Vanessa Lynn Rancourt	\N	\N	actress,producer,director	tt5954206,tt13825576,tt14161900,tt6041858
nm5260050	Harold Whitcomb	\N	\N		\N
nm5260051	Sergey Gerasimenko	\N	\N	art_department,miscellaneous	tt1764600
nm5260052	Vyacheslav Kopitov	\N	\N	transportation_department	tt1764600
nm5260053	Adrian Ortiz-Lacaden	\N	\N	camera_department	tt2380548
nm5260054	Amber Soto	\N	\N	make_up_department	tt2364082,tt2473024
nm5260055	Ryan Yun	\N	\N	actor	tt2383832
nm5260056	Kirill Antonov	\N	\N	camera_department	tt1764600
nm5260057	May Attebring	\N	\N	actress	tt1278449
nm5260058	Pierpaolo Palloni	\N	\N	actor	tt13464162,tt2235250,tt13568886,tt13464012
nm5260059	Anders Loosme	\N	\N	actor	tt1278449
nm5260060	Ilia Goncharov	\N	\N	visual_effects	tt5758778,tt0451279,tt3640424,tt2231461
nm5260062	Julie Rogers	\N	\N		\N
nm5260063	Bong-Kwok Au	\N	\N	camera_department	tt0104861,tt0105796,tt0113600,tt0107399
nm5260064	Richard Schellinger	\N	\N	sound_department	tt2384190
nm5260065	Deezy	\N	\N	actor	\N
nm5260066	Pauline Deshons	\N	\N	actress,composer	tt10715194,tt5108476,tt0172014,tt4629028
nm5260067	Erik Leupp	\N	\N	actor	tt8140092,tt15414758,tt15055706
nm5260068	Gilroy Lockwood	\N	\N	art_department	tt2303110,tt5390246,tt2170371
nm5260069	Gabriella Chydzik	\N	\N	actress	tt2226754
nm5260070	Sharon Butler	\N	\N	actress	tt2364082
nm5260071	Mariló Tarancón	\N	\N		tt0371487
nm5260072	Christophe Lelong	\N	\N	editorial_department	tt1278449
nm5260074	Danielle Bain	\N	\N	art_department	tt1218572
nm5260075	Matt Fried	\N	\N		\N
nm5260076	Frank Di Sario	\N	\N	music_department,actor	tt1218572,tt3174842,tt5268940
nm5260077	Hannah Toriser	\N	\N		tt2054969
nm5260078	Yimin Zhao	\N	\N	cinematographer,camera_department	tt0095151,tt0343516
nm5260079	Finn Björnulfson	\N	\N	music_department	tt2008434,tt1278449
nm5260080	Adran Ramirez	\N	\N	actor	tt2303110
nm5260081	Mikhail Seminyushkin	\N	\N	camera_department	tt1764600,tt5680590
nm5260082	Aleksandr Gusev	\N	\N	camera_department	tt1764600
nm5260083	Viktoriya Rudovskya	\N	\N	costume_department	tt2287699
nm5260084	Jeanne Wester	\N	\N	miscellaneous	tt2379512
nm5260085	Jane Carter	\N	\N	producer	tt2255374
nm5260087	Rubens Kiyomura	\N	\N	writer	tt9334830,tt0274681
nm5260088	Ruta Lauzikaite	\N	\N	visual_effects	tt3207188,tt2510268,tt1864492,tt2976242
nm5260089	Dominic Brennan	\N	\N	composer,sound_department	tt4643680,tt2517640,tt2137832
nm5260090	Bertrand Degrémont	\N	\N	actor	tt0106042,tt4108336,tt0423713,tt0172014
nm5260091	E. González	\N	\N		tt0371487
nm5260092	Ewert And The Two Dragons	\N	\N		tt0872041
nm5260093	Cristiano Karnas	\N	\N	actor,miscellaneous	tt2237158,tt2379192,tt11075392
nm5260094	Antonio Moguel	\N	\N	miscellaneous	tt2303110
nm5260095	Otto Kolka	\N	\N	actor	tt0026321
nm5260096	Norma Ratner	\N	\N	producer	tt0122226
nm5260098	Lisa West	\N	\N	camera_department	tt2366182
nm5260099	Roland Sippel	\N	\N	visual_effects,camera_department	tt6440774,tt3223152,tt2317032,tt3284372
nm5260100	Alexia Kefalas	\N	\N	director	tt0985074
nm5260102	Peggy De Lima	\N	\N	miscellaneous	tt2379512
nm5260103	Alicia Teruel	\N	\N	producer,production_manager	tt2349548,tt15181368
nm5260104	Jeff Gsell	\N	\N	visual_effects	tt2380548
nm5260105	Eve Menuteau	\N	\N	music_department	tt1278449
nm5260106	Sarah Rosato	\N	\N	make_up_department	tt1232783
nm5260107	Brian Puschell	\N	\N	actor	tt0457309
nm5260108	Suet-Wah Mok	\N	\N	assistant_director,script_department	tt0109311,tt0114265
nm5260109	Jon Ek	\N	\N	art_department	tt1278449
nm5260111	Allen Wichard	\N	\N		\N
nm5260112	Michael Magana	\N	\N	miscellaneous,art_department	tt10028182,tt2699226,tt2303110,tt2170371
nm5260113	Aleksandr Sinyavskiy	\N	\N	transportation_department	tt1764600
nm5260114	Oleg Cherkasov	\N	\N	transportation_department	tt1764600
nm5260115	Jason Harlow	1994	\N	producer,writer,director	tt4327452,tt3635624,tt4903170,tt5204534
nm5260116	Vladimir Mironov	\N	\N	art_department	tt2287699
nm5260118	Leos Mikulásek	\N	\N		tt1755103
nm5260119	Brittany Kane	\N	\N	make_up_department	tt2270372,tt5670908,tt3385424,tt3394236
nm5260120	Adrian Clissold	\N	\N	actor	tt2303110,tt2170371
nm5260121	Andreas Sierra	\N	\N	camera_department	tt2303110,tt2170371
nm5260122	Jonathan Jordan	\N	\N	miscellaneous	tt2293638
nm5260123	Leslee Myers	\N	\N	actress	tt2364082
nm5260124	Svetlana Fyodorova	\N	\N	director,miscellaneous	tt3552266,tt1764600
nm5260125	Manuel Farco	\N	\N	transportation_department	tt0263363
nm5260127	Endre Balogh	\N	\N	actor	tt2333682
nm5260128	Stephanie Nelson	\N	\N		\N
nm5260129	Ryan Goens	\N	\N		tt2254708
nm5260130	Silvia Gibert	\N	\N	editor,editorial_department	tt2981562,tt2349548
nm5260131	Ivo Studer	\N	\N		tt2054969
nm5260132	Jan Wagner	\N	\N	visual_effects	tt0435651,tt1706620,tt1606378,tt2717822
nm5260133	Vasily Chesnokov	\N	\N	camera_department	tt1107828,tt2953744,tt1925421,tt2287699
nm5260134	Kevin P. Vasquez	\N	\N		\N
nm5260135	Ivan Kuleshov	\N	\N	camera_department	tt1764600,tt5239984
nm5260136	Ali Yakubov	\N	\N	camera_department	tt20406650,tt1764600
nm5260137	Roman Onufriychuk	\N	\N	editorial_department,visual_effects	tt1278449
nm5260139	John Hardisty	\N	\N	actor,miscellaneous	tt6499392,tt7123060,tt9690794,tt5886332
nm5260140	Hassia Zipper	\N	\N	sound_department	tt0463854,tt1278449
nm5260141	Karen Armstrong	\N	\N	writer,producer	tt2384852
nm5260142	Fiona	\N	\N	actress	tt2384070,tt2566504
nm5260143	Shaun Williams	\N	\N		tt2380548
nm5260144	Wai-Chiu Yu	\N	\N	camera_department	tt7628068,tt1535495,tt1202514,tt8490838
nm5260145	Loïc Gébert	\N	\N		tt0461733
nm5260147	Maxime Charden	\N	\N	director,editor	tt0461733,tt10047992,tt8071602,tt10219178
nm5260148	Patrick Dangerfield	\N	\N	producer	tt11846546,tt0329830,tt8291222,tt10229958
nm5260149	Francois Lessard	\N	\N	editorial_department	tt0107666,tt0156859
nm5260150	Ging-Man Lau	\N	\N	camera_department,sound_department	tt0177268,tt0109412,tt0112543,tt0184076
nm5260151	Marchigiano 'V. Bellini' Coro Lirico	\N	\N	actor	tt2235250
nm5260152	Wing-Chuen Hui	\N	\N	miscellaneous	tt0110195
nm5260153	Robert Washburn	\N	\N	actor	tt2270855
nm5260154	Pénélope Leprevost	\N	\N		tt0361246,tt0872057,tt0461733
nm5260155	Hao Li	1981	\N	visual_effects	tt2239822,tt1856101,tt2820852,tt2310332
nm5260156	Dagmar Nicole	\N	\N		tt1755103
nm5260157	Anthony Bontrager	\N	\N	actor	tt0095875,tt0088612
nm5260158	Roxane Sebastian-Eskan	\N	\N	actress	tt2364082
nm5260159	Kevin Best	\N	\N		tt2254708
nm5260160	Jan-Bong Kwok	\N	\N	camera_department	tt0114265
nm5260161	Kyle Riesenberg	\N	\N	actor,miscellaneous	tt2270855
nm5260163	Jeff Turner	\N	\N	music_department	tt2380548
nm5260164	Lionel Halflants	\N	\N	sound_department	tt14471774,tt0810819,tt1600049,tt2716382
nm5260165	Kin-Wai Lau	\N	\N	script_department	tt0110195,tt0098680
nm5260166	Kristofer Ström	\N	\N	animation_department	tt2399406,tt1278449
nm5260167	Hiu-Dai Hui	\N	\N	miscellaneous	tt0114555
nm5260168	Angelina	\N	\N	actress	tt2384070
nm5260169	Chi-Kwong Yuen	\N	\N	script_department	tt0110195
nm5260170	Garrett Shelton	\N	\N	actor,camera_department	tt2380548,tt12780018
nm5260171	Miguel Cruz	\N	\N	actor	tt2378980
nm5260172	Cecilia Dellow	\N	\N	miscellaneous	tt1278449
nm5260173	Kathrine Foltz	\N	\N	miscellaneous	tt2385064
nm5260174	Braden Schuenke	\N	\N	actor	tt2309000
nm5260175	Nabil Saleh	\N	\N	actor	tt2371824
nm5260177	Ljiljana Orlic	\N	\N	costume_designer	tt14895146,tt2370756
nm5260178	Gavan O'Connor-Duffy	\N	\N	actor,stunts	tt6770142,tt2906216,tt14192428,tt2306299
nm5260179	Jane Walton	\N	\N	actress	tt0046039
nm5260181	RoShawn Winburn	\N	\N	producer	tt2380882
nm5260182	Brent Henderson	\N	\N		\N
nm5260183	Rogelio Marin Ochoa	\N	\N		\N
nm5260184	Chloe JonPaul	\N	\N		tt2371746
nm5260185	Alfonso Míguez	\N	\N	actor	tt6466780,tt4121640,tt7967412,tt6798784
nm5260186	Ka-Fei Yuen	\N	\N	production_manager	tt0102916
nm5260187	Max Marco	\N	\N	visual_effects	tt1764625
nm5260188	Guillermo Gacía Carsi	\N	\N	animation_department	tt1764625
nm5260189	Catherine Howe	\N	\N	actress	tt0096555
nm5260190	Vijay .K. Giri	\N	\N	art_director,actor	tt2232428,tt14824912,tt3307450,tt4114758
nm5260191	Sarah Tate	\N	\N	make_up_department	tt2372598,tt2372578
nm5260192	Gina Shmulker	\N	\N	actress	tt0115385
nm5260193	Cristina Saur	\N	\N	miscellaneous	tt3896100,tt1444680,tt2403961,tt1764625
nm5260194	Alan Elsey	\N	\N	art_department	\N
nm5260195	Morrigan Chronnenberg	\N	\N	actress	tt2167162,tt1815914,tt8064708,tt3912070
nm5260196	Muneeb Iftirhae	\N	\N	actor	tt2372520
nm5260197	Natsumi Kakesu	\N	\N	assistant	\N
nm5260198	Heather Dodson	\N	\N	miscellaneous	tt2372578
nm5260199	Robert Hudson	\N	\N	actor	tt0045477
nm5260200	Hungarian Studio Orchestra	\N	\N	music_department,soundtrack	tt1904996,tt2844798,tt5842890,tt1869716
nm5260201	Angelo Bertolotti	1926	2019		tt0476926,tt0464855,tt0081857,tt1852949
nm5260202	Austin O'Malley	\N	\N	actor	tt2382014
nm5260204	Guiuseppe Macias Beylis	\N	\N		\N
nm5260205	George Callanan	\N	\N	actor	tt0027621
nm5260206	Ida Marie Bødtker	\N	\N	sound_department	tt2580010,tt2380160,tt2291325,tt1526318
nm5260207	Hashim Alsaraf	\N	\N	miscellaneous,production_manager,producer	tt3464902,tt5918982,tt4158096,tt2614684
nm5260208	Bernie Sellman	\N	\N	actor	tt0051864
