nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm11860000	Dean Kelldorf	\N	\N		\N
nm11860001	Carlos Westbrook	\N	\N		\N
nm11860002	Claudia González	\N	\N		tt4937126
nm11860003	Sam Huffman	\N	\N	director,writer,cinematographer	tt13008280
nm11860004	Francie Huffman	\N	\N		tt13008280
nm11860005	Gene Dillon	\N	\N		tt13008280
nm11860006	Denver Dever	\N	\N	production_manager	tt13008280
nm11860007	Donald Henderson	\N	\N	actor,miscellaneous	tt12215286,tt1447487
nm11860008	Chad Hamilton	\N	\N	producer	tt13008284
nm11860009	Rui Aguiar	\N	\N		\N
nm11860010	José Pedro Caetano	\N	\N		\N
nm11860011	Rayan Makhlouf	\N	\N		tt12215286
nm11860012	Andrew Graning	\N	\N	producer	\N
nm11860013	Morgan Mercier	\N	\N	producer	tt6495520
nm11860014	Frank Basil	\N	\N		\N
nm11860015	Alfred Brierley	\N	\N		\N
nm11860016	Major Keenan	\N	\N		tt0181260
nm11860017	Jim Wright	\N	\N		tt0181260
nm11860018	Mirabelle Topham	\N	\N		\N
nm11860019	Dorothy Bergskaug	\N	\N		\N
nm11860020	Carla Soveral	\N	\N		\N
nm11860021	Célia Fernandes	\N	\N		\N
nm11860022	Addison Dlott	\N	\N	director	tt13008372
nm11860023	Victoria Arbour	\N	\N		tt12215286
nm11860024	David Evans	\N	\N		tt12215286
nm11860025	Mark Brambley	\N	\N	editor,producer	tt6495520
nm11860026	Gert Verheust	\N	\N	miscellaneous	tt13000542
nm11860027	Kenny De Rijcke	\N	\N	miscellaneous	tt13000542
nm11860028	Kelly Remory	\N	\N	miscellaneous	tt13000542
nm11860029	Kenny Van Horenbeeck	\N	\N	miscellaneous	tt13000542
nm11860030	Balraj	\N	\N		\N
nm11860031	Hendrikje Balsmeyer	\N	\N		tt0315025,tt13009040,tt13008450,tt0286348
nm11860032	Anouk Balsmeyer	\N	\N		tt13008450,tt13009040
