nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm7520000	Alex Lester	\N	\N		tt1795756,tt4920934
nm7520001	Tommy Olsson	\N	\N		tt3152082
nm7520002	Live Fedog Thorsen	\N	\N		tt3152082
nm7520003	George Chirita	\N	\N	stunts,camera_department	tt5814060,tt1536537,tt3696192,tt4971344
nm7520004	Horatiu Carpiuc	\N	\N	camera_department,stunts	tt5834198,tt5814060,tt4269716,tt4971344
nm7520005	Stefanut Dinu	\N	\N	stunts	tt4936300
nm7520006	Victor Boboc	\N	\N	stunts	tt4936300
nm7520007	Nils Rune Langeland	\N	\N		tt3152082
nm7520009	David Jones	\N	\N	art_department	tt4779344
nm7520010	Calvin King	\N	\N		\N
nm7520012	Frode Saugestad	\N	\N	actor	tt3152082,tt5248342,tt0268836
nm7520015	Silje Larsen Borgan	\N	\N		tt0368509,tt3152082
nm7520017	Fanny Van Vellere	\N	\N	actress	tt4943050
nm7520021	Jason Lie	\N	\N	producer	tt4943050
nm7520022	Travis Fahey	\N	\N	camera_department	tt4943050
nm7520023	Alex Miller	\N	\N	camera_department	tt4943050
nm7520025	Solafa Yahya	\N	\N	camera_department	tt3766432
nm7520028	Kane Dimmer	\N	\N	special_effects	tt2395427,tt8364368,tt3110958,tt1211837
nm7520029	Unni Askeland	\N	\N	actress	tt7054932,tt12609444,tt2432558,tt0380100
nm7520031	Petter R. Hansen	\N	\N		tt3152082
nm7520035	Amy-Jo Lange	\N	\N	costume_department,producer,miscellaneous	tt4943064,tt5308998,tt2211129,tt4981728
nm7520036	Wendy Fisher	\N	\N	producer,miscellaneous,director	tt4943064,tt7184122,tt8746708,tt4981728
nm7520037	Hayley Buckingham	\N	\N	miscellaneous,producer,camera_department	tt1686821,tt3748528,tt1735898,tt2015381
nm7520039	Niamh Farrelly	\N	\N	director,writer,location_management	tt3917318,tt4447108,tt13649586,tt5762170
nm7520042	Angel Bombarda	\N	\N	miscellaneous	tt3059070
nm7520044	Anne Gunn Halvorsen	\N	\N	writer	tt22488414,tt3152082,tt15022184
nm7520047	Roger Cruz	\N	\N	actor	tt3059070
