nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1140000	Dave Reece	\N	\N	editorial_department	tt0299163
nm1140001	Mark Regan	\N	\N	cinematographer,camera_department,director	tt9130682,tt1553073,tt4209492,tt11470590
nm1140002	Lorenz Reill	\N	\N	miscellaneous	tt0248103
nm1140003	Juliano Reis	\N	\N	director,writer,producer	tt9407538,tt0310350
nm1140004	George Reyes	1972	\N	actor,writer,camera_department	tt1727333,tt0442759,tt0408499,tt0436723
nm1140006	Marta Ribas	\N	\N	music_department,director,actress	tt0203682,tt0110871,tt1962033,tt0309600
nm1140007	Robin Richman	\N	\N	miscellaneous	tt0249090,tt0115418
nm1140008	Dave Ridgway	\N	\N	editor,editorial_department,actor	tt2042702,tt1209135,tt1877797,tt1565402
nm1140009	Allen Roberts	\N	\N	soundtrack,camera_department,composer	tt0038735,tt0064726,tt0309969,tt0042106
nm1140010	Falin Rodríguez	\N	\N	animation_department	tt0105935,tt0823511,tt0229557,tt0309827
nm1140011	Paz Romero	\N	\N		\N
nm1140012	Paula Rose	\N	\N	miscellaneous	tt7043012,tt4094724,tt2975578,tt4334266
nm1140013	Dana Rosenberg	\N	\N	costume_department,talent_agent	tt0430922,tt0312528,tt0960731,tt0369735
nm1140014	Rob Round	\N	\N	camera_department	tt0284929,tt0309578
nm1140015	Ted Rouse	\N	\N	production_manager,location_management	tt0076092,tt0082506,tt0083395,tt0079592
nm1140017	Carme Ruiz	\N	\N		\N
nm1140018	Mike Sackett	\N	\N	editorial_department	tt0143799,tt0157260
nm1140020	Susanne Schwarz	\N	\N		\N
nm1140021	Kevin Sedam	\N	\N	camera_department	tt0125029
nm1140022	Alan Shannon	\N	\N	producer,director,writer	tt1173466,tt1319688,tt1173934,tt0113198
nm1140023	Andrew Shire	\N	\N	editorial_department,editor,visual_effects	tt3588082,tt4827922,tt0293113,tt3715300
nm1140024	Vladimir Shomov	1954	\N	animation_department,director,art_director	tt14994134,tt14338982,tt0381124,tt14988160
nm1140025	Nelson Simas	\N	\N	miscellaneous	tt0108354
nm1140026	Derek Simpson	\N	\N	miscellaneous,music_department	tt12747402,tt0446553,tt0431978
nm1140027	Robert Slotta	\N	\N	miscellaneous	tt0306355
nm1140028	Manuel Soler	\N	\N	music_department,actor	tt0107435,tt0485180,tt0302447
nm1140029	Tim Staley	\N	\N	miscellaneous	tt0310825
nm1140030	Mike Starsmer	\N	\N	art_department	tt0152000
nm1140031	Whitney Stone	\N	\N	producer,miscellaneous	tt2231225,tt0309578
nm1140032	Martin Strike	\N	\N	editor,editorial_department,sound_department	tt0279367,tt3639208,tt1601976,tt0309190
nm1140033	Daniel Suñer	\N	\N	camera_department	tt0113168
nm1140035	Antonio Tartós	\N	\N		\N
nm1140036	Kathleen Taylor	\N	\N	actress,miscellaneous	tt2322342,tt0373782,tt0374616,tt1779808
nm1140037	Michael R. Taylor	\N	\N	editorial_department,camera_department	tt0376105,tt0319061,tt0362270,tt0255797
nm1140038	Bill Teisher	1970	\N	miscellaneous	tt0249090
nm1140039	Nick Temple	\N	\N	editorial_department,miscellaneous,actor	tt0234889,tt0339926,tt0346952,tt7235270
nm1140040	Pauline Teran	\N	\N	camera_department	tt0314012,tt0283957,tt0926763,tt1087842
nm1140041	Omari Thomas	\N	\N	camera_department,actor	tt2182062,tt0406650,tt1280725,tt7158148
nm1140042	Marina Torné	\N	\N	miscellaneous	tt0108354
nm1140043	Felia Torres	\N	\N	costume_department,costume_designer	tt0111071,tt9077094,tt3592846,tt8252544
nm1140044	Laurie Touma	\N	\N	miscellaneous,assistant_director	tt0302889,tt0264761,tt0293176
nm1140045	Martine Traks	\N	\N	production_manager,miscellaneous,costume_department	tt0230745,tt0119625,tt0208491,tt0110521
nm1140046	Mike Turesky	\N	\N	camera_department	tt0293113
nm1140047	Hugh Turner	\N	\N	actor,miscellaneous	tt0074799,tt0074072,tt0210945,tt5537728
nm1140049	Hugo Valdés	\N	\N	camera_department	tt0101923
nm1140050	Alice Valiquette	\N	\N	location_management	tt0310122
nm1140051	David Valle	\N	\N		\N
nm1140052	Isabelle Valès	\N	\N	miscellaneous	tt0103522
nm1140053	Kevin Vargas	\N	\N	producer,miscellaneous,director	tt0133302,tt0805978,tt6440422,tt12673630
nm1140054	Pancho Vargas	\N	\N		\N
nm1140055	Javier Varon	\N	\N	miscellaneous	tt0111192
nm1140056	Manuel Veguin	\N	\N	producer,miscellaneous	tt1024683,tt0404231,tt0090537,tt0101220
nm1140057	Martha Vidrio	\N	\N	director,writer,editor	tt0449320,tt0380590
nm1140058	Carles Vila	\N	\N	director,sound_department,camera_department	tt0887559,tt0297174,tt2219163,tt2933162
nm1140059	Esteban Vélez	\N	\N	production_manager,miscellaneous	tt1332900,tt0833399,tt1024683,tt0456233
nm1140060	William Wall	\N	\N	transportation_department	tt0125029
nm1140061	Doug Webster	\N	\N	miscellaneous,assistant_director	tt0308383,tt0278823,tt0280760,tt0386588
nm1140062	Stacey Weiser	\N	\N	miscellaneous	tt0364829,tt1996264,tt0167515,tt2170872
nm1140063	Ole M. Werner	\N	\N	transportation_department	tt0248103
nm1140064	Lisa Whelan	\N	\N	miscellaneous	tt0259503
nm1140065	Oscar Whelan	\N	\N	script_department	tt0125029
nm1140066	Jeanne White	\N	\N	actress,miscellaneous	tt2801364,tt0120986,tt0259503
nm1140067	Bryan Wible	\N	\N	miscellaneous	tt0249090
nm1140068	Lance Willis	\N	\N	camera_department	tt0167338
nm1140069	Kasey Wilson	\N	\N	actress,producer,miscellaneous	tt0824775,tt1196648,tt1091228,tt0329639
nm1140071	Simon Withington	1974	\N	producer,miscellaneous,director	tt0366624,tt1198026,tt13644002,tt14530814
nm1140072	Dan Woolfe	\N	\N	producer	tt9557052
nm1140073	Mike York	\N	\N	miscellaneous	tt0114537,tt0119098
nm1140074	Jean-Yves Klein	\N	\N	producer,production_manager	tt0324337,tt0375545,tt0792957,tt0310566
nm1140075	Dany McDonald	\N	\N	miscellaneous,visual_effects	tt0283703,tt1266003,tt0169414,tt0465676
nm1140076	Jean-Claude Rey	\N	\N	production_manager	tt0419211,tt0084340,tt0281549,tt0125695
nm1140077	Luree S. Rogers	\N	\N	production_manager	tt0125029
nm1140078	Bobby Akin	\N	\N	producer,miscellaneous,production_manager	tt0310533,tt3243094,tt6565892,tt9859306
nm1140079	Patrick Albert	\N	\N	producer	tt0310275
nm1140081	Cory Brennan	\N	\N	producer,manager,actor	tt0310085,tt7192934,tt2692328,tt4439102
nm1140082	Jürgen Bundy	\N	\N	writer,producer	tt0310524
nm1140083	Jim Corston	\N	\N	producer,production_manager,location_management	tt0486232,tt1859879,tt2148840,tt5527612
nm1140084	David Allen Cress	\N	\N	producer,assistant_director,actor	tt1780441,tt4677934,tt5901614,tt0842929
nm1140085	Selena Cunningham	\N	\N	producer,script_department	tt5760288,tt5698104,tt7993788,tt0309514
nm1140086	Andrew Curtis	\N	\N	camera_department,miscellaneous,actor	tt4067832,tt1272837,tt1112757,tt0297221
nm1140088	Ray Donahue	\N	\N	producer	tt0310741
nm1140089	Neil Elman	\N	\N	producer,writer,miscellaneous	tt2537176,tt1242432,tt5239972,tt0398033
nm1140090	Peter Frisch	\N	\N	producer,actor	tt0159922,tt18766166,tt0069658
nm1140091	Jody Gerson	\N	\N	producer,executive	tt0303933,tt0466856,tt9377904,tt11947088
nm1140092	Jason Gooden	\N	\N	producer	tt0139709
nm1140093	Michael Z. Gordon	1941	\N	producer,soundtrack,music_department	tt0272207,tt0086066,tt2160099,tt0110912
nm1140094	Michelle Gordon	\N	\N	producer,actress,executive	tt11237650,tt0121569,tt0427355,tt1456059
nm1140096	Joel Hahn	\N	\N	cinematographer	tt0306800
nm1140097	Mark Hodges	\N	\N	cinematographer,visual_effects,producer	tt0114390,tt3174710,tt0114749
nm1140098	Richard E. Huber	\N	\N	producer	tt0190846
nm1140099	Alex Jansen	1977	\N	producer,production_manager	tt0310335,tt1555091
nm1140100	Terri Jenkins	1968	\N	producer	tt0306719
nm1140101	Billy Karl	\N	\N	producer	tt0309324
nm1140102	Jeong-jo Kim	\N	\N	producer	tt0333484,tt0333588,tt0333912,tt0334181
nm1140103	Seong-je Kim	\N	\N	producer,director,writer	tt0462684,tt4800070,tt0310000,tt0267622
nm1140104	Henry Kimmel	\N	\N	producer,writer	tt0098740,tt0309148,tt0841003,tt0841001
nm1140105	Shi-yeong Kwon	\N	\N	writer,producer	tt0376594,tt0309553
nm1140106	Michael R. Love	\N	\N	producer	tt0306719
nm1140107	Tom McPhee	\N	\N	producer,miscellaneous,director	tt9180856,tt0972357,tt0840278,tt9180370
nm1140108	Michael Meadows	\N	\N	producer,director,writer	tt0975740,tt0486272,tt0318220,tt0320372
nm1140109	Rick Miner	\N	\N	producer,director,writer	tt0310533,tt0086697,tt0462088,tt1275102
nm1140110	Terri Murphy	1972	\N	producer,production_manager,editorial_department	tt1586680,tt5574490,tt2935974,tt11337908
nm1140111	Michael P. O'Hara	\N	\N	writer,producer,actor	tt1777548,tt0945370,tt0332002,tt10403916
nm1140112	Ariane Obert	\N	\N	producer	tt0310016,tt5435248,tt1339648
nm1140113	Michael Ohom	\N	\N	producer	tt0310480
