nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0290000	Adolfo Franci	1895	1954	writer	tt0043809,tt0034493,tt0038913,tt0040522
nm0290001	Armando Franci	\N	\N	production_manager,producer	tt0052762,tt0042355,tt0044660,tt0046974
nm0290002	Carlo Franci	1927	2019	composer,music_department,actor	tt0054044,tt0055116,tt0056024,tt0056026
nm0290003	Diana Franci	\N	\N	actress	tt0035158
nm0290004	Geni Franci	\N	\N	actress	tt0062943
nm0290005	Laura Franci	\N	\N	actress	tt0082567,tt0156330,tt0082904,tt3906184
nm0290006	Romano Franci	\N	\N	miscellaneous,actor,production_manager	tt1423967,tt2148526,tt2704372,tt0127675
nm0290007	Stephen M. Francia Jr.	\N	\N	actor	tt0128170
nm0290008	Aldo Francia	1923	1996	director,writer,actor	tt0070959,tt0130375,tt0065165
nm0290009	Barbara Francia	\N	\N	actress	tt0211039,tt0186396,tt9230946,tt0050897
nm0290010	Juan Francia	\N	\N	writer	tt0105497,tt12276534,tt0925035,tt0420629
nm0290011	Luisa Francia	1949	\N	actress,writer,producer	tt0109032,tt0077511,tt0079866,tt1472998
nm0290012	Mari Francia	\N	\N	actress	tt0082196
nm0290013	Maria Grazia Francia	1931	2021	actress	tt0045098,tt0795990,tt0044433,tt0041820
nm0290014	María Francia	\N	\N	actress	tt0073027
nm0290015	Mittyl Francia	\N	\N	actress	tt0199507
nm0290016	Ricardo Francia	\N	\N	sound_department	tt0119225,tt0119080,tt0127722
nm0290017	Stefano Francia	\N	\N	director,actor,writer	tt2090599,tt0210300,tt0850908,tt2088661
nm0290018	Anita Francillon	\N	\N	actress	tt0127032
nm0290020	Francine	1962	\N	actress	tt0264421,tt0252272,tt0167056,tt0141469
nm0290022	Anne Francine	1917	1999	actress	tt0271792,tt0059229,tt0060009,tt0090555
nm0290023	Betty Francine	1929	\N	actress	tt0045029,tt0126654,tt0044533
nm0290024	Dolores Francine	\N	\N	actress	tt0048692,tt0062343,tt0055377
nm0290025	Francis Francine	\N	\N	actor	tt0138947,tt0063236,tt0164117,tt0054880
nm0290026	Fransined	1914	2012	actor	tt0091480,tt0091288,tt0045122,tt0156494
nm0290027	Francinette Costa	\N	\N	actress	tt0199037,tt0441479,tt0279399,tt0260911
nm0290028	Anacleto Francini	\N	\N	writer	tt0034352,tt0031583,tt0031476,tt0031798
nm0290029	Enrique M. Francini	\N	\N	composer	tt0057001
nm0290030	Germain Francini	\N	\N	actor	tt0050519
nm0290031	Ioris Francini	\N	\N	miscellaneous,executive	tt0237704
nm0290032	Marina Francini	\N	\N	art_department	tt0133413
nm0290033	Mario Francini	\N	\N	miscellaneous,production_manager,location_management	tt0089893,tt0120731,tt0116040,tt0141926
nm0290034	Michel Francini	1921	2014	actor	tt0293564,tt0098578,tt1149361,tt0348712
nm0290035	Paulo Francini	\N	\N	producer	tt0082912,tt0089424
nm0290036	Sebastián Francini	1989	\N	actor	tt0288479,tt0372646,tt0382739,tt0154063
nm0290037	Tom Francini	\N	\N	miscellaneous,producer	tt0103524,tt0204946,tt0221728,tt0361192
nm0290038	Melanie Franciosi	\N	\N	visual_effects	tt1013860,tt0348150,tt0783517,tt0338751
nm0290039	Armando Francioli	1919	2020	actor	tt0044885,tt0048068,tt0055296,tt0045613
nm0290040	Léon Francioli	1946	2016	composer	tt0197537,tt0212408,tt11374380,tt0078080
nm0290041	Gianni Franciolini	1910	1960	director,writer,assistant_director	tt0032632,tt0039149,tt0048530,tt0052110
nm0290042	Giuseppe Francione	\N	\N	actor	tt0117906
nm0290043	Tan Hung Francione	\N	\N	actor	tt0093058
nm0290044	Antonio Francioni	\N	\N	actor	tt0883910,tt0128929,tt0336288,tt0179893
nm0290045	Cristina Francioni	\N	\N	costume_designer,costume_department	tt0213163,tt10480532,tt0345032,tt0104663
nm0290046	Renzo Francioni	\N	\N	make_up_department,sound_department	tt0061772,tt0068177,tt0069253,tt0067879
nm0290047	Anthony Franciosa	1928	2006	actor	tt0084777,tt0050371,tt0115907,tt0050487
nm0290048	Christopher Franciosa	\N	\N	actor	tt0166276,tt0172098,tt0353049,tt15451642
nm0290049	Massimiliano Franciosa	\N	\N	actor,director,writer	tt0405531,tt12989910,tt7865760,tt0874959
nm0290050	Massimo Franciosa	1924	1998	writer,director	tt0057091,tt0050435,tt0056389,tt0057566
nm0290051	David Franciosi	\N	\N	actor	tt8174394,tt1589035,tt0243400,tt0775367
nm0290052	Giovanni Francioso	\N	\N	actor	tt0217897
nm0290053	Steven Franciotti	\N	\N	art_department	tt0115742,tt0083833
nm0290054	Charlene Francique	\N	\N	stunts,actress	tt0319262,tt3385516,tt1877832,tt1411250
nm0290055	Francis	1958	2007	actor	tt0285002,tt0293495,tt0222600,tt0382939
nm0290056	John O'Sullivan Francis Jr.	\N	\N	producer,miscellaneous	tt0088563,tt0096554,tt0090506,tt0213341
nm0290057	Neil J. Francis Jr.	\N	\N	actor	tt0101393
nm0290058	'Panama' Francis	1918	2001	music_department,soundtrack	tt0104797
nm0290059	A. Joseph Francis	\N	\N	producer	tt0114618
nm0290060	Adam Francis	\N	\N	miscellaneous,editor,art_department	tt0132939,tt0144930,tt0144605,tt0127398
nm0290061	Al Francis	1918	1998	cinematographer,camera_department	tt0065303,tt0060009,tt0060028,tt3618500
nm0290062	Alan Francis	\N	\N	actor	tt0054673,tt0057507
nm0290063	Alan Francis	\N	\N	actor,writer	tt1305562,tt0159401,tt13119000,tt1160000
nm0290064	Alan Francis Sullivan	1964	\N	actor,miscellaneous,stunts	tt7042862,tt0094416,tt0146309,tt0094574
nm0290065	Albi Francis	\N	\N	camera_department	tt0118929
nm0290066	Alec B. Francis	1867	1934	actor,director	tt0025289,tt0024405,tt0015684,tt0019456
nm0290067	Alicia Francis	\N	\N	costume_department,actress	tt0114780,tt0112612,tt0236304,tt0112649
nm0290068	Alicia Francis	\N	\N	sound_department,actress	tt0282466,tt0315354,tt0297769,tt0224025
nm0290069	Allan R. Francis	\N	\N	actor	tt0090830
nm0290070	Allen Francis	\N	\N	actor	tt0118332
nm0290071	Allen Francis	\N	\N	writer	tt0258814
nm0290072	Alma Francis	1890	1968	actress	tt0015085,tt0135475,tt0015504
nm0290073	Alun Francis	\N	\N	composer,music_department	tt0081188,tt0084006,tt0203280
nm0290074	Andrea Francis	\N	\N	actress	tt0088512,tt2457604,tt0096555,tt0159876
nm0290075	Andrew Francis	1985	\N	actor,producer,sound_department	tt0270933,tt0414982,tt0435670,tt0808506
nm0290076	Andrew Francis	\N	\N	actor	tt1432226,tt0249301,tt0290962,tt0149467
nm0290077	Andy Francis	\N	\N	actor	tt3054710,tt2372162,tt2700114,tt0210945
nm0290078	Andy Francis	\N	\N	director,producer,assistant_director	tt1197646,tt1034252,tt6354184,tt1510897
nm0290080	Ann Francis	\N	1983	actress	tt0078736,tt0270146,tt0159876
nm0290081	Anna Belle Francis	\N	\N	actress	tt0155713,tt1043713,tt2175524
nm0290082	Anne Francis	\N	\N	writer	tt0057757,tt0159904,tt0054318,tt0017113
nm0290083	Anne H. Francis	\N	\N	actress	tt0038568
nm0290084	Anthony Francis	\N	\N	actor	tt0026126
nm0290085	Archie Francis	\N	\N	actor	tt0479881,tt0106400
nm0290086	Arlene Francis	1907	2001	actress,soundtrack	tt0030881,tt0040087,tt0055256,tt0057581
nm0290087	Barbara Francis	\N	\N	actress	tt0054673,tt0057507
nm0290088	Barnaby Francis	1990	\N	actor,soundtrack	tt0118273,tt0169438,tt0184164,tt0244903
