nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm10640000	Le Kieu Nhu	\N	\N	actress	\N
nm10640002	Fred Fournier	\N	\N	actor,writer	\N
nm10640003	Peter Comito	\N	\N	location_management	\N
nm10640004	David Moon	\N	\N		\N
nm10640005	The Comito Family	\N	\N		\N
nm10640006	Linda Harris	\N	\N		\N
nm10640007	Anna Paczynska	\N	\N	actress,writer	tt15470892,tt13238680
nm10640008	Debra Gomez	\N	\N		\N
nm10640009	DaleLee Delight	\N	\N	producer	\N
nm10640011	Jordan Carlton	\N	\N	stunts	tt1571234
nm10640012	Mervyn Church	\N	\N	miscellaneous,stunts	tt6807662,tt1571234,tt9099800,tt7631058
nm10640013	Olivia Choi	\N	\N		\N
nm10640014	Steve Moreno	\N	\N		\N
nm10640017	Aseel Farhat	1997	\N	actress	tt6443330,tt4565380,tt13411490,tt4212124
nm10640018	Joe P. Gillum	\N	\N	editorial_department,cinematographer,editor	\N
nm10640019	Steve James	\N	\N		\N
nm10640020	Fantazzia Bender	\N	\N		\N
nm10640021	Tremell McAlpine	1999	\N	actor	tt14844372,tt10217262,tt14841142
nm10640022	Julius Kits	\N	\N	director,actor,writer	\N
nm10640023	Aaron Kuum	\N	\N	actor	\N
nm10640024	Sander Puulmann	\N	\N	actor	\N
nm10640025	Brey Velberk	\N	\N	actor	\N
nm10640026	Kert Õun	\N	\N	actor	\N
nm10640027	Kevin Klais	\N	\N	actor	\N
nm10640028	Richard Rõngelep	\N	\N	actor	\N
nm10640029	Rando Rjatipov	\N	\N	actor	\N
nm10640030	Maarja Noorväli	\N	\N	actress	\N
nm10640031	Sandra Pallo	\N	\N	actress	\N
nm10640032	Roland Lepp	\N	\N	actor	\N
nm10640033	Kevin Harjo	\N	\N	actor,art_department	tt12851130,tt10244464
nm10640034	Siim Kärner	\N	\N	actor	\N
nm10640035	Martin Dislis	\N	\N	actor	\N
nm10640036	Kristjan Kalekin	\N	\N	actor	\N
nm10640037	Tõnis Eerik Kukk	\N	\N	actor	\N
nm10640038	Kristjan Kuusiku	\N	\N	actor	\N
nm10640039	Harly Kirspuu	\N	\N	producer,writer	tt10244464,tt15091994
nm10640040	Eret Kuusk	\N	\N	writer,cinematographer,producer	\N
nm10640041	Süngehel	\N	\N	composer	tt10244464
nm10640042	Sofja Zdanova	\N	\N	cinematographer,editor	\N
nm10640044	Robert Doc Schoen	\N	\N	actor	\N
nm10640045	Chris Hoff	\N	\N	actor	\N
nm10640046	Roger Chan	\N	\N		tt18271646,tt7551844
nm10640047	Tony Tavares	\N	\N	camera_department	\N
nm10640048	Gorgy Loosen	\N	\N	costume_department	\N
nm10640049	Travis Petosa	\N	\N	miscellaneous	\N
nm10640050	Alizee Osborn	\N	\N	miscellaneous	\N
nm10640053	Jesús García González	\N	\N	actor	tt10228502,tt10940666,tt18077778,tt14854692
nm10640054	Fernanda Costabile	\N	\N	writer,producer	tt7135800,tt5882066
nm10640055	Cecilia Cury	\N	\N		\N
nm10640056	Fernanda Mainier Hack	\N	\N		\N
nm10640057	David J. Lopez	\N	\N		\N
nm10640060	Federico Sanchez Jr.	\N	\N	actor	\N
nm10640061	Sandro Nunes	\N	\N	casting_director,director,writer	tt10199104,tt10136126,tt10136490,tt15484034
nm10640063	Keon Mack	\N	\N	actor	tt14347138,tt8228884
nm10640072	Jesse Solomon Clark	\N	\N		\N
nm10640075	Sidney Tan	\N	\N	art_director	\N
nm10640076	Matt Fulton	\N	\N	writer,producer,director	tt14270552
nm10640080	Jessica Amburgey	\N	\N	editorial_department,visual_effects	tt12669854,tt11502498,tt11140488,tt12731980
nm10640081	Sam Le Bas	\N	\N	camera_department	tt0318959
nm10640083	Dan Roberts	\N	\N		\N
nm10640085	Anastasia Skrebneva	\N	\N	animation_department,art_department	\N
nm10640088	Sandro Nunes	\N	\N	casting_department,cinematographer	tt10477588,tt10136490,tt10146250
nm10640089	Juju Casteneda	\N	\N	actress	tt8228884,tt13660118,tt11237714
nm10640090	Monica Tramitz	\N	\N		\N
nm10640091	Michael Altneu	\N	\N		tt0072584,tt1879599
nm10640093	Alexa Liautaud	\N	\N	producer,miscellaneous	tt6329790
nm10640094	Samuel J. Moses	\N	\N	visual_effects	tt0944947
nm10640095	Molly Tompkins	\N	\N	visual_effects	tt1877830,tt0944947
nm10640096	Jeremy Richmond	\N	\N	camera_department	tt0944947
nm10640097	Kim Creller	\N	\N	camera_department	tt0944947
nm10640098	James Bowersock	\N	\N	camera_department,actor	tt14074862,tt10129404,tt10380334,tt14947834
nm10640100	Aldo Monges	\N	\N	composer	\N
nm10640101	Tyler Cowen	\N	\N		tt11465424
nm10640102	Kimberley Schweitzer	\N	\N	miscellaneous	tt5719748,tt0944947
nm10640103	Christoph Voigt	\N	\N	writer	tt0498891,tt0465838
nm10640104	Arlette Geburtig	\N	\N	writer	tt0498891,tt9636952
nm10640105	Dominik Schönenborn	\N	\N		\N
nm10640106	Oliver Niesen	\N	\N		tt0498891,tt0370166
nm10640107	Felix Zimmermann	1974	\N		tt0327382,tt12856892,tt0787994,tt1155384
nm10640108	Sven Vetter	\N	\N		\N
nm10640109	Daniel W. Mitnik	\N	\N	actor	\N
nm10640110	Julian Feifel	\N	\N	composer	\N
nm10640111	Jisiah Miller	\N	\N	actor	tt8228884
nm10640112	Valor Miller	\N	\N	actor	tt8228884
nm10640113	Blaqnmild	\N	\N	soundtrack,music_department,composer	tt8722346,tt1798603,tt8851668,tt2062700
nm10640114	Alexa Liautaud	\N	\N		\N
nm10640136	Woosung Kang	\N	\N	miscellaneous,visual_effects	tt5758778,tt2356777
nm10640145	Reetta Kiventöyry	\N	\N		\N
nm10640146	Big Baby	\N	\N	actor	tt8228884
nm10640147	Julian Acosta	\N	\N		tt10228534,tt15345936
nm10640150	Sadie Mei Lin	\N	\N	actress	tt0877512
nm10640153	Shaddy Feel Good	\N	\N	actor	tt8228884
nm10640154	Diego Pocholo Mendoza	\N	\N	miscellaneous	\N
nm10640157	Francisco Nikotian	\N	\N	miscellaneous	\N
nm10640158	Gustavo Mapache	\N	\N	miscellaneous	\N
nm10640159	Mateo Amaral	\N	\N	miscellaneous	\N
nm10640160	Gabriel Abdala	\N	\N	miscellaneous	\N
nm10640161	Matías Pascual	\N	\N	miscellaneous	\N
nm10640162	Diego Pascual	\N	\N	miscellaneous	\N
nm10640163	Luis Contreras	\N	\N	miscellaneous	\N
nm10640164	Juan Cevallos	\N	\N		\N
nm10640165	Pablo Polacci	\N	\N		\N
nm10640166	Gabriel Peuser	\N	\N	visual_effects	tt1634003
nm10640167	Marcos Pezzani	\N	\N	visual_effects	tt11082512,tt10218674,tt7587604,tt16589104
nm10640168	Ega Osorio	\N	\N	visual_effects	\N
nm10640169	Agustin Denis	\N	\N	visual_effects	\N
nm10640170	Alejandro Villavicencio	\N	\N	visual_effects	tt7587604,tt11001826
nm10640171	Pablo Molina	\N	\N	visual_effects,camera_department	\N
nm10640172	Boris Gudz	\N	\N		\N
nm10640173	Vsevolod Ovchinnikov	1926	2021		tt7122412,tt10226024
nm10640174	Dmitriy Kharitonovich	\N	\N		\N
nm10640175	Sandro Nunes	\N	\N		\N
nm10640176	Johnathan Cohen	\N	\N	actor	\N
nm10640177	Judith Jakab	\N	\N	actor	\N
nm10640178	Aris Khadadian	\N	\N	actor	\N
