tconst	directors	writers
tt22110408	\N	\N
tt22110542	\N	\N
tt22110596	\N	\N
tt22110812	\N	\N
tt22111002	\N	\N
tt22111178	\N	\N
tt22111204	\N	\N
tt22111558	\N	\N
tt22111666	\N	\N
tt22111894	nm6187771	nm6187771,nm7244159
tt22112362	nm14058118	\N
tt22112772	\N	\N
tt22112964	\N	\N
tt22112978	\N	\N
tt22113010	\N	\N
tt22113228	nm13822521	nm13822521
tt22113246	\N	\N
tt22113358	\N	\N
tt22113384	\N	\N
tt22113792	\N	\N
tt22113902	\N	\N
tt22113918	\N	\N
tt22114194	\N	\N
tt22114406	nm14058126	nm14058126
tt22114760	nm4145704	nm14036193,nm4145704
tt22114784	\N	\N
tt22115112	\N	\N
tt22115192	nm13822521	nm13822521
tt22115654	\N	\N
tt22116328	nm2431707	\N
tt22116334	nm13187473	\N
tt22116390	nm1041843	nm8087827,nm3217563,nm0329664
tt22116512	\N	\N
tt22117102	\N	\N
tt22117130	\N	\N
tt22117242	nm2431707	\N
tt22117694	\N	\N
tt22117776	\N	\N
tt22118192	nm11797006	nm11797006
tt22118874	nm5476940	\N
tt22118958	nm1041843	nm3472630,nm8087827,nm3217563
tt22118968	nm14058134	nm14058134
tt22119376	nm14004776	\N
tt22119580	nm2431707	\N
