tconst	directors	writers
tt2160000	\N	\N
tt2160001	\N	\N
tt2160002	\N	\N
tt2160003	\N	\N
tt2160004	\N	\N
tt2160005	\N	\N
tt2160006	\N	\N
tt2160007	nm4544049,nm4432410	nm4828834,nm4544049,nm3448217
tt2160008	\N	\N
tt2160009	nm4432410,nm4544049	nm4828834,nm4544049,nm3448217
tt2160010	\N	\N
tt2160011	nm4432410,nm4544049	nm4828834,nm4544049,nm3448217
tt2160012	\N	nm4309036
tt2160014	nm5056560	\N
tt2160015	nm4432410,nm4544049	nm4828834,nm4544049,nm3448217
tt2160016	nm5030071	\N
tt2160017	nm4544049,nm4432410	nm4828834,nm4544049,nm3448217
tt2160018	\N	\N
tt2160019	nm4432410,nm4544049	nm4828834,nm4544049,nm3448217
tt2160020	\N	\N
tt2160022	\N	\N
tt2160023	nm4544049,nm4432410	nm4828834,nm4544049,nm3448217
tt2160024	nm1760862	nm2109307
tt2160026	\N	\N
tt2160030	nm0378408	\N
tt2160031	nm4432410,nm4544049	nm4828834,nm4544049,nm3448217
tt2160035	nm4544049,nm4432410	nm4828834,nm4544049,nm3448217
tt2160036	\N	\N
tt2160038	\N	\N
tt2160039	nm4432410,nm4544049	nm4828834,nm4544049,nm3448217
tt2160040	nm3834158	\N
tt2160041	nm3508963	nm0277610
tt2160042	\N	\N
tt2160043	nm3508963	nm0277610
tt2160044	nm1310660	\N
tt2160045	nm0009953	nm1579753,nm1703687
tt2160046	\N	\N
tt2160047	\N	\N
tt2160048	\N	nm0004980
tt2160049	\N	nm1259873
tt2160051	nm2960065	nm5157769,nm2960065
tt2160052	nm1663599	nm2525966,nm1663599
tt2160053	nm1155022,nm0819314	\N
tt2160055	\N	\N
tt2160056	nm0469068	\N
tt2160057	\N	\N
tt2160058	nm3936464	nm3997952
tt2160059	nm0456853	\N
tt2160061	nm0052549	\N
tt2160062	nm5069593,nm5067980	nm5069593
tt2160063	nm4832407	nm0276838,nm4832407
tt2160064	nm2627174,nm1889911	nm2627174
tt2160065	nm1785665	nm1785665
tt2160066	nm5069157	nm5069157
tt2160067	nm4834251	nm0864217
tt2160068	\N	\N
tt2160069	nm1044927	nm2850796,nm1323893
tt2160070	nm0843660,nm0469068	\N
tt2160072	\N	\N
tt2160073	nm0005690	\N
tt2160074	\N	\N
tt2160075	nm0410139	nm0292450
tt2160076	\N	\N
tt2160077	nm4833866	nm4833866
tt2160078	\N	\N
tt2160079	nm0498192	nm4833870
tt2160080	\N	\N
tt2160081	\N	\N
tt2160082	\N	\N
tt2160083	nm4834138	\N
tt2160084	\N	\N
tt2160085	nm1000962	nm1000962
tt2160086	\N	\N
tt2160087	nm4834199	nm4834199
tt2160088	\N	\N
tt2160089	nm0005690	\N
tt2160090	\N	\N
tt2160091	nm1385330	nm1008497
tt2160092	nm0098923	nm1602557
tt2160093	nm3035496	\N
tt2160094	\N	\N
tt2160095	nm2572404	\N
tt2160096	\N	\N
