tconst	directors	writers
tt3430000	\N	\N
tt3430002	nm6180292	nm6180292
tt3430004	\N	\N
tt3430006	nm1378916	nm6354673
tt3430008	\N	\N
tt3430012	\N	nm6180297,nm6180298
tt3430014	nm6299009,nm2002361,nm3512322,nm6298988,nm0943944,nm6303759,nm6301794,nm0735454,nm6301340	nm6180289,nm6301340,nm2410456
tt3430016	\N	nm1656052
tt3430018	\N	nm6180301
tt3430020	nm0694528	\N
tt3430022	nm1216990	nm1369001
tt3430024	\N	\N
tt3430026	\N	\N
tt3430028	nm1442874	nm0253624,nm1208379,nm1698584
tt3430032	nm0202531	\N
tt3430034	nm4470858,nm1855392,nm1946247,nm4470619	nm4470619,nm4471294,nm4470858,nm4480542
tt3430036	nm4591677	nm4591677
tt3430040	\N	\N
tt3430042	nm3251519	nm3251519
tt3430044	nm0833597	nm0833597
tt3430046	nm0310032	\N
tt3430048	nm5703607	nm5703607,nm6194172
tt3430050	nm0068953	nm3719549
tt3430054	nm0211108	\N
tt3430056	nm0833597	nm0833597
tt3430058	\N	\N
tt3430060	nm0833597	nm0833597
tt3430062	\N	nm4073592
tt3430064	nm4655399	nm4655399
tt3430066	nm0833597	nm0833597
tt3430068	\N	\N
tt3430070	nm0225534	\N
tt3430072	nm0833597	nm0833597
tt3430074	nm0833597	nm0833597
tt3430076	\N	\N
tt3430078	nm2645374	nm2645374
tt3430080	nm4742391	nm4742391
tt3430082	nm4742391	nm4742391
tt3430084	nm0554169	nm2286948,nm0005455
tt3430086	nm0833597	\N
tt3430090	nm6180407	nm3443994,nm6180407
tt3430092	nm0872274	nm0358905
tt3430094	nm0464678	nm0464678
tt3430096	\N	\N
tt3430098	nm6180412	nm6180421,nm6180412
tt3430100	\N	nm5556293
tt3430102	nm0872274	nm0358905
tt3430104	nm0994273	nm0613482
tt3430106	nm0872274	nm0358905
tt3430108	nm4474129,nm6151966	nm6151965,nm4474129
tt3430110	nm6180429	nm6180430,nm6231936
tt3430112	nm6032221	nm6032221
tt3430114	\N	\N
tt3430116	nm0088923	\N
tt3430118	nm5907449	nm5670732,nm6200686,nm5808018
tt3430120	\N	\N
tt3430122	nm4756674	\N
tt3430126	\N	\N
tt3430128	nm6170075	nm6170075
tt3430130	nm4153028	nm4214270
tt3430132	\N	\N
tt3430136	nm1581380	nm1581380
tt3430140	nm6053225	\N
tt3430142	nm1653745	\N
tt3430144	nm0999680	nm0999680
tt3430146	nm1581380	nm1581380
tt3430148	\N	\N
tt3430150	nm0022720,nm3871781,nm8606363,nm2992800,nm2700692,nm8789014,nm7745072,nm0632419,nm6082866,nm11073268,nm0771597,nm4594590,nm4199188,nm6196585,nm6944876,nm5963677,nm1144906,nm2794557,nm8740783,nm2258615,nm6098358,nm1240753,nm3138793,nm6998528,nm3871462,nm6376275,nm10072752,nm6197215,nm6188744,nm7198160,nm3862710,nm10109955,nm1445444,nm6044421,nm0079489,nm0370353,nm5197516,nm6769934,nm2702769,nm1891440,nm4947626,nm2510168,nm6190580,nm5980324,nm3874054,nm7431666,nm2150493,nm8490210	nm2258615,nm6914279,nm0079489,nm1144906,nm6188744,nm1445444,nm3874054,nm0370353,nm2150493,nm3299356,nm3466158,nm2992800,nm5197516,nm2794557,nm7198160,nm2510168,nm0632419,nm3862710,nm5963677,nm0771597,nm5980324,nm3138793,nm6044421,nm3176704,nm6376275,nm6998528,nm10109955
tt3430152	\N	\N
tt3430154	\N	\N
tt3430156	\N	\N
tt3430158	\N	\N
tt3430160	\N	\N
tt3430162	\N	\N
tt3430164	nm3193774	nm4987192,nm3193774
tt3430166	\N	\N
tt3430168	\N	\N
tt3430170	nm1380806,nm3007232	nm3130334,nm6102836,nm4664099
tt3430172	\N	\N
tt3430174	nm3260186,nm1380806,nm3007232	nm6102836,nm4664099,nm3236884,nm3842572
tt3430176	\N	\N
tt3430178	\N	\N
tt3430180	\N	\N
tt3430182	\N	\N
tt3430184	nm1581380	nm1581380
tt3430186	\N	\N
tt3430188	\N	\N
tt3430190	nm1380806,nm3007232	nm6102836,nm4664099
tt3430192	\N	\N
tt3430194	\N	\N
tt3430196	\N	\N
tt3430198	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430200	nm1009772	nm1009772
tt3430202	nm1380806,nm3007232	nm2613821,nm6102836,nm4664099,nm4354367
tt3430204	nm3007232	nm6102836,nm4664099
tt3430206	nm3216227,nm3007232,nm1380806	nm1791436,nm6102836,nm4664099
tt3430208	nm3007232,nm1380806	nm6102836,nm4664099
tt3430210	nm3007232,nm1380806	nm6102836,nm4664099
tt3430212	nm3007232,nm3216227	nm2613821,nm1791436,nm6102836,nm4664099
tt3430214	nm1380806,nm3007232	nm6102836,nm4664099
tt3430216	nm3216227,nm3007232,nm1380806	nm1791436,nm6102836,nm4664099,nm1534694,nm2733899
tt3430218	nm3007232,nm5230652	nm6102836,nm4664099,nm5230652
tt3430220	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430222	nm1581380	nm1581380
tt3430224	nm1340025	nm1106565
tt3430226	nm1380806,nm3007232	nm6102836,nm4664099
tt3430230	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430232	\N	\N
tt3430234	nm1340025	nm1106565
tt3430236	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430238	nm6180553	\N
tt3430240	\N	\N
tt3430244	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430246	\N	\N
tt3430248	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430250	\N	nm0569560
tt3430252	nm6180562	\N
tt3430254	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430256	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430258	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430260	\N	\N
tt3430262	nm5980250	\N
tt3430264	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430266	\N	\N
tt3430268	\N	\N
tt3430270	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430272	\N	\N
tt3430274	\N	\N
tt3430276	nm6180580	nm6180580
tt3430278	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430280	nm1052791	\N
tt3430282	\N	\N
tt3430284	nm1930056	nm1930056
tt3430286	\N	\N
tt3430288	\N	\N
tt3430290	nm0041642	nm0041642,nm0561260,nm0730648,nm0895637
tt3430292	nm1930056	nm1930056
tt3430294	\N	\N
tt3430296	\N	\N
tt3430298	\N	\N
tt3430300	nm3261942	nm3261942
tt3430302	\N	\N
tt3430304	nm0108837,nm2980510	nm0376037
tt3430306	\N	\N
tt3430308	nm0156812	nm0239635,nm0389830,nm0458807,nm1080564
tt3430310	\N	\N
tt3430312	\N	\N
tt3430314	\N	\N
tt3430316	\N	\N
tt3430318	nm2356647	nm5956874,nm2356647,nm0432793
tt3430320	\N	\N
tt3430322	\N	\N
tt3430324	nm2980510,nm0108837	nm2715337
tt3430326	\N	nm1779970,nm0892563
tt3430328	\N	\N
tt3430332	nm2980510,nm0108837	nm2330103
tt3430334	nm3208892	\N
