tconst	directors	writers
tt11430000	nm3815014	nm0054744,nm8417808,nm7539492
tt11430002	nm3815014	nm0054744,nm8417808,nm7539492
tt11430004	\N	\N
tt11430006	nm3815014	nm0054744,nm8417808,nm7539492
tt11430008	nm3815014	nm0054744,nm8417808,nm7539492
tt11430012	nm3815014	nm0054744,nm8417808,nm7539492
tt11430014	nm3815014	nm0054744,nm8417808,nm7539492
tt11430016	nm3815014	nm0054744,nm8417808,nm7539492
tt11430018	\N	\N
tt11430020	nm3815014	nm0054744,nm8417808,nm7539492
tt11430022	nm10802237	nm10802237
tt11430024	nm3815014	nm0054744,nm8417808,nm7539492
tt11430026	nm3815014	nm0054744,nm8417808,nm7539492
tt11430030	\N	\N
tt11430032	nm3815014	nm0054744,nm8417808,nm7539492
tt11430034	nm3815014	nm0054744,nm8417808,nm7539492
tt11430038	\N	\N
tt11430040	nm3815014	nm0054744,nm8417808,nm7539492
tt11430042	nm3815014	nm0054744,nm8417808,nm7539492
tt11430044	nm3815014	nm0054744,nm8417808,nm7539492
tt11430046	nm3815014	nm0054744,nm8417808,nm7539492
tt11430050	nm3815014	nm0054744,nm8417808,nm7539492
tt11430052	nm3815014	nm0054744,nm8417808,nm7539492
tt11430054	nm3815014	nm0054744,nm8417808,nm7539492
tt11430056	\N	\N
tt11430058	nm3815014	nm0054744,nm8417808,nm7539492
tt11430060	nm3815014	nm0054744,nm8417808,nm7539492
tt11430062	\N	\N
tt11430064	nm3815014	nm0054744,nm8417808,nm7539492
tt11430068	nm3815014	nm0054744,nm8417808,nm7539492
tt11430070	nm3815014	nm0054744,nm8417808,nm7539492
tt11430072	nm3815014	nm0054744,nm8417808,nm7539492
tt11430074	nm3815014	nm0054744,nm8417808,nm7539492
tt11430076	\N	\N
tt11430078	nm3815014	nm0054744,nm8417808,nm7539492
tt11430080	nm3815014	nm0054744,nm8417808,nm7539492
tt11430082	nm3815014	nm0054744,nm8417808,nm7539492
tt11430084	nm3815014	nm0054744,nm8417808,nm7539492
tt11430086	nm3815014	nm0054744,nm8417808,nm7539492
tt11430088	\N	\N
tt11430090	nm3815014	nm0054744,nm8417808,nm7539492
tt11430092	\N	\N
tt11430096	nm3815014	nm0054744,nm8417808,nm7539492
tt11430098	nm3815014	nm0054744,nm8417808,nm7539492
tt11430100	\N	\N
tt11430102	nm3815014	nm0054744,nm8417808,nm7539492
tt11430104	\N	nm11201242,nm11201912,nm11201913,nm11196997,nm11201937,nm10786899,nm11201190,nm11201936,nm11201938,nm11201935,nm11201911,nm11201162,nm10786900,nm11201914
tt11430108	nm3815014	nm0054744,nm8417808,nm7539492
tt11430110	nm3815014	nm0054744,nm8417808,nm7539492
tt11430112	nm10678870	nm10678872,nm10251237,nm10678871
tt11430114	\N	\N
tt11430116	nm3815014	nm0054744,nm8417808,nm7539492
tt11430118	nm10678870	nm10678872,nm10251237,nm10678871
tt11430120	\N	\N
tt11430122	nm10678870	nm10678872,nm10251237,nm10678871
tt11430124	nm10678870	nm10678872,nm10251237,nm10678871
tt11430126	nm10678870	nm10678872,nm10251237,nm10678871
tt11430128	nm4328139	nm4328139
tt11430130	\N	\N
tt11430132	nm10678870	nm10678872,nm10251237,nm10678871
tt11430134	nm10678870	nm10678872,nm10251237,nm10678871
tt11430138	nm10678870	nm10678872,nm10251237,nm10678871
tt11430140	nm10678870	nm10678872,nm10251237,nm10678871
tt11430142	nm10678870	nm10678872,nm10251237,nm10678871
tt11430144	nm10678870	nm10678872,nm10251237,nm10678871
tt11430146	nm10678870	nm10678872,nm10251237,nm10678871
tt11430148	nm10678870	nm10678872,nm10251237,nm10678871
tt11430150	nm10678870	nm10678872,nm10251237,nm10678871
tt11430152	nm10678870	nm10678872,nm10251237,nm10678871
tt11430154	nm10678870	nm10678872,nm10251237,nm10678871
tt11430158	nm10678870	nm10678872,nm10251237,nm10678871
tt11430160	nm10678870	nm10678872,nm10251237,nm10678871
tt11430162	nm10678870	nm10678872,nm10251237,nm10678871
tt11430164	nm10678870	nm10678872,nm10251237,nm10678871
tt11430166	nm7638155	nm0080327,nm9506009
tt11430170	nm7638155	nm0080327,nm9506009
tt11430172	\N	nm11201242,nm11201912,nm11201913,nm11196997,nm11201937,nm10786899,nm11201190,nm11201936,nm11201938,nm11201935,nm11201911,nm11201162,nm10786900,nm11201914
tt11430174	nm7638155	nm0080327,nm9506009
tt11430176	nm7638155	nm0080327,nm9506009
tt11430178	nm1046827	nm1672013
tt11430180	nm7638155	nm0080327,nm9506009
tt11430182	nm7638155	nm0080327,nm9506009
tt11430184	nm7638155	nm0080327,nm9506009
tt11430188	nm7638155	nm0080327,nm9506009
tt11430190	nm7638155	nm0080327,nm9506009
tt11430192	nm7638155	nm0080327,nm9506009
tt11430194	nm7638155	nm0080327,nm9506009
tt11430196	nm7638155	nm0080327,nm9506009
tt11430198	\N	\N
tt11430200	nm7638155	nm0080327,nm9506009
tt11430202	nm7638155	nm0080327,nm9506009
tt11430206	nm7638155	nm0080327,nm9506009
tt11430210	nm0557927	nm0038981,nm0440378,nm0557927,nm0620281
tt11430212	nm11173454	nm2276803
tt11430216	nm11173454	nm2276803
tt11430218	nm11173454	nm2276803
tt11430220	nm11173454	nm2276803
tt11430222	nm11173454	nm2276803
tt11430224	nm11173454	nm2276803
tt11430226	nm11173454	nm2276803
tt11430230	nm11173454	nm2276803
tt11430232	nm11173454	nm2276803
tt11430234	nm11173454	nm2276803
tt11430236	nm11173454	nm2276803
tt11430238	nm11173454	nm2276803
tt11430240	nm11194451	nm11194451
tt11430242	\N	\N
tt11430244	nm11173454	nm2276803
tt11430246	nm11173454	nm2276803
tt11430248	nm11173454	nm2276803
tt11430252	nm11173454	nm2276803
tt11430254	nm11173454	nm2276803
tt11430256	nm11173454	nm2276803
tt11430258	nm11173454	nm2276803
tt11430260	\N	\N
