tconst	directors	writers
tt15790000	\N	\N
tt15790028	\N	\N
tt15790032	nm0837383	nm1912329
tt15790042	\N	\N
tt15790050	nm1079050	\N
tt15790060	\N	\N
tt15790062	nm1375185,nm0482413	nm0422988,nm3856372
tt15790066	\N	\N
tt15790076	\N	nm12276474,nm12276482
tt15790080	\N	\N
tt15790086	\N	nm12276482
tt15790088	\N	\N
tt15790090	nm7182052	nm7182052
tt15790092	\N	nm12276474,nm12276482
tt15790094	nm12564204	\N
tt15790100	nm1595335	\N
tt15790102	\N	nm12276474,nm12276482
tt15790106	\N	\N
tt15790108	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790110	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790112	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790114	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790116	\N	nm4811629
tt15790118	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790120	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790122	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790124	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790126	nm10879380	\N
tt15790128	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790130	\N	\N
tt15790132	\N	nm12276482
tt15790134	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790136	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790138	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790140	\N	nm12276474,nm12276482
tt15790142	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790144	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790146	nm0266622	nm2811852,nm0266622
tt15790148	nm0266622	\N
tt15790150	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790152	nm0266622	\N
tt15790154	nm0266622	\N
tt15790156	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790158	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790160	\N	\N
tt15790162	\N	nm12276482,nm4811629
tt15790164	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790166	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790168	nm0823344	nm2654481,nm3490846,nm10577014,nm4284728,nm6074323
tt15790170	nm0823344	nm2654481,nm3490846,nm10577014,nm4284728,nm6074323
tt15790172	nm0823344	nm2654481,nm3490846,nm10577014,nm4284728,nm6074323
tt15790174	nm0823344	nm2654481,nm3490846,nm10577014,nm4284728,nm6074323
tt15790176	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790178	\N	nm12276474,nm12276482
tt15790180	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790182	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790184	nm0823344	nm2654481,nm3490846,nm10577014,nm4284728,nm6074323
tt15790186	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790188	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790190	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790192	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790194	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790196	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790198	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790200	\N	nm12276474,nm12276482
tt15790202	\N	nm5885582,nm0355329
tt15790204	nm5738637	nm5996880,nm5996881,nm5738637,nm7012703,nm1894067
tt15790206	nm1079050	\N
tt15790208	\N	nm12276474,nm12276482
tt15790210	nm6889263	nm11150692,nm9973201,nm7290571
tt15790212	\N	\N
tt15790214	nm4037396	nm3141035
tt15790216	\N	\N
tt15790218	\N	nm12276474,nm12276482
tt15790220	nm2854005	\N
tt15790222	\N	nm12276474,nm12276482
tt15790224	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790226	nm12604398	nm12604398
tt15790228	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790230	\N	\N
tt15790232	\N	nm12276474,nm12276482
tt15790234	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790236	\N	\N
tt15790238	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790240	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790242	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790244	\N	\N
tt15790246	nm10050155	nm10050155,nm12542045
tt15790248	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790250	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790252	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790254	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790256	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790258	\N	nm12276474,nm12276482
tt15790260	\N	\N
tt15790262	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790264	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790266	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790268	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790270	\N	\N
tt15790272	\N	\N
tt15790274	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790276	\N	\N
tt15790278	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790280	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790282	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790284	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790286	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790290	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790292	nm10655747	\N
tt15790296	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790298	nm12984741	nm12984741
tt15790300	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790302	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790304	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
tt15790306	nm2544856	nm4701016,nm0236512,nm5858172,nm1529580
