tconst	directors	writers
tt9130000	\N	\N
tt9130002	\N	\N
tt9130004	\N	\N
tt9130006	\N	nm8780177
tt9130008	\N	\N
tt9130010	\N	\N
tt9130012	\N	\N
tt9130014	\N	\N
tt9130016	\N	\N
tt9130018	\N	\N
tt9130020	\N	\N
tt9130022	\N	\N
tt9130024	\N	\N
tt9130026	\N	\N
tt9130028	\N	\N
tt9130030	\N	\N
tt9130032	\N	\N
tt9130034	\N	\N
tt9130036	\N	\N
tt9130038	\N	\N
tt9130040	\N	\N
tt9130042	\N	\N
tt9130044	\N	\N
tt9130046	\N	\N
tt9130048	nm2085734	nm1500652,nm2574574,nm2923457
tt9130050	\N	nm9195493
tt9130052	nm5930850	nm5930850
tt9130054	\N	nm4132843,nm9904970
tt9130056	nm0875056	\N
tt9130058	\N	\N
tt9130060	\N	\N
tt9130062	\N	\N
tt9130064	\N	nm9195493
tt9130066	nm10188551	nm10188551,nm10188552
tt9130068	nm0288505	nm0221648
tt9130072	nm0926884	nm10191174
tt9130076	nm0045068	nm0045068
tt9130078	nm1856752	nm10191176
tt9130080	nm4579505	\N
tt9130082	nm4701193,nm2590412	nm7656476,nm5635122,nm7656474
tt9130084	nm4579505	\N
tt9130086	nm8098362,nm1646114	nm8098362
tt9130088	\N	\N
tt9130090	nm4579505	\N
tt9130092	nm4579505	\N
tt9130094	\N	\N
tt9130096	\N	\N
tt9130098	\N	\N
tt9130100	\N	\N
tt9130102	nm0288505	nm0221648
tt9130104	nm4579505	\N
tt9130106	nm4579505	\N
tt9130108	\N	nm0198106
tt9130110	\N	\N
tt9130112	nm4579505	\N
tt9130114	nm4683700	\N
tt9130116	\N	\N
tt9130118	nm4683700	\N
tt9130120	\N	\N
tt9130122	\N	\N
tt9130124	nm4683700	\N
tt9130126	nm4683700	\N
tt9130128	nm4683700	\N
tt9130130	nm4683700	\N
tt9130132	nm4683700	\N
tt9130134	nm4683700	\N
tt9130136	nm4683700	\N
tt9130138	nm4683700	\N
tt9130140	nm4683700	\N
tt9130142	nm4683700	\N
tt9130144	nm4683700	\N
tt9130146	nm4683700	\N
tt9130148	nm4683700	\N
tt9130150	nm4683700	\N
tt9130152	nm4683700	\N
tt9130154	nm4683700	\N
tt9130156	nm4683700	\N
tt9130158	nm4683700	\N
tt9130160	nm4683700	\N
tt9130162	nm4683700	\N
tt9130164	nm4683700	\N
tt9130166	nm4683700	\N
tt9130168	\N	\N
tt9130170	\N	\N
tt9130172	nm4683700	\N
tt9130174	nm4683700	\N
tt9130176	nm4683700	\N
tt9130178	nm4683700	\N
tt9130180	nm4683700	\N
tt9130182	nm4683700	\N
tt9130184	\N	\N
tt9130186	nm4579505	\N
tt9130188	\N	\N
tt9130190	nm3991275	nm3991275
tt9130192	\N	\N
tt9130194	\N	\N
tt9130196	\N	\N
tt9130198	\N	\N
tt9130202	\N	\N
tt9130204	nm4579505	\N
tt9130206	\N	\N
tt9130208	\N	\N
tt9130210	nm11722558,nm9670819	\N
tt9130212	\N	\N
tt9130214	nm0440859	\N
tt9130216	\N	\N
tt9130218	\N	\N
tt9130220	nm4579505	\N
tt9130222	\N	\N
tt9130224	\N	\N
tt9130226	\N	\N
tt9130228	\N	\N
tt9130230	nm4579505	\N
tt9130232	nm9041276	nm9041276
tt9130234	nm6232624	nm6232624
tt9130236	nm2063560	\N
tt9130238	\N	\N
tt9130240	nm4579505	nm4579505
tt9130242	\N	nm2137287
tt9130244	nm4579505	\N
tt9130246	nm2061804	nm5616219,nm2061804
tt9130248	nm4579505	\N
tt9130250	\N	nm2137287
tt9130252	nm1867749	\N
tt9130254	nm4579505	\N
tt9130256	\N	nm6274721
tt9130258	\N	\N
tt9130260	nm4579505	\N
tt9130262	\N	\N
tt9130264	nm0600812	nm0808850,nm0390852,nm0321244
tt9130266	nm7335594	\N
tt9130268	nm0600812	nm0808850,nm0390852,nm0321244
tt9130270	nm4579505	\N
tt9130272	\N	\N
tt9130274	\N	\N
tt9130276	\N	\N
tt9130278	\N	\N
tt9130280	nm4579505	\N
tt9130282	\N	\N
tt9130284	\N	\N
tt9130286	\N	nm11523415
tt9130288	\N	nm11523415
tt9130290	\N	nm11523415
tt9130292	\N	nm11523415
tt9130294	\N	nm11523415
tt9130296	\N	nm11523415
tt9130298	\N	nm11523415
tt9130300	\N	nm11523415
tt9130302	\N	nm11523415
tt9130304	\N	\N
tt9130306	\N	nm11523415
tt9130308	\N	nm11523415
tt9130310	\N	nm11523415
tt9130312	\N	nm11523415
tt9130314	\N	nm11523415
tt9130316	\N	nm11523415
tt9130318	\N	nm11523415
tt9130320	\N	nm11523415
tt9130322	\N	nm11523415
tt9130324	\N	\N
tt9130326	\N	nm11523415
tt9130328	\N	nm11523415
tt9130330	\N	\N
tt9130332	\N	nm11523415
tt9130334	\N	nm11523415
tt9130336	\N	nm11523415
tt9130338	\N	nm11523415
tt9130340	\N	nm11523415
tt9130342	\N	nm11523415
tt9130344	\N	nm11523415
tt9130346	\N	nm11523415
tt9130348	\N	nm11523415
tt9130350	\N	\N
tt9130352	\N	nm11523415
tt9130354	\N	nm11523415
tt9130356	\N	nm11523415
tt9130358	\N	nm11523415
tt9130360	\N	nm11523415
tt9130362	\N	nm11523415
tt9130364	\N	nm11523415
tt9130366	\N	\N
tt9130368	\N	nm11523415
tt9130370	\N	nm11523415
tt9130372	\N	nm11523415
tt9130374	nm0288505	nm0221648
tt9130376	\N	\N
tt9130378	\N	\N
tt9130380	nm0537410	nm0537410
tt9130382	\N	\N
tt9130384	\N	\N
tt9130386	\N	\N
tt9130388	\N	nm11523415
tt9130390	\N	\N
tt9130392	nm9298298	nm9439733,nm9298298
tt9130394	\N	\N
tt9130396	\N	\N
tt9130398	nm1473122,nm2348157	nm1473122,nm2348157
tt9130400	\N	\N
tt9130402	\N	\N
tt9130404	\N	nm3745127
tt9130406	\N	\N
tt9130408	\N	\N
tt9130410	nm10191217	\N
tt9130412	nm7424891	nm7424891
tt9130414	nm10188551	nm10188551,nm10188552
tt9130416	nm0013503	nm1581924,nm2910269,nm4083693
tt9130418	\N	\N
tt9130420	\N	\N
tt9130422	\N	\N
tt9130424	\N	\N
tt9130426	\N	\N
tt9130428	\N	\N
tt9130430	\N	\N
tt9130432	\N	\N
tt9130434	\N	\N
tt9130436	\N	\N
tt9130438	\N	\N
tt9130440	\N	\N
tt9130442	\N	\N
tt9130444	\N	\N
tt9130446	\N	\N
tt9130448	nm0020491	nm0006997,nm0476064,nm0649460,nm0293480,nm4258865,nm3244822,nm0282105,nm0300800
tt9130450	\N	\N
tt9130452	\N	\N
tt9130454	nm1012131	nm1012131
tt9130458	\N	\N
tt9130460	nm1119536	nm1119536
tt9130462	\N	\N
tt9130464	\N	\N
tt9130466	\N	\N
tt9130468	nm0306236	nm1581924,nm0600077,nm8248223
tt9130470	nm6414202	nm6414202
tt9130472	\N	\N
tt9130474	\N	\N
tt9130476	\N	\N
tt9130478	\N	\N
tt9130480	nm0842523	nm0000636,nm0842523
tt9130482	\N	\N
tt9130484	\N	\N
tt9130486	\N	\N
tt9130488	\N	\N
tt9130490	\N	\N
tt9130492	\N	nm6942826
tt9130496	nm4725676	nm9671222,nm1866070,nm7184529,nm9159451
tt9130500	\N	\N
tt9130502	\N	\N
tt9130504	nm6708706	\N
tt9130506	nm8693305	nm8693305
tt9130508	nm0751577,nm0751648	nm0962600,nm2713351,nm10191280
tt9130510	\N	\N
tt9130512	nm9560187	\N
tt9130514	nm2307949	nm0835194
tt9130518	\N	\N
