tconst	directors	writers
tt21240000	nm0019723	nm2380807,nm2891978,nm5670417,nm4012272,nm4887246
tt21240002	nm7351254	\N
tt21240004	\N	\N
tt21240006	\N	\N
tt21240008	nm2495534	\N
tt21240012	\N	\N
tt21240016	nm13830401	\N
tt21240018	nm10761255	nm5150067
tt21240022	nm13830517,nm11552807	nm11552807,nm13830517
tt21240028	nm13830532	nm13830533,nm13657070
tt21240032	nm3481335	nm13813315,nm13677385,nm13677386
tt21240034	\N	\N
tt21240036	nm9431394	\N
tt21240038	\N	\N
tt21240040	nm13830541	nm13830542
tt21240042	nm5676462	nm10096192,nm5676462
tt21240046	\N	\N
tt21240048	nm5676462	nm10096192,nm5676462
tt21240052	nm5676462	nm10096192,nm5676462
tt21240054	nm5676462	nm10096192,nm5676462
tt21240056	nm5676462	nm10096192,nm5676462
tt21240058	nm5676462	nm10096192,nm5676462
tt21240060	nm5676462	nm10096192,nm5676462
tt21240062	\N	\N
tt21240064	nm5676462	nm10096192,nm5676462
tt21240066	nm5676462	nm10096192,nm5676462
tt21240068	nm5676462	nm10096192,nm5676462
tt21240070	nm5676462	nm10096192,nm5676462
tt21240072	nm5676462	nm10096192,nm5676462
tt21240074	nm5676462	nm10096192,nm5676462
tt21240076	\N	\N
tt21240078	\N	\N
tt21240080	nm5676462	nm10096192,nm5676462
tt21240082	nm5676462	nm10096192,nm5676462
tt21240084	nm5676462	nm10096192,nm5676462
tt21240086	nm5676462	nm10096192,nm5676462
tt21240088	nm5676462	nm10096192,nm5676462
tt21240090	\N	\N
tt21240092	nm5676462	nm10096192,nm5676462
tt21240094	nm5676462	nm10096192,nm5676462
tt21240096	nm5676462	nm10096192,nm5676462
tt21240098	nm2358125	nm2358125
tt21240100	nm5676462	nm10096192,nm5676462
tt21240102	nm5301860	\N
tt21240104	nm5676462	nm10096192,nm5676462
tt21240108	nm5676462	nm10096192,nm5676462
tt21240110	nm5676462	nm10096192,nm5676462
tt21240112	nm5676462	nm10096192,nm5676462
tt21240116	\N	\N
tt21240118	nm5676462	nm10096192,nm5676462
tt21240120	nm5676462	nm10096192,nm5676462
tt21240122	nm5676462	nm10096192,nm5676462
tt21240124	nm5676462	nm10096192,nm5676462
tt21240126	nm5676462	nm10096192,nm5676462
tt21240128	nm5676462	nm10096192,nm5676462
tt21240130	nm10823861	nm10823861
tt21240132	\N	\N
tt21240134	nm5676462	nm10096192,nm5676462
tt21240136	nm5676462	nm10096192,nm5676462
tt21240138	nm5676462	nm10096192,nm5676462
tt21240140	nm5676462	nm10096192,nm5676462
tt21240142	nm5676462	nm10096192,nm5676462
tt21240146	\N	\N
tt21240148	\N	\N
tt21240150	\N	\N
tt21240152	\N	\N
tt21240154	nm7516683	nm13830584,nm7516683
tt21240158	\N	\N
tt21240162	nm8941607	nm1269722,nm10622866
tt21240164	nm0934724	nm0934724
tt21240168	\N	\N
tt21240170	nm8941607	nm1269722,nm10622866
tt21240172	nm3715218	\N
tt21240174	nm8941607	nm1269722,nm10622866
tt21240176	nm8941607	nm1269722,nm10622866
tt21240178	nm8941607	nm1269722,nm10622866
tt21240180	nm8941607	nm1269722,nm10622866
tt21240182	nm8941607	nm1269722,nm10622866
tt21240184	nm8941607	nm1269722,nm10622866
tt21240186	\N	\N
tt21240190	nm8941607	nm1269722,nm10622866
tt21240192	nm8941607	nm1269722,nm10622866
tt21240194	nm8941607	nm1269722,nm10622866
tt21240198	\N	\N
tt21240200	nm8941607	nm1269722,nm10622866
tt21240202	nm8941607	nm1269722,nm10622866
tt21240204	nm8941607	nm1269722,nm10622866
tt21240206	nm8941607	nm1269722,nm10622866
tt21240208	nm8941607	nm1269722,nm10622866
tt21240210	nm8941607	nm1269722,nm10622866
tt21240212	nm8941607	nm1269722,nm10622866
tt21240214	nm10823861	nm10823861
tt21240216	nm8941607	nm1269722,nm10622866
tt21240220	nm8941607	nm1269722,nm10622866
tt21240222	nm8941607	nm1269722,nm10622866
tt21240224	\N	\N
tt21240226	nm13830597	nm13830597
tt21240228	nm8941607	nm1269722,nm10622866
tt21240230	nm8941607	nm1269722,nm10622866
tt21240232	nm8941607	nm1269722,nm10622866
tt21240234	nm8941607	nm1269722,nm10622866
tt21240236	nm8941607	nm1269722,nm10622866
tt21240238	nm8941607	nm1269722,nm10622866
tt21240240	nm1213959	nm7249915,nm7249911,nm1213959,nm3061668
tt21240242	nm8941607	nm1269722,nm10622866
tt21240244	nm8941607	nm1269722,nm10622866
