tconst	directors	writers
tt4900000	nm7481721	nm7481721
tt4900002	nm7486605	nm7235916,nm7486605,nm0928492
tt4900004	\N	\N
tt4900008	nm2290872,nm4912536,nm6777259,nm7416774,nm5733639,nm2095461,nm2380535,nm1644713,nm3832587,nm2837713,nm1570901,nm1837474,nm3486831,nm1046217,nm2008875	nm7380820,nm3001563,nm2095461,nm4565414,nm3001460,nm0963023,nm7375001,nm2290872,nm3617468,nm0625664,nm1837474,nm1137794,nm2380535,nm1558405
tt4900010	nm0356797	nm0417224
tt4900012	\N	\N
tt4900014	\N	\N
tt4900016	\N	\N
tt4900018	nm1365879	\N
tt4900020	\N	\N
tt4900022	\N	\N
tt4900024	nm7486730,nm2083533	nm4102858,nm7486730,nm2083533
tt4900026	nm2208077	\N
tt4900030	nm5885692	nm5885692
tt4900032	\N	nm0267976,nm0366389,nm0817893
tt4900034	\N	nm2539880
tt4900036	nm3940598	nm3940598
tt4900038	nm6232355	nm6232355
tt4900040	nm3963291	nm3963291
tt4900042	\N	\N
tt4900044	nm2539880	nm0105526,nm2539880,nm1381185
tt4900046	nm0557138	\N
tt4900048	nm0262591	nm0262591
tt4900050	nm7481721	nm7481721
tt4900056	nm6681537	nm6681537
tt4900060	nm7013149	nm7653974,nm7013149
tt4900062	nm7969523,nm1652872,nm3433139,nm6013101	\N
tt4900064	nm7486778	nm7486778
tt4900066	\N	\N
tt4900070	nm2472648	\N
tt4900072	nm6430133	nm6430133
tt4900074	nm1826707	nm1826707
tt4900076	nm2358555,nm2016045	nm4169798,nm7486793,nm2016045,nm2358555
tt4900078	nm6156315	nm6156315
tt4900080	nm0282834	nm0848535,nm0142938
tt4900082	nm7486814,nm3130355,nm4282193,nm2092552,nm5825008,nm3350574	\N
tt4900086	nm1743029	\N
tt4900090	\N	nm1789466
tt4900092	nm0283888	nm0283888,nm0364195,nm0372466,nm2688379,nm3186098,nm1099475,nm2056914,nm1032829
tt4900094	\N	\N
tt4900098	nm6715074	nm7486828,nm7486832,nm6715074,nm7486834
tt4900104	\N	\N
tt4900106	nm3507489	nm6950298,nm3507489
tt4900108	nm7486841	\N
tt4900112	nm7432825	nm0069099,nm0763126
tt4900114	nm2322079,nm1088944,nm5514626	nm0014907,nm0258901
tt4900116	\N	\N
tt4900118	nm7486857	nm7486857
tt4900120	\N	\N
tt4900122	nm5373414	nm5512802
tt4900126	nm5373414	nm5512802,nm6461347
tt4900128	nm5373414	nm5512802,nm4183757,nm6461347,nm2857292,nm3846340
tt4900132	nm5373414	nm5512802,nm6461347
tt4900134	nm0017392	\N
tt4900136	nm0228338,nm1135717	nm1014423,nm4548838
tt4900138	\N	\N
tt4900140	nm5373414	nm5512802,nm4183757,nm6461347,nm5049642
tt4900142	nm5373414	nm5512802,nm4183757,nm6461347,nm3846340,nm2857292
tt4900144	\N	\N
tt4900146	\N	\N
tt4900148	nm2937122	\N
tt4900154	nm0616932	nm0249053,nm1221966
tt4900156	nm0523665	nm0523665
tt4900160	nm7486886,nm7486885,nm7486884	nm7486885,nm7486884,nm7486886
tt4900162	nm7486887	nm7486887
tt4900164	nm2791504	nm2431417
tt4900166	nm5988027	nm5988027
tt4900168	nm0804973	\N
tt4900170	nm2493944	nm2493944
tt4900172	nm0616932	nm0249053,nm1221966
tt4900174	\N	\N
tt4900176	\N	\N
tt4900178	nm3513211	\N
tt4900180	\N	\N
tt4900182	nm5988027	nm5988027
tt4900184	\N	\N
tt4900186	nm0804973	\N
tt4900188	nm5933464	nm5933464
tt4900192	\N	\N
tt4900194	nm7205955	nm3752761
tt4900196	\N	\N
tt4900206	\N	\N
tt4900208	nm0804973	\N
tt4900210	\N	\N
tt4900212	nm6997094,nm6997104	nm6997094,nm7296538
tt4900216	\N	\N
tt4900220	nm2286969	nm7486951,nm4215749,nm0000696
tt4900222	nm1422184	\N
tt4900224	nm2440538,nm2285431	nm3219742,nm1778064,nm0016587,nm2440538,nm7720806,nm2085362,nm7720807,nm0673623
tt4900226	\N	\N
tt4900228	nm2573791	\N
tt4900230	nm6697621,nm6697620	nm6697621,nm6697620
tt4900232	nm6697621,nm6697620	nm6697621,nm6697620
tt4900234	nm0641874	\N
tt4900236	\N	\N
tt4900240	nm4493828	nm4493828
tt4900242	nm0641874	\N
tt4900244	nm7452195	nm7452195
tt4900252	nm0473647	\N
tt4900254	\N	\N
tt4900256	nm3972435	\N
tt4900258	nm2217525	\N
