tconst	directors	writers
tt3570000	nm6022556	nm6327726,nm6327725
tt3570002	nm2830657	nm1959451
tt3570004	nm0311780	\N
tt3570006	nm0870324	nm3104485,nm1130094
tt3570008	\N	\N
tt3570010	nm2395950	nm0865719
tt3570012	nm0038901	nm6327740,nm0038901
tt3570014	nm1495389	nm6971503,nm2265321
tt3570016	\N	\N
tt3570018	nm3332581	nm4688341
tt3570020	\N	\N
tt3570022	nm8420772	nm2776524
tt3570024	\N	\N
tt3570026	\N	\N
tt3570028	\N	\N
tt3570030	\N	\N
tt3570032	\N	\N
tt3570034	\N	\N
tt3570036	\N	\N
tt3570038	\N	nm1764722,nm4137981,nm0997477,nm0614737,nm7878437,nm1242864
tt3570042	\N	\N
tt3570044	\N	\N
tt3570048	\N	\N
tt3570050	\N	\N
tt3570052	\N	\N
tt3570054	\N	\N
tt3570056	nm2554911,nm0665889	nm0001122,nm1968686
tt3570060	\N	\N
tt3570062	nm1912959	nm5402858,nm3454839,nm0453994,nm0453996,nm2212555
tt3570066	nm1727367,nm1728099	nm0000604,nm1727367,nm1728099
tt3570068	nm1727367,nm1728099	nm0000604,nm1727367,nm1728099
tt3570070	\N	\N
tt3570072	\N	\N
tt3570076	\N	\N
tt3570078	\N	\N
tt3570080	\N	\N
tt3570082	\N	\N
tt3570084	\N	\N
tt3570086	\N	\N
tt3570090	nm0229411	nm1358962
tt3570092	\N	nm2164764,nm0170306,nm0227576,nm0238774,nm0251550,nm0432256,nm0439499,nm4738006,nm0487794,nm0604253,nm0700770,nm2227704,nm0829537,nm3877887
tt3570094	\N	\N
tt3570096	nm1858034	nm0272401,nm2151869,nm1024979
tt3570098	nm1858034	nm0272401,nm2151869,nm1024979
tt3570100	nm1858034	nm0272401,nm2151869,nm1024979
tt3570102	nm1858034	nm0272401,nm2151869,nm1024979
tt3570104	\N	\N
tt3570106	\N	\N
tt3570108	\N	nm1314316
tt3570110	\N	\N
tt3570112	\N	\N
tt3570114	\N	\N
tt3570116	\N	\N
tt3570118	\N	\N
tt3570120	\N	\N
tt3570124	nm0188929	nm0466689,nm2603082
tt3570126	\N	nm0751746
tt3570128	\N	\N
tt3570130	\N	\N
tt3570132	\N	\N
tt3570134	\N	\N
tt3570136	\N	\N
tt3570138	nm1578488	\N
tt3570140	\N	\N
tt3570142	\N	\N
tt3570144	\N	\N
tt3570146	\N	\N
tt3570148	nm1131716	\N
tt3570154	\N	\N
tt3570158	\N	\N
tt3570160	nm1599127,nm3364868	nm2488575,nm3997821,nm0736872,nm0996022
tt3570162	nm1599127	nm3997821,nm1893139,nm0736872,nm0996022,nm1044285
tt3570166	nm4583820	nm4583820
tt3570168	nm3175829	nm6330013,nm3175829,nm3488941,nm3136017,nm3564870
tt3570170	nm4583820	nm4583820
tt3570172	nm6240138	nm6240138
tt3570174	nm1425944	nm1425944
tt3570176	nm4824285	nm4824285
tt3570178	nm4583820	nm4583820
tt3570180	nm4583820	nm4583820
tt3570182	\N	\N
tt3570184	nm6327868	\N
tt3570186	nm4583820	nm4583820
tt3570188	nm1272317	\N
tt3570190	\N	\N
tt3570194	nm4583820	nm4583820
tt3570196	nm2454957	nm2454957
tt3570198	nm0298677,nm6302106	\N
tt3570202	nm6285292	nm6285292
tt3570210	nm0409578	nm0601472
tt3570214	nm1010497	nm0111701
tt3570218	nm0402870,nm0852416	\N
tt3570220	nm0852416,nm0402870	\N
tt3570222	nm0402870,nm0852416	\N
tt3570224	nm0852416,nm0402870	\N
tt3570228	\N	\N
tt3570230	\N	\N
tt3570232	nm2155771,nm3546506	nm3546506,nm2155771
tt3570234	nm0034117	nm0652323
tt3570236	nm1220151	nm1220151,nm0706223
tt3570238	nm0283669	\N
tt3570246	nm0696136	nm0653440,nm0912726
tt3570248	\N	\N
tt3570250	nm0699382	nm0699382
tt3570252	\N	\N
tt3570254	nm0699382	nm0699382
tt3570256	nm0699382	nm0699382
tt3570258	nm0699382	nm0699382
tt3570260	\N	\N
tt3570262	\N	\N
tt3570264	\N	\N
tt3570266	nm0699382	nm0699382
tt3570268	\N	\N
tt3570270	nm1583228	\N
tt3570272	nm2622893	nm2622893
tt3570276	nm0997109	nm2423548
tt3570278	nm1967172	nm1967172,nm2394568
tt3570280	nm0617042	nm0920274,nm0008036,nm7340138
tt3570282	nm0546383	nm0546383,nm4715665
tt3570284	nm0696136	nm0653440,nm0912726
tt3570286	nm2476418	\N
tt3570288	nm2903943	nm2903943
tt3570290	nm0586274	nm0477755,nm0862282
tt3570292	\N	\N
tt3570296	nm4114096,nm0951197	nm4261950,nm0846969,nm2095966,nm2242949
