tconst	directors	writers
tt1270000	nm1354006	nm0009312,nm0188782
tt1270001	\N	nm0009312,nm0188782
tt1270002	nm1354006	nm0009312,nm0188782
tt1270003	\N	nm0009312,nm0188782
tt1270004	nm1354006	nm0009312,nm0188782
tt1270005	\N	nm0009312,nm0188782
tt1270006	nm1354006	nm0009312,nm0188782
tt1270007	nm1354006	nm0009312,nm0188782
tt1270008	\N	nm0009312,nm0188782
tt1270009	nm1354006	nm0009312,nm0188782
tt1270010	\N	nm0188782
tt1270011	nm1354006	nm0009312,nm0188782
tt1270012	nm2087860	nm1290155,nm1296236,nm1297033
tt1270013	\N	nm1128095,nm2616352
tt1270014	\N	\N
tt1270015	\N	nm1866758,nm1410260,nm1415620,nm3666294,nm1474571
tt1270016	\N	nm1866758,nm1410260,nm1415620,nm3666294,nm1474571
tt1270017	\N	nm1866758,nm1410260,nm1415620,nm3666294,nm1474571
tt1270018	nm1383080	\N
tt1270019	nm0334521	nm0334521
tt1270020	nm0334521	nm0334521
tt1270029	nm1428494	nm1428494
tt1270030	nm1428494	nm1428494
tt1270031	nm1428494	nm1428494
tt1270032	nm1062784,nm0181417	nm1886810,nm0657847
tt1270033	nm1730037,nm1728099,nm1727367	nm2586765,nm1727367,nm1730037,nm1582493,nm1497393,nm1728099
tt1270034	nm0548474	nm1081569,nm2311063
tt1270035	\N	\N
tt1270036	nm0848222,nm0210890,nm0276919	nm0053773,nm1154085,nm0265825,nm2477898,nm1148675,nm0350844,nm9453445
tt1270037	\N	nm0912783
tt1270038	nm0115442	\N
tt1270039	nm1103180	\N
tt1270040	\N	\N
tt1270041	\N	\N
tt1270042	\N	\N
tt1270043	nm0237866	nm1650308,nm1650309
tt1270044	nm1650308	nm1650308,nm1650309
tt1270045	nm0237866	nm1650308,nm1650309
tt1270046	\N	nm1650308,nm1650309
tt1270047	nm0004541	nm0209426
tt1270048	nm0035840	nm0209426
tt1270049	nm0035840	nm0209426
tt1270051	nm0492974	nm0340042
tt1270052	nm0492974	nm0340042
tt1270053	nm0492974	nm0340042
tt1270054	nm0492974	nm0340042
tt1270055	nm0492974	nm0340042
tt1270056	nm0492974	nm0340042
tt1270057	\N	\N
tt1270058	\N	\N
tt1270059	\N	\N
tt1270060	\N	\N
tt1270061	\N	\N
tt1270062	\N	\N
tt1270063	\N	\N
tt1270064	\N	\N
tt1270065	\N	\N
tt1270066	\N	\N
tt1270067	\N	\N
tt1270068	\N	\N
tt1270069	\N	\N
tt1270070	\N	\N
tt1270071	\N	\N
tt1270072	\N	\N
tt1270073	\N	\N
tt1270074	nm0724436	nm0221885,nm0428751,nm0644727,nm0730951,nm0769849
tt1270075	\N	\N
tt1270076	nm0686259,nm0215784,nm3185404,nm0798165	\N
tt1270077	nm0213997	nm0473527,nm0800631
tt1270078	\N	\N
tt1270079	nm0148157	nm0148157
tt1270080	nm1933076	nm1933076
tt1270081	nm1751768	\N
tt1270082	nm3083175	\N
tt1270083	nm3090347,nm3089788	nm3090347,nm3089788
tt1270084	nm2625457	nm1656560,nm2691863,nm2625457
tt1270085	nm2757199,nm2002677	nm2757199,nm2002677
tt1270086	nm3090553,nm1894392	nm1894392,nm3090553
tt1270087	nm1649077	nm1649077
tt1270089	nm2851664	nm3090052,nm2851664
tt1270090	nm0826541	nm3090670
tt1270091	nm1908678	nm2017981
tt1270092	nm3090713	nm3090120
tt1270093	nm2687020	nm2687020
tt1270094	nm0673441,nm2296473	nm2296473,nm0102128,nm2190202,nm0673441
tt1270096	nm0213983	\N
tt1270097	nm3083175	\N
tt1270098	\N	\N
tt1270099	nm1756574	nm1756574
tt1270100	nm0117929	nm0246850
tt1270101	nm0951944	nm0349654,nm1106187
tt1270102	nm2296538	nm2296538
tt1270103	nm0688076	nm0291626
tt1270105	nm2773665	nm2773665
tt1270106	\N	\N
tt1270107	nm0167570	nm1163825,nm0167570
tt1270108	nm2598276	nm2598276
tt1270109	nm3008120,nm2132727	nm2132727
tt1270110	nm0588110	nm0588110,nm3090710,nm3091762,nm3090379
tt1270112	nm2356768	nm2356768
tt1270113	nm0888186	nm1070696
tt1270114	nm0514662	nm0514662
tt1270115	nm1115471	nm3090664,nm1115471
tt1270116	nm1942476	nm1942476,nm3089980
tt1270117	\N	nm0357239,nm0771546
tt1270118	nm1965408	nm1965408
tt1270119	nm2687020	nm2687020
tt1270120	nm0525495	nm3986722,nm1973263,nm0525495
tt1270121	nm1472342	\N
tt1270122	nm2748132	nm2748132
tt1270123	nm0303120	\N
tt1270124	nm3090125,nm2640274	\N
tt1270128	nm0312688	nm0864019
tt1270130	nm0583279	nm1738762
tt1270132	nm0470230	nm0278964
tt1270135	nm0449832	nm0774159
tt1270136	nm0449832	nm0774159
tt1270137	nm0449832	nm0774159
tt1270138	nm0449832	nm0774159
tt1270139	nm0449832	nm0774159
tt1270140	nm0449832	nm0774159
tt1270141	nm0449832	nm0774159
tt1270142	\N	\N
tt1270143	nm1463145	\N
tt1270144	nm1465523	nm0073817
tt1270145	\N	\N
tt1270146	\N	nm0296737
tt1270147	\N	nm0560857
tt1270148	\N	nm0789737
tt1270150	\N	nm0789737
tt1270151	\N	nm1068900
tt1270152	\N	nm0320156,nm0406585
tt1270153	\N	nm0639997
tt1270154	\N	nm0684093
tt1270155	nm0267862	nm0370058,nm0666875
tt1270156	nm0267862	nm0365510,nm0370058
tt1270157	nm0267862	nm0370058
tt1270158	nm0267862	nm0370058,nm0666875
tt1270159	nm0193787	nm0056192,nm0370058
tt1270160	nm0193787	nm0056192,nm0370058
tt1270161	nm0492722	nm0370058
tt1270162	nm0492722	nm0370058,nm0666875
tt1270163	nm0193787	nm0056192,nm0370058
tt1270164	nm0267862	nm0056192,nm0370058
tt1270165	nm1005904	\N
tt1270166	nm0235693	nm1121774,nm0912726
tt1270167	nm0235693	nm0275470,nm0912726
tt1270169	\N	\N
tt1270170	\N	\N
tt1270171	nm1742493	nm2718266
tt1270173	nm0063764	nm3089978
tt1270174	nm0352988	\N
tt1270175	\N	nm0818468
tt1270176	\N	\N
tt1270177	\N	\N
tt1270178	nm0142056	nm0253673,nm0700474
tt1270179	nm0142056	nm0223162,nm0253673
tt1270180	nm0512327	nm0253673,nm0400731
tt1270181	nm1081299,nm1041792	nm1041858
tt1270182	nm1081299,nm1041792	nm1041858
tt1270183	nm3094699,nm4109933,nm1726442,nm2455806,nm2507422,nm2268736,nm4019461,nm4047629,nm3471352,nm3551105,nm0443047,nm2535057,nm2270667,nm1647373,nm3300838,nm3579901,nm2638643,nm5630563,nm1537529,nm3606490,nm2529364,nm4035423,nm1878210,nm4210779,nm13703648,nm2479295,nm1472868,nm6460408,nm7158029,nm3829313	nm3579901,nm1472868,nm1640225,nm0443047,nm3511268
tt1270185	nm0228134	\N
tt1270186	\N	nm0403568,nm0403569
tt1270187	\N	nm0403568,nm0403569
tt1270188	\N	\N
tt1270189	\N	\N
tt1270190	\N	\N
tt1270191	\N	\N
tt1270192	nm1157494	nm0435932
tt1270193	nm3353684	\N
tt1270194	nm1097698	nm0016437,nm0037434,nm1016317,nm0329634,nm0330462,nm0564836,nm0005277,nm1643805,nm0842173
tt1270195	nm1097698	nm0016437,nm0037434,nm1016317,nm0329634,nm0330462,nm0564836,nm0005277,nm1643805,nm0842173
tt1270196	nm1097698	nm0016437,nm0037434,nm1016317,nm0329634,nm0330462,nm0564836,nm0005277,nm1643805,nm0842173
tt1270197	\N	nm1842616
tt1270198	\N	\N
tt1270203	nm0282984	nm0490206,nm0567613
tt1270204	nm0282984	nm0587743
tt1270205	nm0589228	nm0071864,nm0587743
tt1270206	nm0282984	nm0587743,nm0931555
tt1270207	nm0282984	nm0460711,nm0551139
tt1270208	nm0002749	\N
tt1270209	\N	\N
tt1270210	\N	\N
tt1270211	\N	\N
tt1270212	\N	\N
tt1270213	\N	\N
tt1270214	\N	\N
tt1270215	nm0884299	\N
tt1270216	\N	\N
tt1270217	\N	\N
tt1270218	\N	\N
tt1270219	nm0685736	nm1104712,nm1051823
tt1270220	nm1541136	nm0045975
tt1270221	nm1331005	nm1378791
tt1270222	nm1331005	nm0378666
tt1270223	nm0366709	nm0378666
tt1270224	\N	\N
tt1270225	\N	\N
tt1270226	\N	\N
tt1270227	\N	\N
tt1270228	nm2267009,nm2459790	\N
tt1270229	nm1518814	nm3015717,nm2759113,nm3080016,nm2979964,nm0730355,nm1518814
tt1270230	nm0235830,nm1348775	\N
tt1270231	\N	\N
tt1270232	\N	\N
tt1270233	nm2424570	nm0247653,nm1977931,nm0481990
tt1270234	nm2424570	nm0247653,nm2438664,nm0481990
tt1270235	nm2424570	nm2327344,nm0247653,nm0481990
tt1270236	nm2424570	nm0247653,nm0283897,nm0481990
tt1270237	\N	\N
tt1270239	nm0115442	nm2830421
tt1270240	\N	\N
tt1270241	\N	\N
tt1270242	\N	\N
tt1270243	\N	\N
tt1270244	\N	\N
tt1270245	\N	\N
tt1270246	\N	\N
tt1270247	\N	\N
tt1270248	\N	\N
tt1270249	\N	\N
tt1270250	nm2157058	nm2593588
tt1270251	\N	nm1265287,nm0522877,nm1791799
tt1270252	nm1742493,nm2313806	\N
tt1270253	nm0573083,nm0821358	\N
tt1270254	nm1895970	\N
tt1270255	nm1995531	\N
tt1270256	nm2254634	nm2254634
tt1270257	nm0115442	\N
tt1270258	nm0550198	nm0400745
tt1270259	nm3090750	\N
tt1270260	nm3090098	nm3090098,nm0448392
tt1270261	nm1622125	nm0919720
tt1270262	nm0848414	nm0859241,nm2205151,nm0714460
tt1270263	nm0528186	nm0203961
tt1270264	nm0557543	nm0557543
tt1270266	nm0203712	nm0393938,nm0888480
tt1270267	nm2035820	nm2035820,nm3354833
tt1270268	nm1645971	nm1645971
tt1270269	nm0446232	nm2204457,nm2205813
tt1270270	nm2040352	\N
tt1270271	nm3422061	nm3422061,nm1577445
tt1270272	nm1552541	\N
tt1270273	\N	nm2093808,nm2100253
tt1270274	nm3089987	\N
tt1270275	nm2029182	nm2029182
tt1270277	nm0749263	nm0861502
tt1270278	nm2686548	nm0684920,nm0416556
tt1270279	nm1570177	nm0697362
tt1270280	nm3090676	nm3090866
tt1270282	nm2840629	nm2840629
tt1270283	nm0622860,nm2107416	nm2107416,nm0622860,nm3090528,nm3089710
tt1270284	nm2005653,nm2020037	nm2005653,nm2020037,nm2267921
tt1270285	nm1990350	nm1990350
tt1270286	nm0061982	nm0061982,nm3090532
tt1270288	nm1312015,nm0443702	nm1312015,nm0443702,nm0486610
tt1270289	nm0798820	nm0798820
tt1270290	nm1574779,nm0008409,nm2063560,nm0757217,nm0994030	nm1574779,nm0757217,nm2063560,nm0008409,nm0994030,nm3266890,nm3268516
tt1270291	nm0004611	nm1414878,nm0004611
tt1270296	nm1766424	nm1766424
tt1270297	\N	\N
tt1270298	\N	nm1219619,nm0746799
tt1270299	\N	nm1384035,nm1219619
tt1270300	\N	nm1219619
tt1270301	nm1134803	\N
tt1270302	nm1134803	\N
tt1270303	\N	\N
tt1270304	\N	\N
tt1270305	\N	\N
tt1270306	\N	\N
tt1270307	\N	\N
tt1270308	\N	\N
tt1270309	\N	\N
tt1270310	\N	nm0296737
tt1270311	\N	nm7482634
tt1270312	\N	nm0291263
tt1270313	\N	nm0057381
tt1270314	\N	nm0303335
tt1270315	\N	nm0160294,nm1219727
tt1270316	\N	nm0361934,nm0736520
tt1270317	\N	nm1149144,nm0727211
tt1270318	\N	nm0208831
tt1270319	\N	nm0539942,nm0877057
tt1270321	\N	nm7482526
tt1270322	\N	nm0060914
tt1270323	\N	nm0789737
tt1270324	nm0605925	nm0711905
tt1270325	\N	nm0115097
tt1270326	\N	nm0375484
tt1270327	\N	nm1349729,nm0649478
tt1270328	\N	nm0083653,nm0160367
tt1270329	\N	nm0854789
tt1270330	\N	nm0303335
tt1270331	\N	nm0507021,nm1272861
tt1270332	\N	nm1048055,nm0727211
tt1270333	\N	\N
tt1270335	nm0368906,nm0269229,nm1638871	nm1412298,nm0055756,nm2115641,nm2805547,nm2808706
tt1270336	\N	\N
tt1270337	\N	\N
tt1270339	nm0240548	nm1130314,nm0877894,nm0995452,nm1028310,nm0287482,nm0363624,nm0382375,nm0518773,nm1032103,nm0769887
tt1270340	nm0682126	nm0682126,nm0824482
tt1270342	nm0397986	nm0014902
tt1270343	nm0936358	nm0014902
tt1270344	nm0148115	nm0014902
tt1270345	nm0148115	nm0014902
tt1270346	nm0936358	nm0014902
tt1270347	nm0936358	nm0014902,nm0493010
tt1270348	nm0936358	nm0014902
tt1270349	nm0936358	nm0014902
tt1270350	nm0835173	nm0014902
tt1270351	nm0835173	nm0493010
tt1270352	nm0835173	nm0493010
tt1270353	nm0835173	nm0014902
tt1270354	\N	\N
tt1270355	\N	\N
tt1270356	nm0933739	nm1603529
tt1270357	\N	\N
tt1270358	\N	nm3091581,nm0533949,nm3091091,nm2125465,nm3106464,nm3091076
tt1270359	nm0721676	nm0480782,nm1295217
tt1270360	nm0721676	nm0480782,nm1295217
tt1270361	nm1635586	\N
tt1270362	nm0574762	nm0253673,nm0612232
tt1270364	\N	\N
tt1270365	nm0860014	nm0295357
tt1270366	nm2759113	nm2759113,nm2689740,nm0730355,nm1518814
tt1270367	nm1746026,nm1144458,nm0219513,nm0716933	nm1144458
tt1270368	nm0225621	nm0225621
tt1270369	nm0225621	nm0225621
tt1270370	\N	\N
tt1270371	nm1772568	\N
tt1270372	nm1033415	nm1027724,nm0477499
tt1270373	nm1033415	nm1027724,nm0477499
tt1270374	nm0235663	nm0505386,nm0666168
tt1270376	nm0667937	\N
tt1270377	nm0505420	\N
tt1270378	nm1651538	nm1857090,nm1969639
tt1270379	nm1651538	nm1961123,nm2896022
tt1270380	nm1259307,nm1015063	nm0441639,nm1074766,nm1654864,nm0419574,nm0203508,nm3273910,nm3543339,nm0717212
tt1270381	nm0229301	nm0229301,nm1680413
tt1270382	\N	\N
tt1270383	\N	\N
tt1270384	\N	\N
tt1270385	\N	\N
tt1270386	\N	\N
tt1270387	\N	\N
tt1270388	\N	\N
tt1270389	\N	\N
tt1270390	\N	\N
tt1270391	nm1667553	\N
tt1270392	nm0239259,nm0197463	nm1738748,nm1932068,nm0078855,nm1569740,nm1760975,nm0221497,nm2836529,nm1870111,nm1802598,nm1492989,nm0518170,nm2741870,nm0723917,nm0844327,nm0885213
tt1270393	\N	\N
tt1270394	\N	\N
tt1270395	nm2670563	\N
tt1270396	\N	nm1128095,nm2616352
tt1270397	\N	nm0031867
tt1270398	\N	nm0031867
tt1270399	\N	nm0031867
tt1270400	\N	nm0031867
tt1270401	\N	nm0031867
tt1270402	\N	nm0031867
tt1270403	\N	nm0031867
tt1270404	\N	nm0031867
tt1270405	\N	nm0031867
tt1270406	\N	nm0031867
tt1270407	\N	nm0031867
tt1270408	\N	nm0031867
tt1270409	\N	nm0031867
tt1270410	\N	nm0031867
tt1270411	\N	nm0031867
tt1270412	\N	nm0031867
tt1270413	\N	nm0031867
tt1270414	\N	nm0031867
tt1270415	\N	nm0031867
tt1270416	\N	nm0031867
tt1270417	\N	nm0031867
tt1270418	\N	nm0031867
tt1270419	\N	nm0031867
tt1270420	\N	nm0031867
tt1270421	\N	nm0031867
tt1270422	\N	nm0031867
tt1270423	\N	nm0031867
