tconst	directors	writers
tt1400000	\N	\N
tt1400001	\N	nm0295001
tt1400002	nm0281310	nm0295001
tt1400003	nm0848163	\N
tt1400004	nm0100681	nm0269557,nm0938689
tt1400005	\N	\N
tt1400006	nm1561194	\N
tt1400007	nm3580179	\N
tt1400008	\N	\N
tt1400009	\N	\N
tt1400010	\N	\N
tt1400011	\N	\N
tt1400012	\N	\N
tt1400014	\N	\N
tt1400015	\N	\N
tt1400016	\N	\N
tt1400017	\N	\N
tt1400018	\N	\N
tt1400019	\N	\N
tt1400020	\N	\N
tt1400021	nm2656064,nm1834175	nm1485603,nm1485604,nm1866876
tt1400022	nm3040690	\N
tt1400023	nm3040690	\N
tt1400024	\N	nm3193758
tt1400025	nm1936889	nm3162442
tt1400026	\N	\N
tt1400027	nm1749021	\N
tt1400028	nm1749021	\N
tt1400029	nm1749021	\N
tt1400030	nm1749021	\N
tt1400031	nm1749021	\N
tt1400032	nm1749021	\N
tt1400033	nm0669120	nm2208737,nm1888201
tt1400034	nm0669120	nm2208737,nm1888201
tt1400035	nm1227522	\N
tt1400036	nm1227522	\N
tt1400037	\N	\N
tt1400038	\N	\N
tt1400039	\N	nm0871436
tt1400040	nm1729236	\N
tt1400041	nm0808700	nm1281893,nm0912726,nm1839448
tt1400042	nm1165228,nm0802127,nm1306585	nm1442982,nm1306585
tt1400043	nm0774708	nm0006724,nm0512728
tt1400044	\N	\N
tt1400045	nm0344463	\N
tt1400046	\N	\N
tt1400047	\N	\N
tt1400048	\N	\N
tt1400049	nm0583279	nm0970589
tt1400050	nm0583279	nm0970589
tt1400051	\N	\N
tt1400052	nm0696136	nm1053839,nm0480782,nm2478851
tt1400053	nm2702470	\N
tt1400055	\N	nm1001279
tt1400056	\N	nm1001279
tt1400057	\N	nm1001279
tt1400058	\N	nm1001279
tt1400059	\N	nm1001279
tt1400060	\N	nm1001279
tt1400061	\N	nm1001279
tt1400062	nm0373673	nm0193351
tt1400063	\N	\N
tt1400064	\N	\N
tt1400065	\N	\N
tt1400066	\N	\N
tt1400067	nm0076750	nm0076750
tt1400068	\N	\N
tt1400069	nm0944404	nm0349953,nm0364922,nm0403568,nm0403569
tt1400070	\N	\N
tt1400071	nm1073522,nm1547029	\N
tt1400072	\N	\N
tt1400073	nm0779350	nm0614682,nm1004299,nm0107302
tt1400074	nm0089271	nm3768054,nm3752828,nm2149199,nm1899105,nm0833943
tt1400077	\N	nm1749092
tt1400078	nm0481184	\N
tt1400079	nm0258307	\N
tt1400080	\N	nm2592528
tt1400081	nm0258307	\N
tt1400082	nm1350518	nm2592528
tt1400083	nm1350518	nm2592528
tt1400084	nm1350518	nm2592528
tt1400085	nm1350518	nm2592528
tt1400086	\N	nm2592528
tt1400087	\N	\N
tt1400088	nm0263244	\N
tt1400089	nm0263244	\N
tt1400090	nm0263244	\N
tt1400091	nm0263244	\N
tt1400092	nm0263244	\N
tt1400093	nm0263244	nm2051751
tt1400094	nm0263244	\N
tt1400095	nm0488289	nm1537739
tt1400096	nm1976276	nm1604666,nm0715087,nm3670498
tt1400097	\N	\N
tt1400098	\N	\N
tt1400099	nm2083880	\N
tt1400100	\N	\N
tt1400101	\N	\N
tt1400102	\N	\N
tt1400103	\N	\N
tt1400104	\N	\N
tt1400105	\N	\N
tt1400106	\N	\N
tt1400107	\N	\N
tt1400108	\N	\N
tt1400109	nm3534008,nm1335366	nm1390386,nm1950139
tt1400110	nm1335366	nm1390386,nm3368961,nm1335366,nm1950139
tt1400111	nm0500432	nm0500432,nm1390386,nm3368961,nm1950139
tt1400112	nm1436110	nm1436110,nm1390386,nm1335366,nm1950139
tt1400113	nm2887907	nm1720837,nm1840962,nm0646561,nm2164125
tt1400114	nm0791027	nm0569423
tt1400115	\N	\N
tt1400116	nm3144036	nm1715639,nm0780435
tt1400117	nm0213997	nm0656670,nm0779670
tt1400118	nm0213997	nm0656670,nm0779670
tt1400119	\N	\N
tt1400120	\N	\N
tt1400121	\N	\N
tt1400122	\N	\N
tt1400123	\N	\N
tt1400124	\N	\N
tt1400125	\N	\N
tt1400126	\N	\N
tt1400127	\N	nm1404954
tt1400128	\N	nm1404954
tt1400129	\N	nm1404954
tt1400130	\N	nm1404954
tt1400131	\N	nm1404954
tt1400132	\N	nm1404954
tt1400134	\N	\N
tt1400135	nm0732371	\N
tt1400136	nm0732371	\N
tt1400137	nm0732371	\N
tt1400138	\N	\N
tt1400139	nm0732371	\N
tt1400140	nm0732371	\N
tt1400141	nm0732371	\N
tt1400142	nm0732371	\N
tt1400143	\N	\N
tt1400144	\N	\N
tt1400145	nm0732371	\N
tt1400146	nm0732371	\N
tt1400147	\N	\N
tt1400148	\N	\N
tt1400149	nm0732371	\N
tt1400150	\N	\N
tt1400151	nm0732371	\N
tt1400152	\N	\N
tt1400153	nm0732371	\N
tt1400154	nm1203199,nm3132063,nm3131807,nm1743338	nm1080606,nm0313746,nm1007185,nm1319754,nm2166964,nm2921812
tt1400155	nm1743338,nm3132063,nm1203199,nm3131807	nm1080606,nm0313746,nm1007185,nm1319754,nm2166964,nm2921812
tt1400156	nm1203199,nm3131807,nm3132063,nm1743338	nm1080606,nm0313746,nm1007185,nm1319754,nm2166964,nm2921812
tt1400157	nm1743338,nm1203199,nm3131807,nm3132063	nm1080606,nm0313746,nm1007185,nm1319754,nm2166964,nm2921812
