tconst	directors	writers
tt16600034	\N	\N
tt16600102	\N	\N
tt16600132	\N	\N
tt16600166	\N	\N
tt16600198	\N	\N
tt16600212	\N	\N
tt16600226	\N	\N
tt16600228	\N	\N
tt16600292	\N	\N
tt16600306	\N	\N
tt16600352	nm0535644	nm0535644
tt16600404	\N	\N
tt16600406	\N	\N
tt16600408	\N	\N
tt16600546	nm4715195	\N
tt16600574	nm10761255	nm5150067
tt16600730	nm4498397	\N
tt16600982	\N	\N
tt16601072	nm10917761,nm9335573	nm7189643
tt16601106	\N	nm7552883
tt16601178	nm9335573,nm10917761	nm7189643
tt16601194	nm10917761,nm9335573	nm7189643
tt16601250	nm9335573,nm10917761	nm7189643
tt16601268	nm10917761,nm9335573	nm7189643
tt16601276	nm9335573,nm10917761	nm7189643
tt16601288	\N	\N
tt16601290	\N	\N
tt16601292	nm9335573,nm10917761	nm7189643
tt16601306	\N	\N
tt16601314	nm9335573,nm10917761	nm7189643
tt16601322	\N	\N
tt16601324	\N	\N
tt16601328	nm9335573,nm10917761	nm7189643
tt16601330	\N	\N
tt16601332	\N	\N
tt16601334	nm9335573,nm10917761	nm7189643
tt16601336	\N	\N
tt16601338	\N	\N
tt16601340	nm10917761,nm9335573	nm7189643
tt16601342	nm10917761,nm9335573	nm7189643
tt16601344	\N	\N
tt16601346	\N	\N
tt16601348	nm10917761,nm9335573	nm7189643
tt16601350	nm10917761,nm9335573	nm7189643
tt16601352	\N	\N
tt16601354	nm9335573,nm10917761	nm7189643
tt16601356	\N	\N
tt16601358	nm9335573,nm10917761	nm7189643
tt16601360	\N	\N
tt16601362	\N	\N
tt16601364	nm9335573,nm10917761	nm7189643
tt16601366	nm9335573,nm10917761	nm7189643
tt16601368	\N	\N
tt16601370	nm9335573,nm10917761	nm7189643
tt16601372	\N	\N
tt16601374	\N	\N
tt16601376	\N	\N
tt16601378	nm9335573,nm10917761	nm7189643
tt16601380	nm9335573,nm10917761	nm7189643
tt16601382	\N	\N
tt16601384	nm9335573,nm10917761	nm7189643
tt16601386	nm9335573,nm10917761	nm7189643
tt16601388	nm10917761,nm9335573	nm7189643
tt16601390	\N	\N
tt16601392	nm9335573,nm10917761	nm7189643
tt16601394	\N	\N
tt16601396	nm9335573,nm10917761	nm7189643
tt16601398	\N	\N
tt16601400	nm10917761,nm9335573	nm7189643
tt16601402	\N	\N
tt16601404	nm9335573,nm10917761	nm7189643
tt16601406	nm10917761,nm9335573	nm7189643
tt16601408	nm9335573,nm10917761	nm7189643
tt16601410	nm9335573,nm10917761	nm7189643
tt16601412	nm9335573,nm10917761	nm7189643
tt16601414	nm9335573,nm10917761	nm7189643
tt16601416	nm9335573,nm10917761	nm7189643
tt16601418	nm10917761,nm9335573	nm7189643
tt16601420	nm9335573,nm10917761	nm7189643
tt16601422	nm9335573,nm10917761	nm7189643
tt16601424	\N	\N
tt16601426	nm9335573,nm10917761	nm7189643
tt16601458	nm9335573,nm10917761	nm7189643
tt16601558	nm10917761,nm9335573	nm7189643
tt16601600	nm10917761,nm9335573	nm7189643
tt16601630	nm9335573,nm10917761	nm7189643
tt16601640	nm9335573,nm10917761	nm7189643
tt16601658	nm9335573,nm10917761	nm7189643
tt16601670	nm10917761,nm9335573	nm7189643
tt16601676	nm10917761,nm9335573	nm7189643
tt16601678	nm9335573,nm10917761	nm7189643
tt16601680	nm10917761,nm9335573	nm7189643
tt16601684	nm9335573,nm10917761	nm7189643
tt16601688	nm9335573,nm10917761	nm7189643
tt16601690	nm10917761,nm9335573	nm7189643
tt16601694	nm4498397	\N
tt16601700	nm9335573,nm10917761	nm7189643
tt16601702	nm10917761,nm9335573	nm7189643
tt16601714	nm9335573,nm10917761	nm7189643
tt16601724	nm9335573,nm10917761	nm7189643
tt16601726	nm9335573,nm10917761	nm7189643
tt16601742	nm9335573,nm10917761	nm7189643
tt16601756	nm10917761,nm9335573	nm7189643
tt16601758	nm9335573,nm10917761	nm7189643
tt16601764	nm9335573,nm10917761	nm7189643
tt16601776	nm9335573,nm10917761	nm7189643
tt16601780	nm10917761,nm9335573	nm7189643
tt16601784	nm9335573,nm10917761	nm7189643
tt16601806	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16601842	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16601868	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16601902	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16601922	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16601972	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602018	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602036	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602100	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602146	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602178	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602200	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602288	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602296	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602324	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602360	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602384	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602464	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602478	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602484	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602532	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602566	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602614	\N	nm2991402,nm3744564,nm4827115,nm2583953,nm2992331
tt16602858	nm2346331	nm1568626,nm10283735,nm12282168
tt16602970	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603004	nm2346331	nm1568626,nm10283735,nm12282168
tt16603008	nm2346331	nm1568626,nm10283735,nm12282168
tt16603010	\N	\N
tt16603012	nm2346331	nm1568626,nm10283735,nm12282168
tt16603014	\N	\N
tt16603016	nm2346331	nm1568626,nm10283735,nm12282168
tt16603018	nm2346331	nm1568626,nm10283735,nm12282168
tt16603022	nm2346331	nm1568626,nm10283735,nm12282168
tt16603024	nm2346331	nm1568626,nm10283735,nm12282168
tt16603026	nm2346331	nm1568626,nm10283735,nm12282168
tt16603028	nm2346331	nm1568626,nm10283735,nm12282168
tt16603032	\N	\N
tt16603034	nm2346331	nm1568626,nm10283735,nm12282168
tt16603036	nm2346331	nm1568626,nm10283735,nm12282168
tt16603038	nm0917532	nm2590110,nm0917532
tt16603040	nm2346331	nm1568626,nm10283735,nm12282168
tt16603042	nm2346331	nm1568626,nm10283735,nm12282168
tt16603044	nm2346331	nm1568626,nm10283735,nm12282168
tt16603046	nm2346331	nm1568626,nm10283735,nm12282168
tt16603050	nm2346331	nm1568626,nm10283735,nm12282168
tt16603052	nm2346331	nm1568626,nm10283735,nm12282168
tt16603054	nm2346331	nm1568626,nm10283735,nm12282168
tt16603056	nm6360932,nm6636414	nm6360932,nm6636414
tt16603058	nm2346331	nm1568626,nm10283735,nm12282168
tt16603084	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603098	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603102	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603120	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603148	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603152	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603176	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850,nm13640248
tt16603178	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603202	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603204	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603206	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603208	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603210	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603214	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603216	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603218	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850
tt16603220	\N	\N
tt16603222	nm2343499	nm10688741,nm6031401,nm1952439,nm11684850,nm13640248
