tconst	directors	writers
tt19510228	\N	\N
tt19510544	nm13566872	nm13566872
tt19511492	\N	\N
tt19511570	nm13566925,nm12181406,nm11664584,nm13566929,nm13566927,nm11471335,nm13566928,nm11664631,nm13566930	nm13566930,nm13566928,nm11471335,nm13566927,nm11664584,nm12181406,nm13566925,nm13566929,nm11664631
tt19511578	nm9972268	nm9972268
tt19511582	nm10580682	nm10580682
tt19511584	\N	\N
tt19511586	\N	\N
tt19511596	nm10580682	nm10580682
tt19511598	nm5328909	nm5328909
tt19511600	nm8786579	nm8786579
tt19511602	\N	nm11900687
tt19511606	\N	nm9432602
tt19511608	\N	nm8440335
tt19511614	nm8888206	nm3204157,nm8888206
tt19511616	nm10580682	nm10580682
tt19511618	\N	nm9432602
tt19511620	nm7109429	nm10673425
tt19511624	nm10580682	nm10580682
tt19511630	nm10580682	nm10580682
tt19511632	nm13564382	nm13564382
tt19511640	nm13397166	nm13397166
tt19511642	nm13127314	nm13566979
tt19511654	\N	\N
tt19511656	nm2811859	\N
tt19511658	nm13564382	nm13564382
tt19511660	nm7693247,nm10261274	nm8486368,nm10261274
tt19511666	nm6953021	nm6953021
tt19511674	nm2150730	nm2401261,nm7631339
tt19511676	\N	\N
tt19511680	nm2811859	\N
tt19511684	\N	\N
tt19511688	\N	\N
tt19511690	nm1470999,nm2238286	nm0427013
tt19511692	\N	\N
tt19511694	nm2811859	\N
tt19511696	nm7352735	nm5874034
tt19511698	\N	\N
tt19511700	\N	\N
tt19511706	\N	\N
tt19511708	nm2811859	\N
tt19511710	\N	\N
tt19511712	\N	\N
tt19511714	\N	\N
tt19511724	nm5007329	nm5007329
tt19511726	\N	\N
tt19511728	\N	\N
tt19511740	nm3487158	nm1038552,nm7151003
tt19511742	\N	\N
tt19511744	\N	\N
tt19511746	nm0944315	\N
tt19511748	nm11174293	nm11174293
tt19511750	\N	\N
tt19511754	\N	\N
tt19511756	nm1213790	nm6146954,nm6589702,nm11218191
tt19511762	nm3487158	nm5338107,nm1038552
tt19511764	\N	\N
tt19511768	\N	\N
tt19511770	\N	\N
tt19511772	nm1213790	nm6146954,nm6589702,nm11218191
tt19511776	nm6393161	nm2494137,nm1699819
tt19511778	nm13555674	\N
tt19511780	\N	\N
tt19511782	nm13567645	\N
tt19511788	nm4848933	nm13567058
tt19511790	nm10919225	\N
tt19511792	\N	\N
tt19511794	nm12388148	nm12381605,nm11052247
tt19511796	nm9937702	nm9937702
tt19511798	\N	\N
tt19511800	\N	\N
tt19511802	\N	nm5104382
tt19511806	nm4164551	\N
tt19511810	\N	\N
tt19511812	nm4164551	\N
tt19511814	nm1213790	nm6146954,nm6589702,nm11218191
tt19511816	nm1213790	nm6146954,nm6589702,nm11218191
tt19511818	\N	\N
tt19511820	\N	\N
tt19511822	\N	\N
tt19511824	nm10311802	nm10311802
tt19511826	nm13555674	\N
tt19511828	nm9285291	nm12108212
tt19511832	\N	\N
tt19511834	nm13567082	nm13567082
tt19511838	nm13555674	\N
tt19511840	nm13492691	\N
tt19511842	nm6615978	nm12985148
tt19511844	\N	\N
tt19511852	nm6615978	nm12985148
tt19511854	\N	nm1768285
tt19511856	nm13555674	\N
tt19511858	nm6615978	nm12985148
tt19511860	nm12569618	nm10146974,nm11898140
tt19511862	nm6164555	\N
tt19511864	nm8824861	nm11191109,nm6806669,nm2339191
tt19511866	\N	\N
tt19511868	\N	\N
tt19511870	nm6615978	nm12985148
tt19511872	nm3439485	nm3439485
tt19511874	nm6615978	nm12985148
tt19511876	nm0019735,nm6029504	nm1703734
tt19511878	nm6615978	nm12985148
tt19511880	nm0260634	\N
tt19511882	nm12068561	\N
tt19511884	nm10820097	nm10820097
tt19511886	nm6615978	nm12985148
