tconst	directors	writers
tt20610028	nm11212995	nm10755034,nm11101861,nm11401911
tt20610038	nm11212995	nm10755034,nm11101861,nm11401911
tt20610124	nm11212995	nm10755034,nm11101861,nm11401911
tt20610160	\N	\N
tt20610194	\N	nm13754986,nm13754987
tt20610202	nm11212995	nm10755034,nm11101861,nm11401911
tt20610220	nm11212995	nm10755034,nm11101861,nm11401911
tt20610234	\N	nm13754986,nm13754987
tt20610264	nm11212995	nm10755034,nm11101861,nm11401911
tt20610270	nm11212995	nm10755034,nm11101861,nm11401911
tt20610368	nm11212995	nm10755034,nm11101861,nm11401911
tt20610370	nm1127420	nm1127420
tt20610402	nm11212995	nm10755034,nm11101861,nm11401911
tt20610448	\N	nm13754986,nm13754987
tt20610512	\N	\N
tt20610514	nm11212995	nm10755034,nm11101861,nm11401911
tt20610650	\N	nm13754986,nm13754987
tt20610676	nm11212995	nm10755034,nm11101861,nm11401911
tt20610690	\N	nm13754986,nm13754987
tt20610884	nm11212995	nm10755034,nm11101861,nm11401911
tt20610970	nm11212995	nm10755034,nm11101861,nm11401911
tt20611022	\N	\N
tt20611056	\N	\N
tt20611114	\N	nm13754986,nm13754987
tt20611228	\N	nm13754986,nm13754987
tt20611284	\N	nm13754986,nm13754987
tt20611492	nm2804532	nm2804532
tt20611614	\N	\N
tt20611664	nm0441513	nm1082103
tt20611716	nm4420126	nm4420126
tt20611726	\N	\N
tt20612032	\N	\N
tt20612160	nm0653073	\N
tt20612896	nm1283825,nm0427323	nm0477804,nm2087483,nm12100947,nm5730943,nm3217699,nm1050494
tt20612986	nm13368228	nm13704052
tt20613020	\N	\N
tt20613084	\N	\N
tt20613098	nm13368228	nm13704052
tt20613236	nm6129512,nm8036104	nm6129512
tt20613426	\N	\N
tt20613474	nm13368228	nm13704052
tt20613650	nm8151275	\N
tt20614144	nm13436164	nm13436164
tt20614194	\N	nm3455862,nm3448342
tt20614738	nm3750071	nm3750071
tt20615104	\N	nm2464544
tt20615898	nm3815014	nm9494767,nm12890559,nm10020704,nm9258478,nm9115584
tt20616004	nm3815014	nm9494767,nm12890559,nm10020704,nm9258478,nm9115584
tt20616054	nm6481080	nm3708946
tt20616250	\N	\N
tt20616282	\N	\N
tt20616314	nm3815014	nm9494767,nm12890559,nm10020704,nm9258478,nm9115584
tt20616362	nm3815014	nm9494767,nm12890559,nm10020704,nm9258478,nm9115584
tt20616428	nm4105345	nm13726007,nm9590730,nm1692680
tt20616430	nm3815014	nm9494767,nm12890559,nm10020704,nm9258478,nm9115584
tt20616454	nm3815014	nm9494767,nm12890559,nm10020704,nm9258478,nm9115584
tt20616594	nm3815014	nm9494767,nm12890559,nm10020704,nm9258478,nm9115584
tt20616786	nm3815014	nm9494767,nm12890559,nm10020704,nm9258478,nm9115584
tt20616860	nm3815014	nm9494767,nm12890559,nm10020704,nm9258478,nm9115584
