tconst	directors	writers
tt13830002	nm3899558	nm1974554,nm3899558,nm11567974,nm11565874
tt13830004	\N	nm2092520
tt13830008	nm4012716,nm4028954	\N
tt13830010	nm0584982	nm0577371,nm0584982
tt13830012	nm9117881	\N
tt13830016	nm0269755,nm2095234,nm6907332,nm0004078,nm3799517,nm7013705	nm0124402,nm0125662,nm11304770,nm2745912,nm1786464,nm2074407,nm7229860,nm8755649
tt13830018	nm9117881	\N
tt13830020	nm3799517,nm6907332,nm0269755,nm2095234,nm7013705,nm0004078	nm0124402,nm0125662,nm11304770,nm2745912,nm1786464,nm2074407,nm7229860,nm8755649
tt13830022	nm9117881	\N
tt13830024	nm0269755,nm7013705,nm2095234,nm3799517,nm0004078,nm6907332	nm0124402,nm0125662,nm11304770,nm2745912,nm1786464,nm2074407,nm7229860,nm8755649
tt13830026	nm9241643	nm9241643
tt13830028	nm3799517,nm6907332,nm2095234,nm0004078,nm0269755,nm7013705	nm0124402,nm0125662,nm11304770,nm2745912,nm1786464,nm2074407,nm7229860,nm8755649
tt13830030	\N	nm2092520
tt13830032	nm7013705,nm3799517,nm6907332,nm0269755,nm2095234,nm0004078	nm0124402,nm0125662,nm11304770,nm2745912,nm1786464,nm2074407,nm7229860,nm8755649
tt13830034	nm9117881	\N
tt13830038	\N	nm0799172
tt13830040	nm9117881	\N
tt13830044	\N	nm0799172
tt13830046	nm1058165	nm1058165
tt13830048	\N	nm2092520
tt13830050	\N	\N
tt13830052	nm0661133	nm0661133
tt13830054	\N	\N
tt13830058	nm8790047,nm3658953	\N
tt13830062	\N	nm2092520
tt13830064	\N	\N
tt13830066	\N	nm2092520
tt13830068	\N	\N
tt13830070	\N	\N
tt13830072	\N	\N
tt13830074	\N	\N
tt13830078	\N	nm12225766,nm5117997
tt13830082	\N	nm2092520
tt13830090	\N	\N
tt13830094	nm1572361	nm1572361
tt13830096	nm1411667	nm1832147,nm1411667,nm1411975,nm1412461,nm1273029
tt13830098	\N	\N
tt13830100	nm10109955	nm10109955
tt13830102	\N	\N
tt13830106	\N	\N
tt13830108	\N	\N
tt13830110	\N	\N
tt13830112	\N	\N
tt13830114	nm6705314	\N
tt13830116	\N	\N
tt13830118	\N	\N
tt13830120	\N	\N
tt13830122	\N	\N
tt13830124	\N	\N
tt13830126	\N	\N
tt13830128	nm0000647	nm11511241
tt13830130	\N	nm12225778,nm6148004,nm2424103
tt13830132	\N	\N
tt13830134	nm9642924	nm9642924
tt13830136	\N	\N
tt13830138	nm10109955	nm10109955
tt13830140	nm9642924	nm9642924
tt13830142	nm10224611	\N
tt13830144	nm3579990	nm12225795
tt13830146	nm9642924	nm9642924
tt13830148	nm3971394,nm2556707	nm2556707,nm3971394,nm5699537,nm3630622
tt13830150	nm4882257	nm0048910
tt13830152	nm2227814	nm2227814
tt13830154	nm0356797	\N
tt13830156	\N	\N
tt13830158	\N	\N
tt13830160	\N	\N
tt13830162	\N	\N
tt13830164	\N	\N
tt13830166	\N	\N
tt13830168	\N	\N
tt13830170	\N	nm0072592,nm1068055
tt13830172	\N	\N
tt13830174	\N	\N
tt13830176	\N	\N
tt13830178	\N	\N
tt13830180	\N	\N
tt13830182	nm12220135	\N
tt13830184	\N	\N
tt13830186	\N	\N
tt13830188	\N	nm4713889,nm7326524,nm8286928
tt13830190	\N	\N
tt13830192	\N	\N
tt13830194	nm6943547	\N
tt13830196	nm10810710	nm10810710
tt13830198	nm0000647	nm11511241
tt13830200	\N	\N
tt13830204	nm2054578	\N
tt13830206	nm0356797	\N
tt13830208	nm3805258	\N
tt13830214	nm12225879,nm4449772,nm0598011	\N
tt13830216	nm12225839	nm10556214
tt13830218	\N	\N
tt13830220	\N	\N
tt13830222	\N	\N
tt13830224	nm3385324	\N
tt13830226	nm2401575	\N
tt13830228	nm0356797	\N
tt13830230	\N	\N
tt13830232	\N	\N
tt13830234	nm3933225,nm1919089,nm4595932	\N
tt13830236	\N	\N
tt13830238	nm0091807	\N
tt13830240	\N	\N
tt13830242	\N	\N
tt13830244	\N	\N
tt13830246	\N	\N
tt13830248	nm2636476	\N
tt13830254	\N	\N
tt13830256	nm9526359	nm12225863
tt13830260	\N	\N
tt13830262	\N	\N
tt13830264	\N	nm1752574
tt13830266	\N	nm1752574
tt13830268	nm12223142	nm12223142
tt13830270	nm12225878	nm10637396
tt13830272	\N	\N
tt13830274	\N	\N
tt13830278	nm4175147	\N
tt13830280	nm5911705	\N
tt13830282	nm5911705	\N
tt13830284	\N	\N
tt13830286	nm9202516	\N
tt13830288	\N	\N
tt13830290	nm5911705	\N
tt13830292	\N	\N
tt13830294	\N	\N
tt13830296	nm7393537	nm4143031
tt13830298	nm1622106	\N
tt13830300	\N	\N
tt13830302	nm0884299	nm2544604
tt13830306	nm12225895	nm10637396
tt13830308	nm0884299	nm2544604
tt13830312	nm0884299	nm2544604
tt13830314	nm4935944	nm4935944
tt13830316	nm0884299	nm2544604
tt13830318	nm4935793	nm2538739,nm2805990,nm5193944,nm9041339
tt13830320	nm1238859	nm2148234,nm2594268,nm0623001
tt13830322	nm2364398	nm2148234,nm2594268,nm0623001
tt13830324	nm0508277	nm2148234,nm2594268,nm0623001
tt13830326	nm0884299	nm2544604
tt13830328	nm0508277	nm2148234,nm2594268,nm0623001
tt13830330	nm0508277	nm2148234,nm2594268,nm0623001
tt13830332	nm0508277	nm2148234,nm2594268,nm0623001
tt13830334	\N	\N
tt13830336	\N	\N
tt13830340	\N	\N
tt13830342	\N	\N
tt13830344	nm0356797	\N
tt13830348	nm7101998	nm7101998
tt13830350	nm3118297,nm2571448,nm5011251,nm3112622	\N
tt13830352	nm0797455	nm3809998
tt13830354	nm0278755	nm0278755
tt13830356	\N	\N
tt13830358	\N	\N
tt13830360	nm4935944	nm4935944
tt13830362	nm1553327	\N
tt13830364	nm11826230	\N
tt13830366	\N	\N
tt13830368	\N	\N
tt13830372	\N	\N
tt13830374	\N	\N
tt13830376	\N	\N
tt13830382	nm1553327	\N
tt13830384	nm0356797	\N
tt13830386	\N	\N
tt13830388	\N	\N
