tconst	directors	writers
tt22500000	nm4430442,nm12231814	nm8266291
tt22500002	nm12231814,nm4430442	nm8266291
tt22500004	nm12231814,nm4430442	nm8266291
tt22500006	nm4430442,nm12231814	nm8266291
tt22500008	nm4430442,nm12231814	nm8266291
tt22500010	nm12231814,nm4430442	nm8266291
tt22500014	nm12231814,nm4430442	nm8266291
tt22500018	nm4430442,nm12231814	nm8266291
tt22500020	\N	\N
tt22500022	nm12231814,nm4430442	nm8266291
tt22500024	nm12231814,nm4430442	nm8266291
tt22500026	nm2406271	nm2406271
tt22500028	nm12231814,nm4430442	nm8266291
tt22500030	nm4430442,nm12231814	nm8266291
tt22500032	nm12231814,nm4430442	nm8266291
tt22500034	nm4430442,nm12231814	nm8266291
tt22500036	nm4430442,nm12231814	nm8266291
tt22500038	nm3965248	nm5707200
tt22500040	nm12231814,nm4430442	nm8266291
tt22500042	nm4430442,nm12231814	nm8266291
tt22500044	nm12231814,nm4430442	nm8266291
tt22500046	nm4430442,nm12231814	nm8266291
tt22500048	nm12231814,nm4430442	nm8266291
tt22500050	nm4430442,nm12231814	nm8266291
tt22500052	nm4430442,nm12231814	nm8266291
tt22500056	nm4430442,nm12231814	nm8266291
tt22500060	nm12231814,nm4430442	nm8266291
tt22500062	nm12231814,nm4430442	nm8266291
tt22500064	nm12231814,nm4430442	nm8266291
tt22500066	nm4430442,nm12231814	nm8266291
tt22500068	nm9806564	nm9806564
tt22500070	nm4430442,nm12231814	nm8266291
tt22500072	nm12231814,nm4430442	nm8266291
tt22500074	nm4430442,nm12231814	nm8266291
tt22500076	nm12231814,nm4430442	nm8266291
tt22500078	nm12231814,nm4430442	nm8266291
tt22500080	\N	nm7037084
tt22500082	nm12231814,nm4430442	nm8266291
tt22500084	nm12231814,nm4430442	nm8266291
tt22500086	nm4430442,nm12231814	nm8266291
tt22500088	nm4430442,nm12231814	nm8266291
tt22500090	\N	nm1903262,nm1416643
tt22500092	nm12231814,nm4430442	nm8266291
tt22500098	nm2837372	nm0003249
tt22500100	nm12231814,nm4430442	nm8266291
tt22500102	nm12231814,nm4430442	nm8266291
tt22500104	nm12231814,nm4430442	nm8266291
tt22500106	nm12231814,nm4430442	nm8266291
tt22500108	nm4430442,nm12231814	nm8266291
tt22500110	nm4430442,nm12231814	nm8266291
tt22500112	nm12231814,nm4430442	nm8266291
tt22500114	nm12231814,nm4430442	nm8266291
tt22500116	nm12231814,nm4430442	nm8266291
tt22500118	nm3603100	nm1940349,nm1628335,nm1840982,nm8030322,nm3464572,nm3648543,nm3537396,nm6431357
tt22500120	nm12231814,nm4430442	nm8266291
tt22500122	nm4430442,nm12231814	nm8266291
tt22500124	nm12288967	nm14112313
tt22500126	nm4430442,nm12231814	nm8266291
