tconst	directors	writers
tt5950000	nm0472067	nm0472067
tt5950002	\N	\N
tt5950004	\N	\N
tt5950008	\N	\N
tt5950012	nm0472067	nm0472067
tt5950014	nm0472067	nm0472067
tt5950016	\N	\N
tt5950018	\N	\N
tt5950020	\N	\N
tt5950022	\N	\N
tt5950024	nm0611446,nm0765810	\N
tt5950026	nm2706350	nm6076487,nm2706350
tt5950028	nm1235675	\N
tt5950030	nm0282834	nm0701716
tt5950032	nm2259943	nm2259943
tt5950034	nm0282834	nm0701716
tt5950036	nm6116217	\N
tt5950038	nm7421269	nm1189589
tt5950040	nm7421269	nm1189589
tt5950042	\N	\N
tt5950044	\N	nm0795975,nm0796950
tt5950046	\N	\N
tt5950048	nm2755947	\N
tt5950050	nm8347891	\N
tt5950052	nm2547931	nm2547931
tt5950054	nm0086414,nm5520371,nm0799688,nm0423639	nm7140008,nm2454343,nm1303850,nm2218715
tt5950056	nm1768696	nm3439278,nm5558655
tt5950058	\N	\N
tt5950060	nm4946286	nm8347902,nm8347901
tt5950062	nm1768696	nm3439278,nm3827095
tt5950064	nm2075206	nm7625007
tt5950066	nm6694469	nm6694469
tt5950068	nm8347916	nm8347916
tt5950070	nm6864300,nm6864299	\N
tt5950072	nm6197348,nm3787116	nm6197348,nm3787116
tt5950074	nm8347929	nm8347929
tt5950080	nm8347931	\N
tt5950082	nm8347936	nm8347936
tt5950084	nm2297710	nm2089743,nm2297710
tt5950088	nm5820717	\N
tt5950090	nm8347940	\N
tt5950092	nm0584439	nm0584439
tt5950096	nm0793640	\N
tt5950100	nm3891766,nm8347973,nm3470724	nm3470724,nm3891766,nm8347973
tt5950102	nm2276572	nm2276572
tt5950104	nm2123540	\N
tt5950106	nm2123540	\N
tt5950108	nm4816816	nm4816816
tt5950110	nm2123540	\N
tt5950114	nm2123540	\N
tt5950116	nm0210888	nm0210888,nm2081382
tt5950118	nm2123540	\N
tt5950120	nm2123540	\N
tt5950122	nm2123540	\N
tt5950124	nm2123540	\N
tt5950126	nm2123540	\N
tt5950128	nm2123540	\N
tt5950130	\N	\N
tt5950132	nm3568527	\N
tt5950134	nm2123540	\N
tt5950136	\N	\N
tt5950138	nm8348002	\N
tt5950140	nm2123540	\N
tt5950142	nm5167129	nm6232024,nm4580336
tt5950144	nm3568527	\N
tt5950146	nm2362999	nm2362999
tt5950150	nm2123540	\N
tt5950152	nm3568527	\N
tt5950156	nm3568527	\N
tt5950158	nm3568527	\N
tt5950168	\N	\N
tt5950170	nm1087903	\N
tt5950174	\N	\N
tt5950176	nm5167129	nm6838855
tt5950178	nm0502577	nm8348034
tt5950180	nm2074778	nm2074778
tt5950182	\N	\N
tt5950184	\N	\N
tt5950186	nm8238511	nm8238511
tt5950188	\N	\N
tt5950190	nm5886345	nm8348040
tt5950192	\N	\N
tt5950196	nm8348042	nm8348042
tt5950198	\N	\N
tt5950200	\N	\N
tt5950202	nm8348069,nm7477684,nm8348070,nm8348068	\N
tt5950204	nm5167129	nm5556169,nm4580336,nm5167129
tt5950206	\N	\N
tt5950208	nm4419821	nm4419821,nm4740539
tt5950210	\N	\N
tt5950212	nm8180771	nm8180771
tt5950214	\N	\N
tt5950218	nm4419821	nm4419821,nm4740539
tt5950220	nm6470265	nm5886345
tt5950222	nm0780544	nm8348107,nm0780544
tt5950224	nm4419821	nm4419821,nm4740539
tt5950226	nm7906284	nm7906284
tt5950228	nm4419821	nm4419821,nm4740539
tt5950230	\N	\N
tt5950232	nm7966230	nm3364718
tt5950234	nm4419821	nm4419821,nm4740539
tt5950236	nm5167129	nm5556169
tt5950240	\N	nm1304978
tt5950242	\N	\N
tt5950244	nm4419821	nm4419821,nm4740539
tt5950246	nm8348131	\N
tt5950248	nm7823431	nm6384920,nm7823431
tt5950250	nm4439636	nm4439636
tt5950252	\N	\N
tt5950256	nm7823431	nm6384920,nm7823431
tt5950258	nm8348145	nm7924972
tt5950260	nm7823431	nm6384920,nm7823431
tt5950262	nm7823431	nm6384920,nm7823431
tt5950264	\N	nm3033896,nm2648618
tt5950266	nm8238734	nm8238734
tt5950268	nm7823431	nm6384920,nm7823431
tt5950270	nm8238734	nm8238734
tt5950272	\N	\N
tt5950274	nm7823431	nm6384920,nm7823431
tt5950276	nm8238734	nm8238734
tt5950278	nm8348068	nm8348068
tt5950280	nm7823431	nm7823431
tt5950282	nm7823431	nm6384920,nm7823431
tt5950284	\N	\N
tt5950286	nm0860791	nm8348163,nm8348162,nm8348164,nm0860791
tt5950288	nm5167129	nm8345147
tt5950290	nm8348174	nm8348174
tt5950292	nm7823431	nm6384920,nm7823431
tt5950294	\N	\N
tt5950296	nm1981653	nm1981653
tt5950298	nm8238734	nm8238734
tt5950300	nm7823431	nm7823431
tt5950302	nm1981653	nm1981653
tt5950304	nm7823431	nm7823431
tt5950306	nm5293764	nm6409734
tt5950308	nm5293764	nm8310472
tt5950310	\N	\N
tt5950312	nm8240610	nm8240610
tt5950314	nm0387309	nm8310473
tt5950316	nm0387309	nm8310472
tt5950318	nm0387309	nm8310473
tt5950322	nm0387309	nm1981653
tt5950324	nm5293764	nm6409734,nm1981653
tt5950326	nm5293764	nm4463097
tt5950328	\N	\N
tt5950330	nm8240610	nm8240610
tt5950332	nm2268773	nm1460017,nm6217489
tt5950334	nm1981653	nm6409734
tt5950336	nm1981653	nm4463097
tt5950338	nm3008682	nm3008682
tt5950340	nm1981653	nm1981653
tt5950342	nm8348195	nm8348195
tt5950344	\N	\N
tt5950346	nm4839667	nm8348199,nm8348198,nm4839667
tt5950348	nm8240610	nm8240610
tt5950350	\N	\N
tt5950352	nm8240610	nm8240610
tt5950354	nm8348207	\N
tt5950358	nm8240610	nm8240610
tt5950360	nm4289585	nm4289585
tt5950362	nm4012592	nm8348214,nm8348215
tt5950364	nm8240610	nm8240610
tt5950366	nm1257335	\N
tt5950370	nm6314381,nm2905618	\N
tt5950372	nm3756471	\N
tt5950376	nm8240610	nm8240610
tt5950378	nm6314381,nm2905618	\N
tt5950380	nm8240610	nm8240610
tt5950382	nm6314381,nm2905618	nm6314381
tt5950384	nm8237721	nm8237721
tt5950386	nm0574277	nm1546173,nm3805156,nm1221966
tt5950388	\N	nm8348236
tt5950390	nm8237721	nm8237721
tt5950392	nm8348207	\N
tt5950394	nm0355961	nm1546173,nm3805156,nm1221966
