tconst	directors	writers
tt15210000	nm9326711,nm10200218	nm10200218,nm9326711
tt15210004	\N	nm1122594
tt15210008	nm12835978	nm12835978
tt15210010	nm10249175	nm10249175
tt15210012	\N	\N
tt15210016	\N	\N
tt15210060	nm12380167	nm12380167
tt15210066	\N	\N
tt15210068	\N	\N
tt15210070	nm4857452,nm3428626,nm13438298,nm10992855	nm7497099,nm7705497,nm8631538,nm8595565
tt15210072	\N	\N
tt15210074	nm1009747	nm1009747
tt15210076	\N	nm0929357
tt15210078	\N	\N
tt15210080	\N	\N
tt15210082	\N	\N
tt15210084	\N	\N
tt15210086	\N	\N
tt15210088	\N	\N
tt15210090	nm12380167	nm12380167,nm12835996
tt15210092	\N	\N
tt15210094	\N	\N
tt15210096	nm11465995	\N
tt15210098	\N	\N
tt15210102	\N	\N
tt15210104	\N	\N
tt15210106	\N	\N
tt15210108	\N	\N
tt15210110	\N	\N
tt15210112	\N	\N
tt15210114	nm12323923	nm12323923
tt15210116	\N	\N
tt15210118	\N	\N
tt15210120	\N	\N
tt15210122	nm6284577	nm11003431,nm12835982,nm9567129,nm10669304,nm6284577,nm12832732
tt15210124	\N	\N
tt15210128	nm2542418	nm2542418
tt15210134	nm12836013	nm12836017,nm11276176
tt15210136	\N	\N
tt15210138	nm12466063	nm12466063,nm12836019,nm10964031,nm12836020,nm0999383,nm2583934,nm12836026,nm12836024,nm12836027,nm12836021
tt15210140	nm3797727	nm3797727
tt15210144	nm1502129	\N
tt15210146	nm0668993	nm8851430
tt15210148	nm9060402	nm9060402
tt15210150	\N	\N
tt15210152	nm12380167	nm12380167,nm12836054
tt15210154	nm0152422	nm0152422
tt15210156	\N	nm2496365,nm13825736,nm2036173
tt15210158	\N	nm1047984
tt15210160	\N	\N
tt15210162	nm9785361	nm9785361
tt15210164	nm12824757	nm12824757
tt15210170	\N	\N
tt15210172	nm12380167	nm12836068,nm12380167
tt15210174	\N	\N
tt15210176	nm3554145	\N
tt15210180	\N	\N
tt15210182	\N	\N
tt15210184	nm10288055,nm1502129	nm10288055
tt15210186	nm2542418	nm2542418
tt15210188	nm12380167	nm12836076,nm12380167
tt15210192	\N	nm11368585
tt15210194	\N	\N
tt15210198	nm11783782	nm11783782
tt15210200	nm12380167	nm12836081,nm12836085,nm12836083,nm12836084,nm12836086,nm12836082,nm12836080
tt15210204	\N	\N
tt15210206	\N	\N
tt15210208	\N	\N
tt15210210	\N	\N
tt15210212	\N	\N
tt15210216	\N	\N
tt15210218	\N	\N
tt15210220	\N	\N
tt15210222	nm12327512	\N
tt15210228	\N	\N
tt15210232	\N	nm0254288,nm0865240,nm1005095
tt15210234	\N	\N
tt15210240	nm12849099	nm12849099,nm8956864
tt15210242	\N	\N
tt15210244	\N	\N
tt15210248	nm1427433,nm0740013	\N
tt15210250	\N	\N
tt15210252	nm6026988	nm7038182,nm6026988
tt15210254	nm0401457	\N
tt15210256	nm2426403	\N
tt15210260	nm12380167	nm12836136,nm12380167
tt15210262	nm5248006,nm5248621	nm5248006
tt15210266	nm2704688	\N
tt15210268	\N	\N
tt15210270	nm12775602	\N
tt15210274	\N	\N
tt15210276	\N	\N
tt15210280	nm9031384	nm9031384
tt15210282	nm7038182	nm7038182
tt15210284	\N	\N
tt15210286	nm12380167	nm12836161,nm12836156,nm12836160,nm12836157,nm12836155,nm12836158,nm12836159
tt15210288	nm1502129	\N
tt15210292	\N	\N
tt15210298	\N	\N
tt15210300	\N	\N
tt15210302	nm6040595	nm12836171
tt15210304	\N	\N
tt15210308	\N	\N
tt15210312	\N	\N
tt15210314	\N	\N
tt15210316	\N	\N
tt15210318	\N	\N
tt15210320	nm12114423	nm12114423
tt15210324	\N	\N
tt15210326	nm12380167	nm12836199,nm12836198,nm12836202,nm12836203,nm12836200,nm12380167,nm12836197,nm12836201,nm12836196
tt15210328	nm10486801,nm5288765	nm10486801
tt15210330	\N	\N
tt15210332	nm9396947	nm9396947
tt15210334	\N	\N
tt15210336	\N	nm1842646
tt15210338	\N	\N
tt15210340	\N	\N
tt15210342	nm10309286	nm8186044,nm10309286
tt15210344	nm11812129	nm11812129
tt15210346	\N	\N
tt15210348	nm2472806	nm2472806
tt15210350	\N	\N
tt15210356	nm12077297	nm12077297
tt15210358	\N	\N
tt15210362	\N	nm1344053,nm3965584,nm1946567
tt15210366	\N	\N
