tconst	directors	writers
tt0090000	nm1709207	\N
tt0090001	nm0950970	nm0009117
tt0090002	nm0954846	nm0508342,nm0943150
tt0090003	nm0767697	nm0934154
tt0090004	nm0425540	nm0118341,nm0425540,nm0004976
tt0090005	nm0832087	nm0629933,nm0832087
tt0090006	nm0607093	nm0467942,nm0288847,nm0607093,nm0307912,nm0753147
tt0090007	nm0061792,nm1172472	\N
tt0090008	nm0410769	nm0270040,nm0254531,nm0384173
tt0090009	nm0383605	nm0383605,nm0353584
tt0090010	nm0945146	nm0222384
tt0090011	nm0161205	nm0874683
tt0090012	nm0502987	nm4717480,nm0795511
tt0090013	nm0514905	nm1022277,nm0399065
tt0090015	nm0487351	\N
tt0090016	nm0733133	nm0145781
tt0090017	nm0147439	nm0147439
tt0090018	nm0772018	nm0433086,nm0772018
tt0090019	nm0287821	nm0253652,nm0548903,nm0287821,nm0014104
tt0090020	nm0588964	nm0111294
tt0090021	nm0003733	nm0000175
tt0090022	nm0001410	nm0001410,nm0440461
tt0090023	nm0694411	nm0690854,nm0694411
tt0090024	nm0499777	nm0405350,nm0499777,nm0700376
tt0090025	nm0921464	nm8129803,nm0318655
tt0090026	nm0743515,nm0743553	nm0743515
tt0090027	nm0418724	\N
tt0090028	nm0004501	nm0639306,nm0836767,nm0004501
tt0090029	nm0755075	nm0556490,nm0866957,nm0755075,nm1388129
tt0090030	nm0589498	nm0589498
tt0090031	nm0543647	nm2813720,nm0543647
tt0090032	nm0000465	\N
tt0090033	nm0522844	\N
tt0090034	nm0387683	nm0526453
tt0090035	nm0885989	nm0043697,nm0468064
tt0090036	nm0000797	nm0800319
tt0090037	nm0159154	nm0643093,nm0170822
tt0090038	nm0526265	nm0146242,nm0725280
tt0090039	nm0909176	nm0909176
tt0090040	nm0162952	nm0162952,nm0340880,nm0769117,nm0893873
tt0090041	nm0385450	nm0233285,nm0385450,nm0820855
tt0090042	nm0617548	nm0117425,nm0617548
tt0090043	nm0164885	nm0038871,nm0164885
tt0090045	nm0670134	\N
tt0090046	nm0001238	nm0001238
tt0090047	nm0946559	nm0516412
tt0090049	nm0179281	nm0179281,nm0739744,nm0814773,nm0953301
tt0090050	nm0755631	nm0947899,nm0755631
tt0090051	nm0469937,nm0882382	nm0469937,nm0882382,nm0901663
tt0090052	nm0210701	nm0165227,nm0210701
tt0090053	nm0843785	nm0843785,nm0793311,nm0005522,nm0794626
tt0090054	nm0003886	nm0501678,nm0715605
tt0090055	nm0598102	nm0684083,nm0073053,nm0207401,nm0147599,nm0598102,nm0499145
tt0090056	nm0000484	nm0000101,nm0858686,nm0304665,nm0541632
tt0090057	nm1285609,nm0369771,nm0233409	nm0121425,nm0233409,nm1282971,nm1285609
tt0090058	nm0895720	nm0584770,nm0895720
tt0090059	nm0002167	\N
tt0090060	nm0001708	nm0001708,nm0475802
tt0090061	\N	\N
tt0090062	nm0064133	nm0138009
tt0090063	nm0113466	\N
tt0090064	nm0234462	nm0002021,nm0697157
tt0090065	nm0353970	nm0561026
tt0090066	nm0089177	nm0089177
tt0090067	nm0390103	nm0862781,nm0050297
tt0090068	nm0002337	nm0002337,nm0414226
tt0090069	nm0738796	nm0330360,nm0738796
tt0090070	nm0521334	nm0242707,nm0521338,nm0079848
tt0090071	nm0470015,nm0765680	nm0470015,nm0765680
tt0090072	nm0589495	nm0942833,nm0035830
tt0090073	nm0000608	nm0001465,nm0830472
tt0090074	nm0613996	\N
tt0090075	nm0101963	nm0173192,nm0101963
tt0090076	nm0208544	\N
tt0090077	nm0171619	nm0004798
tt0090078	nm0894201	nm0476439,nm0894201
tt0090079	nm0000647,nm0390103	nm0159195,nm0664513
tt0090080	nm0769615	nm0325380
tt0090081	nm0941457	nm0941457,nm0313286
tt0090082	nm0773337	\N
tt0090083	nm0173728	nm0147599,nm0173724,nm0173728,nm0603086
tt0090084	nm0003941	nm0003941
tt0090085	nm0417054	nm0095718,nm0417054,nm0946230
tt0090086	nm0650109	nm0438580,nm0650109,nm0829044
tt0090087	nm0449492	\N
tt0090088	nm0071611	nm0071611
tt0090089	nm0189610	nm0189610
