tconst	directors	writers
tt17280000	\N	\N
tt17280002	\N	\N
tt17280004	\N	\N
tt17280006	\N	\N
tt17280008	\N	\N
tt17280010	\N	nm12651050
tt17280012	\N	\N
tt17280014	\N	\N
tt17280016	\N	\N
tt17280018	\N	\N
tt17280020	\N	\N
tt17280022	\N	\N
tt17280024	\N	\N
tt17280026	\N	\N
tt17280028	\N	\N
tt17280030	\N	\N
tt17280032	\N	\N
tt17280034	\N	\N
tt17280036	\N	\N
tt17280038	\N	\N
tt17280040	\N	\N
tt17280042	\N	\N
tt17280044	\N	\N
tt17280048	\N	\N
tt17280050	nm0067999	nm0067999
tt17280052	\N	\N
tt17280054	\N	\N
tt17280056	\N	\N
tt17280058	\N	\N
tt17280060	\N	\N
tt17280062	\N	\N
tt17280064	\N	\N
tt17280066	\N	\N
tt17280068	\N	\N
tt17280070	\N	\N
tt17280072	\N	\N
tt17280074	nm13323115	nm2501527
tt17280076	\N	\N
tt17280078	\N	\N
tt17280080	\N	\N
tt17280082	nm0990600	nm0990600
tt17280084	nm4650538,nm0581775	nm0002021,nm0813447
tt17280086	\N	\N
tt17280088	\N	\N
tt17280090	\N	\N
tt17280092	\N	\N
tt17280094	\N	\N
tt17280096	\N	\N
tt17280098	\N	\N
tt17280100	\N	\N
tt17280102	\N	\N
tt17280104	\N	\N
tt17280106	\N	\N
tt17280108	\N	\N
tt17280110	\N	\N
tt17280112	\N	\N
tt17280114	\N	\N
tt17280116	\N	\N
tt17280118	\N	\N
tt17280120	\N	\N
tt17280122	\N	\N
tt17280124	\N	\N
tt17280126	\N	\N
tt17280128	\N	\N
tt17280130	\N	\N
tt17280132	\N	\N
tt17280134	\N	\N
tt17280138	\N	\N
tt17280142	\N	nm1211477,nm10015047
tt17280144	nm0021199	\N
tt17280146	\N	\N
tt17280148	\N	\N
tt17280150	\N	\N
tt17280152	nm0067999	nm0067999
tt17280154	\N	\N
tt17280156	\N	\N
tt17280158	nm7237647	\N
tt17280160	\N	\N
tt17280162	\N	\N
tt17280164	\N	\N
tt17280166	\N	\N
tt17280168	\N	\N
tt17280172	\N	\N
tt17280174	\N	\N
tt17280176	\N	\N
tt17280178	\N	\N
tt17280180	\N	\N
tt17280182	\N	\N
tt17280184	\N	\N
tt17280186	\N	\N
tt17280188	\N	\N
tt17280190	\N	\N
tt17280192	\N	\N
tt17280194	\N	\N
tt17280196	\N	\N
tt17280198	nm0872469	nm3531283,nm7515210,nm0912726,nm13154190
tt17280200	\N	\N
tt17280202	\N	\N
tt17280204	nm13323128	nm13323128
tt17280206	\N	\N
tt17280208	\N	\N
tt17280210	\N	\N
tt17280212	\N	\N
tt17280214	\N	\N
tt17280216	\N	\N
tt17280218	\N	\N
tt17280220	\N	nm1211477,nm10015047
tt17280222	\N	\N
tt17280224	\N	\N
tt17280226	\N	\N
tt17280228	\N	\N
tt17280230	\N	\N
tt17280232	\N	\N
tt17280234	\N	\N
tt17280236	\N	\N
tt17280238	\N	\N
tt17280240	\N	\N
tt17280242	nm2996289	nm0067999
tt17280244	\N	\N
tt17280246	nm7956525	nm9849143
tt17280248	\N	\N
tt17280250	\N	\N
tt17280252	\N	\N
tt17280254	\N	\N
tt17280256	\N	\N
tt17280258	\N	\N
tt17280260	\N	\N
tt17280262	\N	\N
tt17280264	\N	\N
tt17280266	\N	\N
tt17280268	\N	\N
tt17280270	\N	\N
tt17280272	\N	\N
