tconst	directors	writers
tt0210000	nm0343126	nm0343126
tt0210001	nm0728335	nm1132497,nm1041140
tt0210002	nm0287593	nm0287593,nm0303119,nm0513325
tt0210003	nm0745541	nm0657484,nm0745541
tt0210004	nm0916560	nm0916560
tt0210005	nm0383010	nm0383010
tt0210006	nm0828419	\N
tt0210007	nm0745541	\N
tt0210008	nm0745541	\N
tt0210009	nm0745541	\N
tt0210010	nm0694858	nm0069865
tt0210011	nm0909825	\N
tt0210012	nm0831546	nm1304283
tt0210013	nm0929721	nm0163752
tt0210014	nm4730522	\N
tt0210015	nm0769615	nm0483855
tt0210016	nm0673087	nm0673087
tt0210017	nm0855716	nm0855716
tt0210018	nm0770257	\N
tt0210019	nm0584690	\N
tt0210021	nm0284868	nm1158318,nm0284868,nm0345760,nm0378472
tt0210022	nm1503559	nm1503559
tt0210025	nm0906154	nm0559969
tt0210026	nm0890086	nm0599653,nm0684955
tt0210027	nm0745541,nm1148450	\N
tt0210028	nm0162668,nm0546510	\N
tt0210029	nm0704375	nm0704375
tt0210030	nm0938496	nm0887035
tt0210031	nm0048452	nm0048452
tt0210032	nm0345760	\N
tt0210033	nm0002522	nm0002522
tt0210034	nm0015092	\N
tt0210035	nm0263046	nm0515319,nm0719334
tt0210036	nm0895995	nm0895995
tt0210038	nm0284368	\N
tt0210039	nm0745541	\N
tt0210040	nm0950288	nm0125273,nm1101101
tt0210042	nm0745541	\N
tt0210043	nm0018073	nm5444288,nm0552611,nm0018073
tt0210044	nm0088121	nm0450797,nm0682196
tt0210045	nm0745541	nm0487384,nm0745541
tt0210047	nm0853380	nm0000590,nm0853380
tt0210048	nm0457713	\N
tt0210049	nm0959665	nm0959665,nm0143064
tt0210050	nm0327611	\N
tt0210051	nm0959665	nm0169244,nm1583741
tt0210052	nm0013082	nm0013082
tt0210053	nm0537740	\N
tt0210055	nm0669793	nm0863975
tt0210056	nm0244800	nm0116784,nm0244800
tt0210057	nm0745541,nm1148450	\N
tt0210059	nm0745541	\N
tt0210060	nm0745541	\N
tt0210061	nm0999516,nm0457592	nm0999516
tt0210063	nm0272735	\N
tt0210064	nm0401081	nm0401081
tt0210065	nm0006476	nm0272491,nm0578011,nm0778476
tt0210066	nm0850212	nm0223855,nm0850212
tt0210067	nm0745541	\N
tt0210069	nm0049737	nm0420651,nm0542247
tt0210070	nm0269502	nm0910550,nm0269502
tt0210071	nm0755032	\N
tt0210072	nm0080636	\N
tt0210073	nm0186663	\N
tt0210074	nm0743962	nm0002759,nm0711200
tt0210075	nm0476201	nm0476201
tt0210076	nm0684755	nm0684755
tt0210077	nm0755032	\N
tt0210078	nm0080636	\N
tt0210079	nm0306810	nm0306810,nm0599763
tt0210080	nm0745541	\N
tt0210081	nm0958328	\N
tt0210082	nm0909825	\N
tt0210084	nm0828419	nm0347451,nm0828419
tt0210085	nm0745541,nm1199831	\N
tt0210086	nm0879706	\N
tt0210087	nm0090557	nm0211275,nm0606076,nm1331385
tt0210088	nm0121918	nm0041502,nm0121918,nm0324105,nm0569224,nm0820956
tt0210089	nm0266916	\N
tt0210090	nm0046032	\N
tt0210091	nm0533135	\N
tt0210092	nm0791172	nm1802987
tt0210093	nm0745541	\N
tt0210094	nm0914058	nm0914058
tt0210095	nm0945487	\N
tt0210096	nm0782831	nm0323698
tt0210097	nm0840707	\N
tt0210098	nm1354003,nm0819810	nm0819810
tt0210099	nm0802717	\N
tt0210100	nm0460333	\N
tt0210101	nm1503559	\N
tt0210102	nm0774267	\N
tt0210103	nm0745541	\N
tt0210104	nm0909825	\N
tt0210105	nm0745541	\N
tt0210106	nm0745541	\N
tt0210107	nm0745541	\N
tt0210108	nm0232540	nm0232540,nm0290415,nm0895857
tt0210109	nm0475629	nm0040839,nm0081329,nm0312404,nm0475629
tt0210110	nm0217389	nm0217389
tt0210111	nm0745541	\N
tt0210112	nm0392837	nm0588205,nm0392837
tt0210113	nm0918853	\N
tt0210114	nm0418986	nm4357933
tt0210115	nm0744023	nm0744022,nm0744023
tt0210116	nm0645838	\N
tt0210117	nm0782831	\N
tt0210118	nm0418986	nm0140786,nm0140987
tt0210119	nm0499675	\N
tt0210120	nm0932855	nm0932855
tt0210121	nm0349785	\N
tt0210122	nm0745541	\N
tt0210123	nm0745541	\N
tt0210124	nm0003876	nm0003876
tt0210125	nm0300869	nm0300869
tt0210126	nm0745541	\N
tt0210127	nm0833594	nm0339727,nm0833594
tt0210128	nm0675068	nm0140786,nm0140987
tt0210129	nm0745541	\N
tt0210130	nm0071331,nm0387773	nm0387773
tt0210131	nm0200022	nm0111576,nm0245943
tt0210132	\N	\N
tt0210133	nm0212381	nm0121326,nm0700785
tt0210134	nm0796142	nm0639997
tt0210136	nm0673087	nm0673087
tt0210137	nm0468109	nm0468109
tt0210138	nm0002510	nm0002510,nm0372798,nm9962239
tt0210139	nm0349362	nm0913715
tt0210140	nm0630333	\N
tt0210141	nm0725944	nm0217309,nm0330393,nm0343173
tt0210142	nm0745541	\N
tt0210143	nm0557945	nm0407294,nm0794221
tt0210144	nm0375063	nm0385873
