tconst	directors	writers
tt1180000	nm1856725	nm2316242
tt1180001	nm1137950,nm1890673	nm2516677,nm2400798,nm1983650,nm2437730,nm2403604,nm6069370
tt1180002	nm1170267	nm1563070,nm1622390
tt1180003	\N	nm0048225,nm1602500,nm0746807
tt1180004	\N	nm0048225,nm1434263,nm0746807
tt1180005	\N	nm0048225,nm1434263,nm0746807
tt1180006	nm0580644	nm0048225,nm0001204,nm1434263,nm0746807,nm0867458
tt1180007	\N	nm0048225,nm1434263,nm0746807
tt1180008	\N	nm0048225,nm1434263,nm0746807
tt1180009	\N	nm0048225,nm1434263,nm0746807,nm0801969,nm0912888
tt1180010	\N	nm0048225,nm1602500,nm0746807
tt1180011	\N	nm0048225,nm1602500,nm0746807
tt1180012	\N	\N
tt1180013	\N	\N
tt1180014	\N	\N
tt1180015	\N	\N
tt1180016	nm0837515,nm0866707	nm2913980,nm0866707,nm0946695
tt1180017	\N	\N
tt1180018	\N	\N
tt1180019	\N	nm0203316
tt1180020	nm0032222	nm0203316
tt1180021	nm0032222	nm0203316
tt1180022	nm0032222	nm0203316
tt1180023	nm0032222	nm0203316
tt1180024	\N	nm0203316
tt1180025	\N	nm0203316
tt1180026	\N	nm0203316
tt1180027	nm0032222	nm0203316
tt1180028	nm0032222	nm0203316
tt1180029	nm0032222	nm0203316
tt1180030	nm1772568	\N
tt1180031	nm0210454	nm0005596,nm0227155,nm0776258
tt1180032	nm0210454	nm0005596,nm0227155,nm0776258
tt1180033	nm0210454	nm0005596,nm0227155,nm0776258
tt1180034	nm0210454	nm0005596,nm0227155,nm0776258
tt1180035	nm0210454	nm0005596,nm0227155,nm0776258
tt1180036	nm0210454	nm0005596,nm0227155,nm0776258
tt1180037	nm0210454	nm0005596,nm0227155,nm0776258
tt1180038	nm0210454	nm0776258
tt1180039	nm0210454	nm0005596,nm0227155,nm0776258
tt1180040	\N	\N
tt1180041	\N	\N
tt1180042	\N	\N
tt1180043	\N	\N
tt1180044	nm0210454	nm0005596,nm0227155,nm0776258
tt1180045	nm0210454	nm0005596,nm0227155,nm0776258
tt1180046	nm0210454	nm0005596,nm0227155,nm0776258
tt1180047	nm0210454	nm0005596,nm0227155,nm0776258
tt1180048	\N	nm0086104
tt1180049	nm0319328	nm1006581,nm0430210
tt1180050	nm0587413,nm1142362,nm1416844,nm0762713	nm0122287,nm1802524,nm2767818,nm1840983,nm2834469,nm1779971,nm2941096,nm1780004,nm1011967,nm1196384,nm1867141,nm2551351,nm0953104
tt1180051	nm1288934	nm0360141,nm0914844
tt1180052	\N	\N
tt1180053	\N	\N
tt1180054	\N	nm2913547
tt1180055	\N	\N
tt1180056	\N	\N
tt1180057	\N	nm0971123
tt1180058	\N	nm0971123
tt1180059	\N	\N
tt1180060	\N	\N
tt1180061	\N	nm4832978
tt1180062	\N	\N
tt1180063	\N	\N
tt1180064	\N	\N
tt1180065	nm0090915	nm1141504
tt1180066	nm2059316	\N
tt1180067	\N	\N
tt1180068	\N	\N
tt1180069	\N	\N
