tconst	directors	writers
tt5310002	\N	\N
tt5310004	\N	\N
tt5310006	\N	\N
tt5310008	\N	\N
tt5310012	\N	\N
tt5310014	\N	\N
tt5310016	\N	\N
tt5310018	\N	\N
tt5310020	\N	nm0028644,nm0179196,nm0200996
tt5310022	\N	nm0028644,nm0179196,nm0200996
tt5310024	\N	nm0028644,nm0179196,nm0200996,nm2499803
tt5310026	\N	nm0028644,nm0179196,nm0200996
tt5310028	\N	nm0028644,nm0179196,nm0200996,nm0924256
tt5310030	\N	nm0028644,nm0179196,nm0200996,nm0748745
tt5310032	\N	nm0028644,nm0179196,nm0200996,nm0924256
tt5310034	\N	nm0028644,nm0179196,nm0200996,nm0748745
tt5310036	\N	nm0028644,nm0115191,nm0179196,nm0200996
tt5310038	\N	\N
tt5310040	\N	\N
tt5310042	\N	\N
tt5310044	\N	\N
tt5310046	\N	\N
tt5310048	\N	\N
tt5310050	\N	\N
tt5310052	\N	\N
tt5310054	\N	\N
tt5310056	\N	\N
tt5310058	\N	\N
tt5310060	nm4256823	\N
tt5310062	nm0079804	nm3581460,nm0480782
tt5310064	\N	\N
tt5310066	nm0079804	nm3581460,nm0480782
tt5310068	\N	\N
tt5310070	\N	\N
tt5310072	nm7311907	nm7311907
tt5310074	nm7422230	nm7422230,nm4404522
tt5310076	nm1459646	\N
tt5310078	nm1992671	\N
tt5310080	nm0354476	nm0354476,nm0608524
tt5310082	nm3718164	nm3718164
tt5310084	\N	nm0333854
tt5310086	\N	nm0333854
tt5310088	\N	nm0333854
tt5310090	nm1464314	nm1464314,nm0534856,nm8260883,nm3555217,nm8245357,nm1242454
tt5310092	\N	nm0333854
tt5310094	nm1895970	\N
tt5310096	\N	\N
tt5310098	nm3327137	nm3327137
tt5310100	nm7824701	nm7824708
tt5310102	nm2924967	nm6243013,nm1024715
tt5310104	nm7824721	\N
tt5310108	nm0769754	nm2139833
tt5310110	nm0884717	nm0884717
tt5310112	nm5729168	nm5729168
tt5310114	nm0884717	nm0884717
tt5310116	nm2478939,nm2522019	nm1884136,nm2478939,nm2522019,nm2119540
tt5310118	nm6808783	nm6808783
tt5310120	\N	\N
tt5310122	nm1895970	\N
tt5310124	nm1415026	\N
tt5310126	nm4899119	nm4899119
tt5310128	nm3038331	nm3038331
