tconst	directors	writers
tt4990000	\N	\N
tt4990002	\N	\N
tt4990004	\N	\N
tt4990006	\N	\N
tt4990008	nm0190421,nm0961755,nm2225920,nm2006292,nm0096539,nm2244467,nm0210258	nm5043763,nm2043312,nm1515533,nm2204601,nm2609135,nm2982486
tt4990010	\N	\N
tt4990012	\N	\N
tt4990014	\N	\N
tt4990016	\N	\N
tt4990018	\N	\N
tt4990020	\N	\N
tt4990022	\N	\N
tt4990024	nm7559796	nm7559801
tt4990026	\N	\N
tt4990028	\N	\N
tt4990030	\N	\N
tt4990032	\N	\N
tt4990034	\N	\N
tt4990036	\N	\N
tt4990038	\N	\N
tt4990040	\N	\N
tt4990042	\N	\N
tt4990044	\N	\N
tt4990046	\N	\N
tt4990048	\N	\N
tt4990050	\N	\N
tt4990052	nm2006292,nm0096539,nm0210258,nm0190421,nm2244467,nm2225920,nm0961755	nm5043763,nm2043312,nm1515533,nm2204601,nm2609135,nm2982486
tt4990054	\N	\N
tt4990056	\N	\N
tt4990058	\N	\N
tt4990060	\N	\N
tt4990062	\N	\N
tt4990064	\N	\N
tt4990066	\N	\N
tt4990068	\N	\N
tt4990070	\N	\N
tt4990072	\N	\N
tt4990074	\N	\N
tt4990076	\N	\N
tt4990078	nm0128636	nm7473003,nm4490987,nm2591586
tt4990080	\N	\N
tt4990082	\N	\N
tt4990084	\N	\N
tt4990086	\N	\N
tt4990088	\N	\N
tt4990090	\N	\N
tt4990092	\N	\N
tt4990094	\N	\N
tt4990096	\N	\N
tt4990098	\N	\N
tt4990100	\N	\N
tt4990102	\N	\N
tt4990104	\N	\N
tt4990106	\N	\N
tt4990108	\N	\N
tt4990110	\N	\N
tt4990112	\N	\N
tt4990114	\N	\N
tt4990116	\N	\N
tt4990118	\N	\N
tt4990120	\N	\N
tt4990122	\N	\N
tt4990124	\N	\N
tt4990126	\N	\N
tt4990128	\N	\N
tt4990130	\N	\N
tt4990132	\N	\N
tt4990134	\N	\N
tt4990136	\N	\N
tt4990138	\N	\N
tt4990140	\N	\N
tt4990142	\N	\N
